drug_id,name,smiles,native_feature_index,training_feature_index,split_group,feature_source
KSMAGQUYOIHWFS-UHFFFAOYSA-N,lofexidine,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,41429,398982.0,SG:fd6ad046739478bb4fd83adb2d4335eb0d036132596120aece64522b6bc57bb7,prepared_A_B_cache
KTEIFNKAUNYNJU-GFCCVEGCSA-N,crizotinib,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,166835,400114.0,SG:529b71367869eca78aee37bc42b72d9479326669322a7a958cd650b6f340d7c7,prepared_A_B_cache
KTUFNOKKBVMGRW-UHFFFAOYSA-N,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,197500,401068.0,SG:6e3f11efff80d7e017d4bd0abcbf7731e8055cfbb0f0bbb11d722e2d0fb378ca,preserved_catalog_cache
KVWDHTXUZHCGIO-UHFFFAOYSA-N,olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,191258,404387.0,SG:7d984b3ce0c55f7642e2c6298aa14aee5f9ae9a108c1e2c8c61864ed85acb443,prepared_A_B_cache
KWGRBVOPPLSCSI-WCBMZHEXSA-N,pseudoephedrine,CN[C@@H](C)[C@@H](O)c1ccccc1,107845,,,preserved_catalog_cache
KWGRBVOPPLSCSI-WPRPVWTQSA-N,ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1,107846,,,preserved_catalog_cache
KWTSXDURSIMDCE-QMMMGPOBSA-N,dextroamphetamine;lisdexamfetamine,C[C@H](N)Cc1ccccc1,171529,405781.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
KWTSXDURSIMDCE-UHFFFAOYSA-N,amphetamine,CC(N)Cc1ccccc1,40515,,,preserved_catalog_cache
KWTWDQCKEHXFFR-SMDDNHRTSA-N,tapentadol,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,77108,405790.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
KXNPVXPOPUZYGB-IOVMHBDKSA-N,argatroban,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,48655,406973.0,SG:2a895191b100c7f8c86de787b4cfde16d229bfeee0485c1469f432452e600b49,prepared_A_B_cache
KYYIDSXMWOZKMP-UHFFFAOYSA-N,desvenlafaxine,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,89673,409255.0,SG:780947b384693083467efc767fc266f1ffaa400cbcfc85c5dae053672f7dd7bf,prepared_A_B_cache
LCQLHJZYVOQKHU-VKHMYHEASA-N,carglumic acid,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,241699,,,preserved_catalog_cache
LDCRTTXIJACKKU-ONEGZZNKSA-N,dimethyl fumarate,COC(=O)/C=C/C(=O)OC,109951,415778.0,SG:4ca8303331a952b3597defa51aaa4e8b944fabb3e175e4e31c6d4a1ab9067931,preserved_catalog_cache
LDEKQSIMHVQZJK-CAQYMETFSA-N,tenofovir alafenamide,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,34786,,,preserved_catalog_cache
LEBVLXFERQHONN-UHFFFAOYSA-N,bupivacaine,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,56498,417367.0,SG:dde7955b07dab9eeb48dffce07e16995b07a736b66a18b4d3f1a076c559aba4e,prepared_A_B_cache
LERNTVKEWCAPOY-DZZGSBJMSA-N,tiotropium,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,177089,418314.0,SG:66d16abdd381481b8747b7e58ca9dbcad09928e7dbc21d3be5ea7f358efd7156,prepared_A_B_cache
LEZWWPYKPKIXLL-UHFFFAOYSA-N,econazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,218131,418827.0,SG:718cc7bd988799d18360429348f0e637ef3174faba9946d2da6ad52ea8bd537d,preserved_catalog_cache
LFQDNHWZDQTITF-UHFFFAOYSA-N,tavaborole,OB1OCc2cc(F)ccc21,302363,419766.0,SG:3bfa102ccd152112d1a06b5613bacf17ddbe21cd265c3c65cf0cc6f6f539c3de,prepared_A_B_cache
LHHCSNFAOIFYRV-DOVBMPENSA-N,boceprevir,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,22604,422388.0,SG:60d96e88fffc780eacbc324ab8d1f0026ef1bb329012448cd87a1bb12e23ec72,prepared_A_B_cache
LIENCHBZNNMNKG-OJFNHCPVSA-N,nirmatrelvir,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,24123,423829.0,SG:2a729618c5ee71d7af24fa85afebfbc64ecbbd5c90a1c75d5680d05d3cf2baca,prepared_A_B_cache
LIOLIMKSCNQPLV-UHFFFAOYSA-N,capmatinib,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,104355,424437.0,SG:e9f6c137c0fb7e3e44910ab93011292e4ac26fc1c2c863cf107cca0c9e9ca046,prepared_A_B_cache
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,trametinib,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,18267,424633.0,SG:a117595a3fe3fe884ba00b0f34f9d2fb1c19ac375bd407e5846e84e27c8b46d1,prepared_A_B_cache
LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,41106,427283.0,SG:cc043afda3e889db5bed082fbf58c3de92faca6c14387eeba0c0b1b849574e2c,prepared_A_B_cache
LLPOLZWFYMWNKH-CMKMFDCUSA-N,hydrocodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,150302,429195.0,SG:379576b05a4411c44414ccfba8a8c8058db917f24e72aa5621e4e12854e68a00,prepared_A_B_cache
LMMJFBMMJUMSJS-UHFFFAOYSA-N,avutometinib,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,107679,430532.0,SG:9bc6773f0d5f45c038c323822a9c1fe21e94fe99393f7c1aca762afc2c103080,prepared_A_B_cache
LOMMPXLFBTZENJ-ZACQAIPSSA-N,belzutifan,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,163278,433847.0,SG:f3d96b827efa8e07a260171748eb05555b0ced59e3e2e0b72670a3016dcba244,prepared_A_B_cache
LOUPRKONTZGTKE-LHHVKLHASA-N,quinidine,C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,12403,434358.0,SG:452c642aaf75250efc55f3c0831763a415840585ee732e84d6a2438d581d21d1,prepared_A_B_cache
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,delgocitinib,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,173925,434482.0,SG:8e0be4f804eff075e97239e2a1a30f7ed056beb45aaa177ae80bfcd1d38a1bfd,prepared_A_B_cache
LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,51993,434718.0,SG:415e6851937316ab8df4b761a12b7d92392aabcdcbabee00e3c95a1177872926,prepared_A_B_cache
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,175716,,,preserved_catalog_cache
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,55060,438169.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,45018,,,preserved_catalog_cache
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,NC[C@@H](C(=O)Nc1ccc2cnccc2c1)c1ccc(CO)cc1,247624,442399.0,SG:91589757120631fbdfe12b0a9aeb2382c28f97c3cc3f4722e0e2bc1eaa297eba,prepared_A_B_cache
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,13607,442443.0,SG:5b1f8924306ce7b28168dd81503d75d7e80e3887b87e10b31b06b2f81df64643,prepared_A_B_cache
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,29486,443281.0,SG:1648e2774082160afc084845e9d68e7203fa86a369cbcb3c3a1ae55dc1e8d3f5,prepared_A_B_cache
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,303417,,,preserved_catalog_cache
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,101888,444129.0,SG:5a5b315fcd8d3353d306204a934738f45aed660a8b25228e1f7f53049e5c40f7,prepared_A_B_cache
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,136562,445514.0,SG:2ce2a2dd5ffcb6e60fadc07d8ed300402491daa2f63e4f8ea0db0edf21d04453,prepared_A_B_cache
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,4099,,,preserved_catalog_cache
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,303804,447375.0,SG:daa04a326d407f1003f7ae788f5749f14116dab822b70949732eb2c65d524d6a,prepared_A_B_cache
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,19643,448119.0,SG:d5f77dd50e0ffd052962263881e693e4cb4c2aca2165e749ada2a5e0647c1434,prepared_A_B_cache
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,172112,450862.0,SG:12a9f55b6d01342dea78e66caeb3ece0a37b02a8697e05ed229e89e9b7629b4b,prepared_A_B_cache
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,56899,452319.0,SG:9affd80d02f471acfe8b7d17f6d6d60b0534e3d3b0175b1711405c1728070dad,prepared_A_B_cache
MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,268912,453724.0,SG:85afbbd2d97413ad494186401e381367abea9d3520dfcdcc89be38ccac7f5138,prepared_A_B_cache
MBUVEWMHONZEQD-UHFFFAOYSA-N,azelastine,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,98244,454851.0,SG:1454b296c69f5e629e4494157143c4b40ebfacf31b451e80d51a9fc09f7906f7,prepared_A_B_cache
MCGSCOLBFJQGHM-SCZZXKLOSA-N,abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,257206,,,preserved_catalog_cache
MCIACXAZCBVDEE-CUUWFGFTSA-N,ertugliflozin,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,74541,455677.0,SG:a77c800f3ca3f999375512a8008a6e244aa0bc85617c8ede881ee9633389bf31,prepared_A_B_cache
MDSQOJYHHZBZKA-GBXCKJPGSA-N,telotristat etiprate,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,69919,457852.0,SG:a5eb8262c542c226ab49e3df07368378a9a6ac85cf4ec5fa981ef4f230dc2ab2,prepared_A_B_cache
MEJLVLMAJJRLCR-GCCNXGTGSA-N,romidepsin,C/C=C1\NC(=O)[C@@H](CS)NC(=O)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,3272,458851.0,SG:b670f9a71b8b4d042e2223b83c8cc64e848cedafca4535bd3c5706afe5502ad8,prepared_A_B_cache
METQSPRSQINEEU-HXCATZOESA-N,drospirenone,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,176362,459511.0,SG:1811a8fa39cfc876abc3d36c5aaa0658ba79ac643e65003661a72a6e30c593da,prepared_A_B_cache
MEZLKOACVSPNER-GFCCVEGCSA-N,selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,730,459875.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
MFBCDACCJCDGBA-UHFFFAOYSA-N,trifarotene,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,24244,459991.0,SG:f01c1f3fc50cc8996b9fadbb340c77a7be3155b3ba1df55c4c463e41b95362d8,prepared_A_B_cache
MFFMDFFZMYYVKS-SECBINFHSA-N,sitagliptin,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,252066,460240.0,SG:822ea73fe3f0d5f4a398111d16cad1514467c3323f527887680c3dcd76e57c2b,prepared_A_B_cache
MJIHNNLFOKEZEW-RUZDIDTESA-N,dexlansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,180923,466652.0,SG:9bc427d6571da0bc1ff630f0d1d9f47d1d8fd5d8d8a00acdf52ecb0a3da57a13,prepared_A_B_cache
MJIHNNLFOKEZEW-UHFFFAOYSA-N,lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,180922,466653.0,SG:9bc427d6571da0bc1ff630f0d1d9f47d1d8fd5d8d8a00acdf52ecb0a3da57a13,prepared_A_B_cache
MJUVRTYWUMPBTR-MRXNPFEDSA-N,tezacaftor,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,26238,,,preserved_catalog_cache
MKJIEFSOBYUXJB-HOCLYGCPSA-N,tetrabenazine,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,135347,,,preserved_catalog_cache
MKJIEFSOBYUXJB-WEZHFFAMSA-N,deutetrabenazine,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,306547,,,preserved_catalog_cache
MKPLKVHSHYCHOC-AHTXBMBWSA-N,travoprost,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,34689,,,preserved_catalog_cache
MKUXAQIIEYXACX-UHFFFAOYSA-N,acyclovir,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,257670,468986.0,SG:6ca7d9b4a7b10d4073aa3a25d37627bd79e2ffb4ebc21e9e8cf5b77eb6b45172,prepared_A_B_cache
MKXZASYAUGDDCJ-NJAFHUGGSA-N,dextromethorphan,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,149938,469172.0,SG:88ecf2af7183bbed3cf6607ef666eb16db93b3920a3a9c644da943317a10b840,prepared_A_B_cache
MLBVMOWEQCZNCC-OEMFJLHTSA-N,fosamprenavir,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,30519,,,preserved_catalog_cache
MLDQJTXFUGDVEO-UHFFFAOYSA-N,sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,104155,469496.0,SG:74bb12f8a9b7224f7e5569bf63b3551fb0340c2fd5f68f11015f6103affb8a51,prepared_A_B_cache
MLYYVTUWGNIJIB-BXKDBHETSA-N,cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,215994,,,preserved_catalog_cache
MNDBXUUTURYVHR-UHFFFAOYSA-N,roflumilast,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,275929,472746.0,SG:788ecee7b2ba80b819b68784b6c68d1389422800d0bee9b603a55ea5b388224d,prepared_A_B_cache
MOTJMGVDPWRKOC-QPVYNBJUSA-N,atrasentan,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,56299,475316.0,SG:0e75d311f26cdc1d5f19148b72e27409d1e23ce00631552e703bf2f1825c11a6,prepared_A_B_cache
MOYKHGMNXAOIAT-JGWLITMVSA-N,isosorbide dinitrate,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],298460,,,preserved_catalog_cache
MQJKPEGWNLWLTK-UHFFFAOYSA-N,dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,255329,477886.0,SG:a08298a168b69ca6ba776efd21dfe8d1d8afa2cd41124ad8aacbd3bcd66be779,prepared_A_B_cache
MQOBSOSZFYZQOK-UHFFFAOYSA-N,choline fenofibrate;fenofibrate,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,28477,478177.0,SG:113660f6820aa1505046e743926bd418c121e0cb1e25a470d2d0c4ea2feaa270,prepared_A_B_cache
MRBDMNSDAVCSSF-UHFFFAOYSA-N,phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,196808,478992.0,SG:fa48d9865b41a4d9622cbf98e4728c5745eb763fdb4b3f6ba10a86f10d9de4b8,prepared_A_B_cache
MSYKRHVOOPPJKU-BDAKNGLRSA-N,brivaracetam,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,60775,,,preserved_catalog_cache
MUGXRYIUWFITCP-PGRDOPGGSA-N,lemborexant,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,213857,484073.0,SG:d8fc927b5673ee7bee09edb4230e8785bf56837bd47dba0182ef5b4a708eb34b,prepared_A_B_cache
MUMGGOZAMZWBJJ-DYKIIFRCSA-N,testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,176753,484413.0,SG:d6514310af66c5732deb90b9c08acea4883cc744c9beccdb69aedf8ec902e759,prepared_A_B_cache
MVGWUTBTXDYMND-QGZVFWFLSA-N,etrasimod,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,283591,485662.0,SG:6222c614c2240f5f5c82c4b6359dc908db838aafff1e6aa3e87739b0ea257699,prepared_A_B_cache
MVRHVFSOIWFBTE-INIZCTEOSA-N,elexacaftor,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,215213,,,preserved_catalog_cache
MVWVFYHBGMAFLY-UHFFFAOYSA-N,ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,291767,486646.0,SG:785b5dc4746c3aebb95eb38d7869e22a99e4643fa1456633dc05a1fb3930aeae,prepared_A_B_cache
MWKYMZXCGYXLPL-ZDUSSCGKSA-N,leniolisib,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,49594,487532.0,SG:ad3c9019535bb368a94cadf664d40b173a1dbc70440f75d9226277f5969123b8,prepared_A_B_cache
MWLSOWXNZPKENC-UHFFFAOYSA-N,zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O,41730,487571.0,SG:031e1ae944a270c0fe7fb296d581e5d3bb46b27bfdec0f19710166d71ba98183,prepared_A_B_cache
MWTBKTRZPHJQLH-UHFFFAOYSA-N,alcaftadine,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,97292,,,preserved_catalog_cache
MXAYKZJJDUDWDS-LBPRGKRZSA-N,ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,31716,488509.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
MYSWGUAQZAJSOK-UHFFFAOYSA-N,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,285997,491155.0,SG:ad6c3fa112e81cdee38a4850ddf5686c891aa313ac8febdbcf3d56d70aa98b6e,prepared_A_B_cache
NBGABHGMJVIVBW-QHCPKHFHSA-N,daridorexant,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1,140323,495036.0,SG:0f59a655c9915d493cb4195e37a438b41a833b7a1787859c03ac4f7fcf882c71,prepared_A_B_cache
NBRBXGKOEOGLOI-UHFFFAOYSA-N,dasabuvir,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,122249,495681.0,SG:7c074d5e08acbce61761f2144fe9b72d138042f0f7ec42d854838f4831558b5a,prepared_A_B_cache
NCLGDOBQAWBXRA-PGRDOPGGSA-N,telotristat etiprate,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,205608,496906.0,SG:a5eb8262c542c226ab49e3df07368378a9a6ac85cf4ec5fa981ef4f230dc2ab2,prepared_A_B_cache
NCNRHFGMJRPRSK-MDZDMXLPSA-N,belinostat,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,261800,497074.0,SG:8fdc57d36383d8976e021f4e5395b2c37c144043ba43d1df77643e058d9277a1,prepared_A_B_cache
NDAUXUAQIAJITI-LBPRGKRZSA-N,levalbuterol,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,22723,497894.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
NDAUXUAQIAJITI-UHFFFAOYSA-N,albuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,22715,497895.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
NDCUAPJVLWFHHB-UHNVWZDZSA-N,avibactam,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,242043,,,preserved_catalog_cache
NDDAHWYSQHTHNT-UHFFFAOYSA-N,indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,48759,498022.0,SG:2c1549a8e41950c421c771d0e97cebf50688a76b2907f74a65ae91c60e85b2f8,prepared_A_B_cache
NEMGRZFTLSKBAP-LBPRGKRZSA-N,safinamide,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,172080,500072.0,SG:048c0536cc6b34f786fd7be310f416a8292bb8bf45632bad10acd17a205d46e4,preserved_catalog_cache
NEQYWYXGTJDAKR-JTQLQIEISA-N,olutasidenib,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,172253,500383.0,SG:e6daf7c37dabddb9e7f275fd3d0509902a5e3df40252b544a84ad68dc7f10a5f,prepared_A_B_cache
NFEZZTICAUWDHU-RDTXWAMCSA-N,efinaconazole,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,4254,,,preserved_catalog_cache
NGBFQHCMQULJNZ-UHFFFAOYSA-N,torsemide,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,203601,502507.0,SG:32f248b1e33b555daa0e382b9c5e840459848974ebda0a0d8d5a6f0ee48e70ca,prepared_A_B_cache
NHHQJBCNYHBUSI-UHFFFAOYSA-N,fostamatinib,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,130409,504418.0,SG:78759545baeeb066764da735df8ac114f1215a2ce9d57fb001c2baba90f32f3e,prepared_A_B_cache
NIJJYAXOARWZEE-UHFFFAOYSA-N,valproate,CCCC(CCC)C(=O)O,52977,506111.0,SG:561c3e39bbe38c22b1a0d9568369393470250475c7e90fa3b4c808ed7d1f2fed,prepared_A_B_cache
NKANXQFJJICGDU-QPLCGJKRSA-N,tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,42134,508743.0,SG:c9ba49f8e5c7b1af6b88fbddb84c0ad992f8e562652c58acf247a98e1ece18d9,prepared_A_B_cache
NKHAVTQWNUWKEO-NSCUHMNNSA-N,diroximel fumarate;monomethyl fumarate,COC(=O)/C=C/C(=O)O,109950,509128.0,SG:d0c37521f4c06ddad530ebc3f4c1233cd1411a122c7301fd311122bf012c7945,prepared_A_B_cache
NNACHAUCXXVJSP-UHFFFAOYSA-N,pitolisant,Clc1ccc(CCCOCCCN2CCCCC2)cc1,218053,513411.0,SG:fdb245de7db681296b0af85d88d79d1da37dd785b69e4f82acafdafb1052e506,preserved_catalog_cache
