query,entity,model_a,model_b,n,spearman,top10_overlap,top10_tie_expected,top10_chance
target_id,CHEMBL1871,biomaster,drugclip,719,0.2605874118468989,1,1.0,0.13908205841446453
target_id,CHEMBL1871,biomaster,dtiam,719,0.18651758002782162,0,0.0,0.13908205841446453
target_id,CHEMBL1871,biomaster,conplex,719,0.29780086798588445,1,1.0,0.13908205841446453
target_id,CHEMBL1871,biomaster,nesso,719,0.2633996911009435,2,2.0,0.13908205841446453
target_id,CHEMBL1871,biomaster,probematch,719,0.11933139624299322,3,2.727272727272727,0.13908205841446453
target_id,CHEMBL1871,biomaster,dtbind,719,0.12408452974151216,1,1.0,0.13908205841446453
target_id,CHEMBL1871,drugclip,dtiam,719,0.38889863570028926,0,0.0,0.13908205841446453
target_id,CHEMBL1871,drugclip,conplex,719,0.4065533336051477,1,1.0,0.13908205841446453
target_id,CHEMBL1871,drugclip,nesso,719,0.41272933365876296,2,2.0,0.13908205841446453
target_id,CHEMBL1871,drugclip,probematch,719,0.3428903254960835,1,0.9090909090909091,0.13908205841446453
target_id,CHEMBL1871,drugclip,dtbind,719,0.5585382313293796,0,0.0,0.13908205841446453
target_id,CHEMBL1871,dtiam,conplex,719,0.31939201292045577,3,3.0,0.13908205841446453
target_id,CHEMBL1871,dtiam,nesso,719,0.353644898210643,2,2.0,0.13908205841446453
target_id,CHEMBL1871,dtiam,probematch,719,0.38806538552192377,0,0.0,0.13908205841446453
target_id,CHEMBL1871,dtiam,dtbind,719,0.280244514883893,1,1.0,0.13908205841446453
target_id,CHEMBL1871,conplex,nesso,719,0.23924238772641845,6,6.0,0.13908205841446453
target_id,CHEMBL1871,conplex,probematch,719,0.21439727893479368,4,3.6363636363636362,0.13908205841446453
target_id,CHEMBL1871,conplex,dtbind,719,0.26437439570471305,0,0.0,0.13908205841446453
target_id,CHEMBL1871,nesso,probematch,719,0.29330519875632793,4,3.6363636363636362,0.13908205841446453
target_id,CHEMBL1871,nesso,dtbind,719,0.4176379274085887,0,0.0,0.13908205841446453
target_id,CHEMBL1871,probematch,dtbind,719,0.3256375918776943,1,0.9090909090909091,0.13908205841446453
target_id,CHEMBL1902,biomaster,drugclip,719,0.01975504382311655,1,1.0,0.13908205841446453
target_id,CHEMBL1902,biomaster,dtiam,719,-0.07698678499985365,0,0.0,0.13908205841446453
target_id,CHEMBL1902,biomaster,conplex,719,0.014728825324695778,0,0.0,0.13908205841446453
target_id,CHEMBL1902,biomaster,nesso,719,0.24974992348549663,1,1.0,0.13908205841446453
target_id,CHEMBL1902,biomaster,probematch,719,-0.03917742744017845,0,0.0,0.13908205841446453
target_id,CHEMBL1902,biomaster,dtbind,719,0.20818906353621008,0,0.0,0.13908205841446453
target_id,CHEMBL1902,drugclip,dtiam,719,-0.08577754347406376,1,1.0,0.13908205841446453
target_id,CHEMBL1902,drugclip,conplex,719,-0.026826931812834003,0,0.0,0.13908205841446453
target_id,CHEMBL1902,drugclip,nesso,719,0.2892497769134113,2,2.0,0.13908205841446453
target_id,CHEMBL1902,drugclip,probematch,719,-0.11881120449010336,1,1.0,0.13908205841446453
target_id,CHEMBL1902,drugclip,dtbind,719,0.10119769900539378,0,0.0,0.13908205841446453
target_id,CHEMBL1902,dtiam,conplex,719,-0.06310864676425576,0,0.0,0.13908205841446453
target_id,CHEMBL1902,dtiam,nesso,719,-0.3933091483451626,0,0.0,0.13908205841446453
target_id,CHEMBL1902,dtiam,probematch,719,0.2578433587842557,1,1.0,0.13908205841446453
target_id,CHEMBL1902,dtiam,dtbind,719,0.09105498283697967,0,0.0,0.13908205841446453
target_id,CHEMBL1902,conplex,nesso,719,0.21165168974854354,0,0.0,0.13908205841446453
target_id,CHEMBL1902,conplex,probematch,719,-0.09820719627513314,0,0.0,0.13908205841446453
target_id,CHEMBL1902,conplex,dtbind,719,-0.0553377769486094,0,0.0,0.13908205841446453
target_id,CHEMBL1902,nesso,probematch,719,-0.20981371309235525,0,0.0,0.13908205841446453
target_id,CHEMBL1902,nesso,dtbind,719,0.06605427942326209,0,0.0,0.13908205841446453
target_id,CHEMBL1902,probematch,dtbind,719,0.015680260015020597,0,0.0,0.13908205841446453
target_id,CHEMBL1952,biomaster,drugclip,719,0.010720295262041156,0,0.0,0.13908205841446453
target_id,CHEMBL1952,biomaster,dtiam,719,-0.08623847075453658,1,1.0,0.13908205841446453
target_id,CHEMBL1952,biomaster,conplex,719,-0.047780252858395225,0,0.0,0.13908205841446453
target_id,CHEMBL1952,biomaster,nesso,719,0.22394038713110007,0,0.0,0.13908205841446453
target_id,CHEMBL1952,biomaster,probematch,719,0.027798913429489848,0,0.0,0.13908205841446453
target_id,CHEMBL1952,biomaster,dtbind,719,0.22943150835419812,0,0.0,0.13908205841446453
target_id,CHEMBL1952,drugclip,dtiam,719,-0.1392623964139431,0,0.0,0.13908205841446453
target_id,CHEMBL1952,drugclip,conplex,719,-0.024856372897739495,0,0.0,0.13908205841446453
target_id,CHEMBL1952,drugclip,nesso,719,0.3515079813989047,1,1.0,0.13908205841446453
target_id,CHEMBL1952,drugclip,probematch,719,0.04261938522372578,0,0.0,0.13908205841446453
target_id,CHEMBL1952,drugclip,dtbind,719,0.13649421216991658,0,0.0,0.13908205841446453
target_id,CHEMBL1952,dtiam,conplex,719,0.014391410047354258,0,0.0,0.13908205841446453
target_id,CHEMBL1952,dtiam,nesso,719,-0.23128906068746,0,0.0,0.13908205841446453
target_id,CHEMBL1952,dtiam,probematch,719,0.09446111706551355,0,0.0,0.13908205841446453
target_id,CHEMBL1952,dtiam,dtbind,719,-0.008705107843372781,0,0.0,0.13908205841446453
target_id,CHEMBL1952,conplex,nesso,719,-0.001903660005162804,0,0.0,0.13908205841446453
target_id,CHEMBL1952,conplex,probematch,719,-0.17343056605347273,1,1.0,0.13908205841446453
target_id,CHEMBL1952,conplex,dtbind,719,-0.31730855930147056,0,0.0,0.13908205841446453
target_id,CHEMBL1952,nesso,probematch,719,-0.05460936924930554,0,0.0,0.13908205841446453
target_id,CHEMBL1952,nesso,dtbind,719,0.16376790489899007,0,0.0,0.13908205841446453
target_id,CHEMBL1952,probematch,dtbind,719,0.32905786735635667,0,0.0,0.13908205841446453
target_id,CHEMBL1977,biomaster,drugclip,719,0.30470525451241864,2,2.0,0.13908205841446453
target_id,CHEMBL1977,biomaster,dtiam,719,-0.006181807401695683,1,1.0,0.13908205841446453
target_id,CHEMBL1977,biomaster,conplex,719,0.055105775599931545,6,6.5,0.13908205841446453
target_id,CHEMBL1977,biomaster,nesso,719,0.17071137825541752,7,7.0,0.13908205841446453
target_id,CHEMBL1977,biomaster,probematch,719,0.016636289274645968,1,1.0,0.13908205841446453
target_id,CHEMBL1977,biomaster,dtbind,719,-0.0005042854863450127,0,0.0,0.13908205841446453
target_id,CHEMBL1977,drugclip,dtiam,719,0.020483951206697198,0,0.0,0.13908205841446453
target_id,CHEMBL1977,drugclip,conplex,719,0.19233602746524567,0,0.0,0.13908205841446453
target_id,CHEMBL1977,drugclip,nesso,719,0.27493420398443585,1,1.0,0.13908205841446453
target_id,CHEMBL1977,drugclip,probematch,719,0.21855307147580966,0,0.0,0.13908205841446453
target_id,CHEMBL1977,drugclip,dtbind,719,0.19914761709005793,0,0.0,0.13908205841446453
target_id,CHEMBL1977,dtiam,conplex,719,0.08937523866272934,1,1.0,0.13908205841446453
target_id,CHEMBL1977,dtiam,nesso,719,0.047434104885040726,1,1.0,0.13908205841446453
target_id,CHEMBL1977,dtiam,probematch,719,0.2006045760961972,0,0.0,0.13908205841446453
target_id,CHEMBL1977,dtiam,dtbind,719,0.05021591056040899,0,0.0,0.13908205841446453
target_id,CHEMBL1977,conplex,nesso,719,0.2867148833909396,7,7.5,0.13908205841446453
target_id,CHEMBL1977,conplex,probematch,719,0.24466611506654765,0,0.0,0.13908205841446453
target_id,CHEMBL1977,conplex,dtbind,719,0.29660805282757796,1,1.0,0.13908205841446453
target_id,CHEMBL1977,nesso,probematch,719,0.13614477682467827,0,0.0,0.13908205841446453
target_id,CHEMBL1977,nesso,dtbind,719,0.22348320138925845,1,1.0,0.13908205841446453
target_id,CHEMBL1977,probematch,dtbind,719,0.4269057976737424,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,biomaster,drugclip,719,0.2311399821530733,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,biomaster,dtiam,719,-0.051323786168128514,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,biomaster,conplex,719,-0.012972804647271356,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,biomaster,nesso,719,0.0018245803472062036,1,1.0,0.13908205841446453
target_id,CHEMBL2007625,biomaster,probematch,719,0.04772855237143304,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,biomaster,dtbind,719,0.12074010125452028,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,drugclip,dtiam,719,-0.019551539580491908,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,drugclip,conplex,719,0.04776045755246373,1,1.0,0.13908205841446453
target_id,CHEMBL2007625,drugclip,nesso,719,0.14013810496609905,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,drugclip,probematch,719,0.018726004470771447,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,drugclip,dtbind,719,-0.02426794786172386,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,dtiam,conplex,719,-0.014576282332962204,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,dtiam,nesso,719,0.270773407055872,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,dtiam,probematch,719,-0.032603332986569894,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,dtiam,dtbind,719,-0.13517959518059636,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,conplex,nesso,719,-0.02906364119818186,1,1.0,0.13908205841446453
target_id,CHEMBL2007625,conplex,probematch,719,-0.0001549540923368769,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,conplex,dtbind,719,0.08602757044363023,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,nesso,probematch,719,-0.0383996429839723,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,nesso,dtbind,719,-0.09609929930064386,0,0.0,0.13908205841446453
target_id,CHEMBL2007625,probematch,dtbind,719,0.506462884967849,1,1.0,0.13908205841446453
target_id,CHEMBL2023,biomaster,drugclip,719,0.02161340998988843,0,0.0,0.13908205841446453
target_id,CHEMBL2023,biomaster,dtiam,719,-0.05209792252694448,1,1.0,0.13908205841446453
target_id,CHEMBL2023,biomaster,conplex,719,-0.06691963716360565,0,0.0,0.13908205841446453
target_id,CHEMBL2023,biomaster,nesso,719,0.17757363148807467,2,2.0,0.13908205841446453
target_id,CHEMBL2023,biomaster,probematch,719,0.023900814919106044,0,0.6666666666666666,0.13908205841446453
target_id,CHEMBL2023,biomaster,dtbind,719,0.034633855567440044,1,1.0,0.13908205841446453
target_id,CHEMBL2023,drugclip,dtiam,719,-0.122450253845361,0,0.0,0.13908205841446453
target_id,CHEMBL2023,drugclip,conplex,719,-0.0721441179323872,0,0.0,0.13908205841446453
target_id,CHEMBL2023,drugclip,nesso,719,0.02376766451909504,1,1.0,0.13908205841446453
target_id,CHEMBL2023,drugclip,probematch,719,-0.08566741764172801,0,0.0,0.13908205841446453
target_id,CHEMBL2023,drugclip,dtbind,719,-0.02478228999750234,0,0.0,0.13908205841446453
target_id,CHEMBL2023,dtiam,conplex,719,0.016631563145763938,1,1.0,0.13908205841446453
target_id,CHEMBL2023,dtiam,nesso,719,-0.19151331567564686,1,1.0,0.13908205841446453
target_id,CHEMBL2023,dtiam,probematch,719,0.31156535788161127,0,1.3333333333333333,0.13908205841446453
target_id,CHEMBL2023,dtiam,dtbind,719,0.013807124652142495,0,0.0,0.13908205841446453
target_id,CHEMBL2023,conplex,nesso,719,0.018484266983530718,0,0.0,0.13908205841446453
target_id,CHEMBL2023,conplex,probematch,719,-0.20320549822013406,0,0.0,0.13908205841446453
target_id,CHEMBL2023,conplex,dtbind,719,0.029218912319645397,0,0.0,0.13908205841446453
target_id,CHEMBL2023,nesso,probematch,719,-0.4274695267362447,1,0.6666666666666666,0.13908205841446453
target_id,CHEMBL2023,nesso,dtbind,719,0.31445124804764946,2,2.0,0.13908205841446453
target_id,CHEMBL2023,probematch,dtbind,719,-0.37555065436274315,0,0.0,0.13908205841446453
target_id,CHEMBL2063,biomaster,drugclip,719,0.08433812695079702,1,1.0,0.13908205841446453
target_id,CHEMBL2063,biomaster,dtiam,719,0.03482880754178675,0,0.0,0.13908205841446453
target_id,CHEMBL2063,biomaster,conplex,719,0.01959386631756342,0,0.0,0.13908205841446453
target_id,CHEMBL2063,biomaster,nesso,719,0.10954474839319574,1,1.0,0.13908205841446453
target_id,CHEMBL2063,biomaster,probematch,719,0.0705499229689435,0,0.0,0.13908205841446453
target_id,CHEMBL2063,biomaster,dtbind,719,0.03469041819003587,0,0.0,0.13908205841446453
target_id,CHEMBL2063,drugclip,dtiam,719,-0.23929911288609435,0,0.0,0.13908205841446453
target_id,CHEMBL2063,drugclip,conplex,719,0.11883058697009817,0,0.0,0.13908205841446453
target_id,CHEMBL2063,drugclip,nesso,719,-0.04968570941535171,0,0.0,0.13908205841446453
target_id,CHEMBL2063,drugclip,probematch,719,0.12477194158295259,0,0.0,0.13908205841446453
target_id,CHEMBL2063,drugclip,dtbind,719,0.060098835757527634,0,0.0,0.13908205841446453
target_id,CHEMBL2063,dtiam,conplex,719,-0.02966624869033752,0,0.0,0.13908205841446453
target_id,CHEMBL2063,dtiam,nesso,719,0.16900608838383188,0,0.0,0.13908205841446453
target_id,CHEMBL2063,dtiam,probematch,719,-0.1395847904619085,0,0.0,0.13908205841446453
target_id,CHEMBL2063,dtiam,dtbind,719,-0.11061419095793307,0,0.0,0.13908205841446453
target_id,CHEMBL2063,conplex,nesso,719,0.19890566786376002,0,0.0,0.13908205841446453
target_id,CHEMBL2063,conplex,probematch,719,0.0676170123988219,0,0.0,0.13908205841446453
target_id,CHEMBL2063,conplex,dtbind,719,0.44846189239056927,0,0.0,0.13908205841446453
target_id,CHEMBL2063,nesso,probematch,719,0.13464460466215475,0,0.0,0.13908205841446453
target_id,CHEMBL2063,nesso,dtbind,719,0.464233931513738,0,0.0,0.13908205841446453
target_id,CHEMBL2063,probematch,dtbind,719,0.27813417018895725,1,1.0,0.13908205841446453
target_id,CHEMBL2085,biomaster,drugclip,719,-0.06287916648910119,0,0.0,0.13908205841446453
target_id,CHEMBL2085,biomaster,dtiam,719,-0.05475943293353539,0,0.0,0.13908205841446453
target_id,CHEMBL2085,biomaster,conplex,719,-0.04156360951357347,0,0.0,0.13908205841446453
target_id,CHEMBL2085,biomaster,nesso,719,0.12277449335776643,1,1.0,0.13908205841446453
target_id,CHEMBL2085,biomaster,probematch,719,0.11248439039571886,0,0.0,0.13908205841446453
target_id,CHEMBL2085,biomaster,dtbind,719,0.1350674103295586,0,0.0,0.13908205841446453
target_id,CHEMBL2085,drugclip,dtiam,719,0.3193732744938919,0,0.0,0.13908205841446453
target_id,CHEMBL2085,drugclip,conplex,719,0.08975279026431805,0,0.0,0.13908205841446453
target_id,CHEMBL2085,drugclip,nesso,719,-0.1075445559769771,0,0.0,0.13908205841446453
target_id,CHEMBL2085,drugclip,probematch,719,-0.007702524526610788,0,0.0,0.13908205841446453
target_id,CHEMBL2085,drugclip,dtbind,719,-0.13790025501122835,0,0.0,0.13908205841446453
target_id,CHEMBL2085,dtiam,conplex,719,-0.1203968145536578,0,0.0,0.13908205841446453
target_id,CHEMBL2085,dtiam,nesso,719,-0.33507011315890806,0,0.0,0.13908205841446453
target_id,CHEMBL2085,dtiam,probematch,719,-0.1254186778326631,0,0.0,0.13908205841446453
target_id,CHEMBL2085,dtiam,dtbind,719,0.11500983675588218,0,0.0,0.13908205841446453
target_id,CHEMBL2085,conplex,nesso,719,0.058704951663279756,0,0.0,0.13908205841446453
target_id,CHEMBL2085,conplex,probematch,719,0.09040152548254939,0,0.0,0.13908205841446453
target_id,CHEMBL2085,conplex,dtbind,719,-0.22259044987733656,0,0.0,0.13908205841446453
target_id,CHEMBL2085,nesso,probematch,719,0.16516275312740894,1,1.0,0.13908205841446453
target_id,CHEMBL2085,nesso,dtbind,719,0.12285070710623003,0,0.0,0.13908205841446453
target_id,CHEMBL2085,probematch,dtbind,719,0.07441471608348002,0,0.0,0.13908205841446453
target_id,CHEMBL2185,biomaster,drugclip,719,0.19033242945328377,0,0.0,0.13908205841446453
target_id,CHEMBL2185,biomaster,dtiam,719,-0.008403278869582921,2,2.0,0.13908205841446453
target_id,CHEMBL2185,biomaster,conplex,719,-0.08465993270721875,0,0.0,0.13908205841446453
target_id,CHEMBL2185,biomaster,nesso,719,0.3465683813639824,3,3.0,0.13908205841446453
target_id,CHEMBL2185,biomaster,probematch,719,0.22947449093477415,1,1.0,0.13908205841446453
target_id,CHEMBL2185,biomaster,dtbind,719,0.26220961906662793,2,2.0,0.13908205841446453
target_id,CHEMBL2185,drugclip,dtiam,719,0.08160227259070546,1,1.0,0.13908205841446453
target_id,CHEMBL2185,drugclip,conplex,719,0.03842209654227402,1,1.0,0.13908205841446453
target_id,CHEMBL2185,drugclip,nesso,719,0.179534630399438,0,0.0,0.13908205841446453
target_id,CHEMBL2185,drugclip,probematch,719,0.20267870989924558,0,0.0,0.13908205841446453
target_id,CHEMBL2185,drugclip,dtbind,719,0.28168236093807264,0,0.0,0.13908205841446453
target_id,CHEMBL2185,dtiam,conplex,719,0.04896740617427357,1,1.0,0.13908205841446453
target_id,CHEMBL2185,dtiam,nesso,719,0.019990610184570365,3,3.0,0.13908205841446453
target_id,CHEMBL2185,dtiam,probematch,719,0.06431785729920689,1,1.0,0.13908205841446453
target_id,CHEMBL2185,dtiam,dtbind,719,-0.07477966786292685,1,1.0,0.13908205841446453
target_id,CHEMBL2185,conplex,nesso,719,-0.054623229547633045,1,1.0,0.13908205841446453
target_id,CHEMBL2185,conplex,probematch,719,-0.23851808690055526,1,1.0,0.13908205841446453
target_id,CHEMBL2185,conplex,dtbind,719,-0.08782334166072477,0,0.0,0.13908205841446453
target_id,CHEMBL2185,nesso,probematch,719,0.24754226407472446,1,1.0,0.13908205841446453
target_id,CHEMBL2185,nesso,dtbind,719,0.4779059923078382,1,1.0,0.13908205841446453
target_id,CHEMBL2185,probematch,dtbind,719,0.28378001597426017,2,2.0,0.13908205841446453
target_id,CHEMBL2208,biomaster,drugclip,719,0.18077125973219252,1,1.0,0.13908205841446453
target_id,CHEMBL2208,biomaster,dtiam,719,-0.10124675954392853,0,0.0,0.13908205841446453
target_id,CHEMBL2208,biomaster,conplex,719,-0.11288568683018244,1,1.0,0.13908205841446453
target_id,CHEMBL2208,biomaster,nesso,719,0.2814539498917173,3,3.0,0.13908205841446453
target_id,CHEMBL2208,biomaster,probematch,719,0.18489794192129522,0,0.0,0.13908205841446453
target_id,CHEMBL2208,biomaster,dtbind,719,0.44086333416288614,4,4.0,0.13908205841446453
target_id,CHEMBL2208,drugclip,dtiam,719,0.12018915323046762,0,0.0,0.13908205841446453
target_id,CHEMBL2208,drugclip,conplex,719,-0.05957207861958918,1,1.0,0.13908205841446453
target_id,CHEMBL2208,drugclip,nesso,719,-0.013491314796807208,1,1.0,0.13908205841446453
target_id,CHEMBL2208,drugclip,probematch,719,0.22134774001340493,1,1.0,0.13908205841446453
target_id,CHEMBL2208,drugclip,dtbind,719,0.3367273651081938,0,0.0,0.13908205841446453
target_id,CHEMBL2208,dtiam,conplex,719,0.161242883407291,2,2.0,0.13908205841446453
target_id,CHEMBL2208,dtiam,nesso,719,-0.15342742750897975,0,0.0,0.13908205841446453
target_id,CHEMBL2208,dtiam,probematch,719,-0.031609612898809716,0,0.0,0.13908205841446453
target_id,CHEMBL2208,dtiam,dtbind,719,-0.04084564259894842,0,0.0,0.13908205841446453
target_id,CHEMBL2208,conplex,nesso,719,-0.03584399183505743,0,0.0,0.13908205841446453
target_id,CHEMBL2208,conplex,probematch,719,-0.1903480659853777,1,1.0,0.13908205841446453
target_id,CHEMBL2208,conplex,dtbind,719,-0.15134934361292135,1,1.0,0.13908205841446453
target_id,CHEMBL2208,nesso,probematch,719,0.1913076296258989,0,0.0,0.13908205841446453
target_id,CHEMBL2208,nesso,dtbind,719,0.3141807192257079,2,2.0,0.13908205841446453
target_id,CHEMBL2208,probematch,dtbind,719,0.37492565057952476,2,2.0,0.13908205841446453
target_id,CHEMBL2321614,biomaster,drugclip,719,0.08289946058889706,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,biomaster,dtiam,719,0.12091649305688576,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,biomaster,conplex,719,0.06731555670496257,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,biomaster,nesso,719,0.2179179209233912,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,biomaster,probematch,719,-0.0509575289625151,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,biomaster,dtbind,719,-0.0005271914073499176,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,drugclip,dtiam,719,-0.08921073660962409,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,drugclip,conplex,719,-0.024596122819215523,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,drugclip,nesso,719,0.06348014432507759,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,drugclip,probematch,719,0.005892326983598181,1,1.0,0.13908205841446453
target_id,CHEMBL2321614,drugclip,dtbind,719,-0.04986432638169995,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,dtiam,conplex,719,0.025870083401529794,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,dtiam,nesso,719,0.18772140831347484,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,dtiam,probematch,719,0.1862903932748146,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,dtiam,dtbind,719,0.020851770701209513,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,conplex,nesso,719,-0.009187649988327874,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,conplex,probematch,719,0.2518722151060765,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,conplex,dtbind,719,0.44758613686028487,1,1.0,0.13908205841446453
target_id,CHEMBL2321614,nesso,probematch,719,0.07391239638257505,1,1.0,0.13908205841446453
target_id,CHEMBL2321614,nesso,dtbind,719,0.03259710074266367,0,0.0,0.13908205841446453
target_id,CHEMBL2321614,probematch,dtbind,719,0.407481330177902,0,0.0,0.13908205841446453
target_id,CHEMBL2326,biomaster,drugclip,719,0.21633594322042757,0,0.0,0.13908205841446453
target_id,CHEMBL2326,biomaster,dtiam,719,0.027070542963829526,4,4.0,0.13908205841446453
target_id,CHEMBL2326,biomaster,conplex,719,0.0811464158044402,3,3.0,0.13908205841446453
target_id,CHEMBL2326,biomaster,nesso,719,0.5003624269238071,7,7.0,0.13908205841446453
target_id,CHEMBL2326,biomaster,probematch,719,0.35871374277954904,2,2.0,0.13908205841446453
target_id,CHEMBL2326,biomaster,dtbind,719,0.42810334565814184,3,3.0,0.13908205841446453
target_id,CHEMBL2326,drugclip,dtiam,719,0.09589064701242472,0,0.0,0.13908205841446453
target_id,CHEMBL2326,drugclip,conplex,719,0.04634087148592767,0,0.0,0.13908205841446453
target_id,CHEMBL2326,drugclip,nesso,719,0.1331112798519558,0,0.0,0.13908205841446453
target_id,CHEMBL2326,drugclip,probematch,719,0.20509970775979727,0,0.0,0.13908205841446453
target_id,CHEMBL2326,drugclip,dtbind,719,0.14048073095954697,0,0.0,0.13908205841446453
target_id,CHEMBL2326,dtiam,conplex,719,0.051921763533741644,5,5.0,0.13908205841446453
