pair_id,ligand_inchikey,drug_names,target_chembl_id,gene_symbol,biomaster_independent_borda_score,biomaster_independent_borda_score_rank_within_drug_384,biomaster_independent_new_head_borda_score,biomaster_independent_new_head_borda_score_rank_within_drug_384,biomaster_system_borda_score,biomaster_system_borda_score_rank_within_drug_384,independent_validation_rank_score,biomaster_routed_stack_score,old_drug_leakage_safe_score_v10,old_drug_leakage_safe_score_v10_rank_within_drug_384,ensemble_drug_to_target_logit,ensemble_drug_to_target_logit_rank_within_drug_384,biomaster_full_fit_v10_borda_score,dtiam_probability,binding_rank_384,ligand_smiles,exact_structure_in_fda_registry,final_drug_scope_status,known_target_chembl_ids,active_species_status,chembl_any_prodrug,pubchem_evidence_interpretation,graph_drug_id,graph_drug_name,mapping_rule,mapping_status,candidate_ids,identity_hold,inference_eligible,identity_concordance,interpretation_eligible,ec_node_count,ec_disease_endpoint_count,ec_non_text_asserted_disease_endpoint_count,disease_evidence_status,uniprot_accession,assay_lane,assay_confirmation_status,structure_ready_strict,positive_compounds,negative_compounds,connectivity_key,murcko_scaffold,rdkit_mw,rdkit_clogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,smiles_full_key_matches,actual_fragment_count,actual_formal_charge,chemical_risk_points,active_species_review_hold,identity_scope_pass,chemistry_policy_pass,known_chembl37,known_training,known_kirhub,known_moa,known_moa_component,known_bindingdb_articles,known_bindingdb_pubchem,known_gtopdb,known_ec_physical,ec_other_assertion_hold,ec_ambiguous_relation_hold,known_relation_excluded,prior_relation_review_hold,novelty_pass,joint_r50_ot01,joint_r50_ot03,joint_r50_ot05,joint_r100_ot03,joint_r50_ot03_exact,joint_r50_ot03_genetic,joint_r50_ot03_exact_genetic,base_eligible,primary_joint_selected,expanded_rank50_selected,screen_status,all_exclusion_reasons,in_original_512,in_original_448_candidates,relaxed_joint_route,binding_route_rank_gate,raw_activity_rows,positive_max_tanimoto,positive_reference_chembl,positive_reference_name,positive_reference_inchikey,positive_reference_endpoints,positive_reference_assays,negative_max_tanimoto,negative_reference_chembl,negative_reference_name,negative_reference_inchikey,negative_reference_endpoints,negative_reference_assays,reference_transfer_hold,binding_only_route,expanded_eligible,in_baseline384,route
BPKAHTKRCLCHEA-UBFJEZKGSA-N__CHEMBL242,BPKAHTKRCLCHEA-UBFJEZKGSA-N,paricalcitol,CHEMBL242,ESR2,0.7872062663185379,38,0.8825065274151436,12,0.896431679721497,6,-2.6095507286464645,0.2308271346815306,0.5758345649572777,62,4.5571637,2,0.9190600522193212,0.8469188,30,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,True,INCLUDE_CORE_DISCOVERY,CHEMBL1977,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB00910,Paricalcitol,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB00910,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,186,26,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,Q92731,NUCLEAR_EPIGENETIC_DOMAIN,NOT_LAB_OR_VENDOR_CONFIRMED,True,1062,577,BPKAHTKRCLCHEA,C(C=C1CCCC2CCCC12)=C1CCCCC1,416.6460000000003,5.560600000000008,60.69,3,3,5,True,1,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,True,False,0,0.1975308641975308,CHEMBL369979,,SKEXCOMDSMNEFW-XZXJUTCTSA-N,IC50,332770,0.2043010752688172,CHEMBL5279391,,MIQKAEOABWRKCI-VPUMZWJWSA-N,Activity,2273137,False,False,True,False,RELAXED_JOINT
BPQMGSKTAYIVFO-UHFFFAOYSA-N__CHEMBL1868,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,CHEMBL1868,FLT1,0.4621409921671018,214,0.4869451697127937,198,0.5483028720626631,162,-1.6106399826423334,0.3415198437190708,0.511136278742537,368,0.9899815,9,0.5104438642297651,0.38593775,27,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,True,INCLUDE_CORE_DISCOVERY,CHEMBL5971,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB08828,Vismodegib,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB08828,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,165,10,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P17948,KINASE_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,564,246,BPQMGSKTAYIVFO,O=C(Nc1cccc(-c2ccccn2)c1)c1ccccc1,421.30500000000006,4.7112000000000025,76.13,1,4,4,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True,RANK21_50_SENSITIVITY_REVIEW,,False,False,True,False,0,0.3472222222222222,CHEMBL205984,,QNTQEBDFEDTHGD-UHFFFAOYSA-N,IC50,339232,0.2837837837837837,CHEMBL213174,,SFYGIHYRCSKELQ-UHFFFAOYSA-N,Activity,402548,False,False,True,False,RELAXED_JOINT
BPQMGSKTAYIVFO-UHFFFAOYSA-N__CHEMBL2722,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,CHEMBL2722,CYP11B2,0.7610966057441253,53,0.7767624020887729,44,0.8311575282854656,30,-0.7187736394500358,0.4849354447626868,0.7105276628797176,170,-0.66899204,44,0.7232375979112271,0.74407023,3,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,True,INCLUDE_CORE_DISCOVERY,CHEMBL5971,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB08828,Vismodegib,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB08828,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,165,10,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P19099,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,1083,7,BPQMGSKTAYIVFO,O=C(Nc1cccc(-c2ccccn2)c1)c1ccccc1,421.30500000000006,4.7112000000000025,76.13,1,4,4,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,False,True,0,0.3559322033898305,CHEMBL1596525,,RPTRLIIPLCIWJB-UHFFFAOYSA-N,IC50,1985336,0.1746031746031746,CHEMBL4206544,,LDLBBPNPBHRXOO-UHFFFAOYSA-N,Inhibition,1752049,False,True,True,False,BINDING_CHEMISTRY_WITHOUT_GRAPH_GATE
BPQMGSKTAYIVFO-UHFFFAOYSA-N__CHEMBL4191,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,CHEMBL4191,MGLL,0.7317232375979112,66,0.8009138381201044,36,0.6279373368146214,117,-1.529185170342075,0.2778478464091434,0.7306558791858909,132,-3.0391781,156,0.6285900783289817,0.16462539,24,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,True,INCLUDE_CORE_DISCOVERY,CHEMBL5971,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB08828,Vismodegib,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB08828,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,165,10,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,Q99685,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,1543,254,BPQMGSKTAYIVFO,O=C(Nc1cccc(-c2ccccn2)c1)c1ccccc1,421.30500000000006,4.7112000000000025,76.13,1,4,4,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,True,RANK21_50_SENSITIVITY_REVIEW,,False,False,True,False,0,0.3484848484848485,CHEMBL5169919,,QFNKLXCANDYHLS-YVLHZVERSA-N,IC50,2233092,0.24,CHEMBL3341861,,HDAYFSFWIPRJSO-UHFFFAOYSA-N,Inhibition,1746159,False,False,True,False,RELAXED_JOINT
BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL1929,BPRHUIZQVSMCRT-VEUZHWNKSA-N,rosuvastatin,CHEMBL1929,XDH,0.7193211488250653,47,0.7571801566579635,36,0.7876414273281114,27,-1.8432981421161896,0.4122931751061101,0.5239109122781134,158,1.7318801,68,0.7075718015665796,0.7553761,30,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,True,INCLUDE_CORE_DISCOVERY,CHEMBL402,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB01098,Rosuvastatin,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB01098,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,495,244,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P47989,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,369,148,BPRHUIZQVSMCRT,c1ccc(-c2ccncn2)cc1,481.5460000000002,2.4017,140.92,3,7,10,True,1,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,True,False,0,0.2,CHEMBL5775842,,FRSVGOIIOJDDTO-UHFFFAOYSA-N,IC50,2590230,0.1643835616438356,CHEMBL3127118,,FOMOQFZAACKUMD-UHFFFAOYSA-N,IC50,1296862,False,False,True,False,RELAXED_JOINT
BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL1937,BPRHUIZQVSMCRT-VEUZHWNKSA-N,rosuvastatin,CHEMBL1937,HDAC2,0.9516971279373369,2,0.9530026109660574,1,0.9669277632724108,1,3.594212778060668,0.9085380385655896,0.6965853656764394,37,0.0820326,181,0.7180156657963446,0.63332784,1,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,True,INCLUDE_CORE_DISCOVERY,CHEMBL402,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB01098,Rosuvastatin,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB01098,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,495,244,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,Q92769,NUCLEAR_EPIGENETIC_DOMAIN,NOT_LAB_OR_VENDOR_CONFIRMED,True,1717,346,BPRHUIZQVSMCRT,c1ccc(-c2ccncn2)cc1,481.5460000000002,2.4017,140.92,3,7,10,True,1,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,False,True,0,0.8253968253968254,CHEMBL2347009,,MBEZFQPSYDEVRF-VEUZHWNKSA-N,IC50,950484,0.3294117647058823,CHEMBL1487,ATORVASTATIN,XUKUURHRXDUEBC-KAYWLYCHSA-N,IC50,950484,False,True,True,False,BINDING_CHEMISTRY_WITHOUT_GRAPH_GATE
BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL1944,BPRHUIZQVSMCRT-VEUZHWNKSA-N,rosuvastatin,CHEMBL1944,MME,0.9190600522193212,6,0.9530026109660574,2,0.8546562228024369,10,-1.497683847657208,0.4801472251360928,0.7188539408602057,25,1.857573,58,0.8942558746736293,0.5726606,13,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,True,INCLUDE_CORE_DISCOVERY,CHEMBL402,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB01098,Rosuvastatin,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB01098,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,495,244,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P08473,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,288,42,BPRHUIZQVSMCRT,c1ccc(-c2ccncn2)cc1,481.5460000000002,2.4017,140.92,3,7,10,True,1,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,True,False,0,0.2222222222222222,CHEMBL3676140,,GKNJPJZPAMDYBU-QGZVFWFLSA-N,IC50,1839011,0.1818181818181818,CHEMBL2171398,,HEVPKOFLFHIHOI-IBGZPJMESA-N,IC50,863254,False,False,True,False,RELAXED_JOINT
BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL2326,BPRHUIZQVSMCRT-VEUZHWNKSA-N,rosuvastatin,CHEMBL2326,CA7,0.5385117493472585,170,0.585509138381201,136,0.6531766753698868,104,-1.7646461757978429,0.4201493098887999,0.4061609592714831,297,2.0406501,48,0.5502610966057442,0.74537075,21,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,True,INCLUDE_CORE_DISCOVERY,CHEMBL402,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB01098,Rosuvastatin,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB01098,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,495,244,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P43166,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,1336,34,BPRHUIZQVSMCRT,c1ccc(-c2ccncn2)cc1,481.5460000000002,2.4017,140.92,3,7,10,True,1,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,True,False,0,0.2207792207792207,CHEMBL3752046,,WMYTWGUAILWPRX-LBPRGKRZSA-N,Ki,1549337,0.1566265060240964,CHEMBL560175,,KXEZMFMTEVLUPQ-ZFDPJTLLSA-N,IC50,579717,False,False,True,False,RELAXED_JOINT
BPZSYCZIITTYBL-YJYMSZOUSA-N__CHEMBL1808,BPZSYCZIITTYBL-YJYMSZOUSA-N,arformoterol,CHEMBL1808,ACE,0.556135770234987,150,0.5926892950391645,126,0.6109660574412533,120,-2.196288501322868,0.2602124811258197,0.7166597881234542,299,-4.5361314,280,0.2467362924281984,0.1909922,15,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,True,INCLUDE_CORE_DISCOVERY,CHEMBL210,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB01274,Arformoterol,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB01274,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,2,298,0,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P12821,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,110,84,BPZSYCZIITTYBL,c1ccc(CCNCCc2ccccc2)cc1,344.41100000000006,2.2233,90.82,4,5,9,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,True,False,0,0.238095238095238,CHEMBL4174072,,ZYMZQHMSNAYCEI-BXVZCJGGSA-N,IC50,1720397,0.2195121951219512,CHEMBL252009,,XQUOBCBFYSAISV-CWVNLOTRSA-N,Ki,462451,False,False,True,False,RELAXED_JOINT
BPZSYCZIITTYBL-YJYMSZOUSA-N__CHEMBL284,BPZSYCZIITTYBL-YJYMSZOUSA-N,arformoterol,CHEMBL284,DPP4,0.5248041775456919,175,0.6018276762402088,120,0.5839860748476936,137,-2.472111059559726,0.1734386287340593,0.7257246408868662,278,0.23713465,19,0.6148825065274152,0.1902931,29,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,True,INCLUDE_CORE_DISCOVERY,CHEMBL210,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB01274,Arformoterol,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB01274,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,2,298,0,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P27487,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,2775,237,BPZSYCZIITTYBL,c1ccc(CCNCCc2ccccc2)cc1,344.41100000000006,2.2233,90.82,4,5,9,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,True,RANK21_50_SENSITIVITY_REVIEW,,False,False,True,False,0,0.273972602739726,CHEMBL3093920,,FMRJGYVHQYUQQA-JSGCOSHPSA-N,IC50,"1279911,2286811",0.2608695652173913,CHEMBL1778899,,JZJREZZAJGJQIN-VMPITWQZSA-N,IC50,2352415,False,False,True,False,RELAXED_JOINT
BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL1902,BSMCAPRUBJMWDF-KRWDZBQOSA-N,cobimetinib,CHEMBL1902,FKBP1A,0.5169712793733682,174,0.5391644908616188,149,0.6675369886858138,92,-2.212382908220792,0.3020997834532835,0.0730328606799985,338,-3.3983848,72,0.4673629242819843,0.8839701,17,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,True,INCLUDE_CORE_DISCOVERY,CHEMBL2964; CHEMBL3587,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB05239,Cobimetinib,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB05239,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,110,20,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P62942,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,False,261,61,BSMCAPRUBJMWDF,O=C(c1ccccc1Nc1ccccc1)N1CC(C2CCCCN2)C1,531.3160000000003,3.781100000000002,64.60000000000001,3,4,4,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,True,PRIMARY_JOINT_REVIEW,,False,False,True,False,0,0.173469387755102,CHEMBL202592,,MGHRYTFHGHZSPC-UHFFFAOYSA-N,Ki,333106,0.15,CHEMBL235038,,FJBYPMILZFWCTA-UHFFFAOYSA-N,Kd,452413,False,False,True,False,RELAXED_JOINT
BSYNRYMUTXBXSQ-UHFFFAOYSA-N__CHEMBL2176771,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,CHEMBL2176771,CFD,0.5156657963446475,190,0.5156657963446475,191,0.6744995648389905,77,0.9432453732722202,0.5688418673860866,0.1769744120073471,372,1.8869687,1,0.5156657963446475,0.16360913,1,CC(=O)Oc1ccccc1C(=O)O,True,INCLUDE_CORE_DISCOVERY,CHEMBL2094253,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB00945,Acetylsalicylic acid,FULL_INCHIKEY_PUBCHEM_SYNONYM,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB00945,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,1340,448,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P00746,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,False,235,37,BSYNRYMUTXBXSQ,c1ccccc1,180.15899999999996,1.3101,63.60000000000001,1,3,2,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,False,True,0,0.6129032258064516,CHEMBL4241950,,IDUURQAPJRFELC-UHFFFAOYSA-N,IC50,1772732,0.3170731707317073,CHEMBL561499,,QCLRLHJAKXQKSY-UHFFFAOYSA-N,Kd,1658835,False,True,True,False,BINDING_CHEMISTRY_WITHOUT_GRAPH_GATE
BUGYDGFZZOZRHP-UHFFFAOYSA-N__CHEMBL2409,BUGYDGFZZOZRHP-UHFFFAOYSA-N,memantine,CHEMBL2409,EPHX2,0.6853785900783289,87,0.7428198433420365,61,0.7449956483899043,55,-2.569516878770868,0.1298552355606577,0.4684159871898973,198,3.164318,4,0.7389033942558747,0.16285366,1,CC12CC3CC(C)(C1)CC(N)(C3)C2,True,INCLUDE_CORE_DISCOVERY,CHEMBL2094124,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB01043,Memantine,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB01043,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,469,71,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P34913,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,1865,166,BUGYDGFZZOZRHP,C1C2CC3CC1CC(C2)C3,179.307,2.6941000000000006,26.02,1,1,0,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,True,True,False,True,0,0.3714285714285714,CHEMBL4126585,,TZSAIRQMISNYOW-UHFFFAOYSA-N,IC50,1713978,0.3023255813953488,CHEMBL4876406,,CABFTBSOCQHMAH-UHFFFAOYSA-N,IC50,2131202,False,True,True,False,BINDING_CHEMISTRY_WITHOUT_GRAPH_GATE
BUGYDGFZZOZRHP-UHFFFAOYSA-N__CHEMBL4393,BUGYDGFZZOZRHP-UHFFFAOYSA-N,memantine,CHEMBL4393,MMP12,0.6671018276762402,101,0.7127937336814621,77,0.6701479547432551,88,-3.793328885928912,0.1046718802878501,0.4749932977193455,194,-2.5269144,155,0.5469973890339426,0.12622638,28,CC12CC3CC(C)(C1)CC(N)(C3)C2,True,INCLUDE_CORE_DISCOVERY,CHEMBL2094124,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB01043,Memantine,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB01043,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,469,71,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,P39900,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,425,57,BUGYDGFZZOZRHP,C1C2CC3CC1CC(C2)C3,179.307,2.6941000000000006,26.02,1,1,0,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,True,False,0,0.1,CHEMBL2409698,,NCROEDXPKVIJMH-MRXNPFEDSA-N,IC50,973504,0.073170731707317,CHEMBL1739276,,CDGUKZZVDUXXJQ-UHFFFAOYSA-N,Inhibition,951223,False,False,True,False,RELAXED_JOINT
CBRJPFGIXUFMTM-WDEREUQCSA-N__CHEMBL3778,CBRJPFGIXUFMTM-WDEREUQCSA-N,ritlecitinib,CHEMBL3778,IRAK4,0.772845953002611,51,0.772845953002611,56,0.845082680591819,24,-1.019554035659552,0.5034479502108519,0.2561080622430632,170,-1.6329603,29,0.7428198433420365,0.86445266,6,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,True,INCLUDE_CORE_DISCOVERY,CHEMBL2148; CHEMBL4296642,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,,,FULL_INCHIKEY_PUBCHEM_SYNONYM,UNMAPPED,,False,False,NOT_ESTABLISHED,False,1,16,1,SOURCE_EVIDENCE_ONLY_NO_USABLE_TXGNN_SCORE,Q9NWZ3,KINASE_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,5547,388,CBRJPFGIXUFMTM,c1nc(NC2CCCNC2)c2cc[nH]c2n1,285.35100000000006,1.9352999999999994,73.91,2,4,3,True,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,False,False,False,TXGNN_UNAVAILABLE,interpretation_eligible,False,False,False,True,0,0.5087719298245614,CHEMBL4093475,,ISZFLCKMTXBORR-XYPYZODXSA-N,IC50,"1676839,1676840",0.3552631578947368,CHEMBL221959,TOFACITINIB,UJLAWZDWDVHWOW-YPMHNXCESA-N,Kd,1642922,False,True,True,False,BINDING_CHEMISTRY_WITHOUT_GRAPH_GATE
CEFJVGZHQAGLHS-UHFFFAOYSA-N__CHEMBL1255163,CEFJVGZHQAGLHS-UHFFFAOYSA-N,ripretinib,CHEMBL1255163,PORCN,0.6462140992167102,86,0.6449086161879896,90,0.72236727589208,43,-0.9628189661648192,0.6301840210294702,0.2154843362030302,247,6.286322,14,0.6618798955613577,0.9286138,27,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,True,INCLUDE_CORE_DISCOVERY,CHEMBL1936; CHEMBL2007,ADMINISTERED_SPECIES_ONLY,False,PASS_GSRS_PUBCHEM_FULL_CONCORDANCE,DB14840,Ripretinib,EXACT_NAME,MAPPED_NAME_STRUCTURE_NOT_VERIFIED_IN_GRAPH,DB14840,False,True,SAME_NORMALIZED_EC_NODE_NOT_STEREO_PROOF,True,1,20,5,TXGNN_QUERY_AND_SOURCE_EVIDENCE_REVIEW,Q9H237,ENZYME_BIOCHEMICAL,NOT_LAB_OR_VENDOR_CONFIRMED,True,58,4,CEFJVGZHQAGLHS,O=C(Nc1ccccc1)Nc1cccc(-c2cc3cnccc3[nH]c2=O)c1,510.36700000000013,5.670700000000004,88.05000000000001,3,4,5,True,1,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,DOES_NOT_MEET_JOINT_PRIORITY,,False,False,True,False,0,0.2282608695652173,CHEMBL4080842,,XZJWCJMLDPTODI-INIZCTEOSA-N,IC50,1651041,0.1739130434782608,CHEMBL473417,VISMODEGIB,BPQMGSKTAYIVFO-UHFFFAOYSA-N,Inhibition,"1762623,1762626,1762627,1762628",False,False,True,False,RELAXED_JOINT
