model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,0.9918294092855843,roc_auc,0.9576942920684814,7893.557224988937,0.0007891654968261719,0.11806058883666992,2,True,12
XGBoost,0.990937386094405,roc_auc,0.26720285415649414,1089.6005539894104,0.26720285415649414,1089.6005539894104,1,True,8
LightGBMLarge,0.9906899973801714,roc_auc,0.10813593864440918,716.0368921756744,0.10813593864440918,716.0368921756744,1,True,10
LightGBM,0.990607237846273,roc_auc,0.11773133277893066,808.8841180801392,0.11773133277893066,808.8841180801392,1,True,2
LightGBMXT,0.990130080189539,roc_auc,0.14340758323669434,802.3845133781433,0.14340758323669434,802.3845133781433,1,True,1
CatBoost,0.989431340554948,roc_auc,0.027429819107055664,928.5010340213776,0.027429819107055664,928.5010340213776,1,True,5
NeuralNetTorch,0.9878334586294879,roc_auc,0.3702733516693115,5352.395434856415,0.3702733516693115,5352.395434856415,1,True,9
RandomForestEntr,0.9878229579574448,roc_auc,0.09508347511291504,184.6195387840271,0.09508347511291504,184.6195387840271,1,True,4
RandomForestGini,0.9875184384681975,roc_auc,0.11733388900756836,267.0751464366913,0.11733388900756836,267.0751464366913,1,True,3
NeuralNetFastAI,0.9847305990295245,roc_auc,0.09395909309387207,468.3311369419098,0.09395909309387207,468.3311369419098,1,True,11
ExtraTreesEntr,0.9841543079096045,roc_auc,0.0932915210723877,49.763795375823975,0.0932915210723877,49.763795375823975,1,True,7
ExtraTreesGini,0.9826034120420996,roc_auc,0.11465597152709961,47.55776524543762,0.11465597152709961,47.55776524543762,1,True,6
