standard_inchi_key,chembl_id,first_approval,max_phase
LWQQLNNNIPYSNX-UROSTWAQSA-N,CHEMBL1200666,1993.0,4
LXBIFEVIBLOUGU-DPYQTVNSSA-N,CHEMBL110458,2016.0,4
LXMSZDCAJNLERA-ZHYRCANASA-N,CHEMBL1393,1960.0,4
LZFZMUMEGBBDTC-QEJZJMRPSA-N,CHEMBL577,1988.0,4
MAEIEVLCKWDQJH-UHFFFAOYSA-N,CHEMBL1072,1983.0,4
MBBCVAKAJPKAKM-UHFFFAOYSA-N,CHEMBL354541,2012.0,4
MBUVEWMHONZEQD-UHFFFAOYSA-N,CHEMBL639,1996.0,4
MCGSCOLBFJQGHM-SCZZXKLOSA-N,CHEMBL1380,1998.0,4
MCIACXAZCBVDEE-CUUWFGFTSA-N,CHEMBL1770248,2017.0,4
MDSQOJYHHZBZKA-GBXCKJPGSA-N,CHEMBL2105695,2017.0,4
MEJLVLMAJJRLCR-GCCNXGTGSA-N,CHEMBL146250,,-1
METQSPRSQINEEU-HXCATZOESA-N,CHEMBL1509,2001.0,4
MEZLKOACVSPNER-GFCCVEGCSA-N,CHEMBL972,1989.0,4
MFBCDACCJCDGBA-UHFFFAOYSA-N,CHEMBL3707313,2019.0,4
MFFMDFFZMYYVKS-SECBINFHSA-N,CHEMBL1422,2006.0,4
MJIHNNLFOKEZEW-RUZDIDTESA-N,CHEMBL1201863,2009.0,4
MJIHNNLFOKEZEW-UHFFFAOYSA-N,CHEMBL480,1995.0,4
MJUVRTYWUMPBTR-MRXNPFEDSA-N,CHEMBL3544914,2018.0,4
MKPLKVHSHYCHOC-AHTXBMBWSA-N,CHEMBL1200799,2001.0,4
MKUXAQIIEYXACX-UHFFFAOYSA-N,CHEMBL184,1982.0,4
MKXZASYAUGDDCJ-NJAFHUGGSA-N,CHEMBL52440,1982.0,4
MLBVMOWEQCZNCC-OEMFJLHTSA-N,CHEMBL1664,2003.0,4
MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1336,2005.0,4
MLYYVTUWGNIJIB-BXKDBHETSA-N,CHEMBL1435,1973.0,4
MNDBXUUTURYVHR-UHFFFAOYSA-N,CHEMBL193240,2010.0,4
MOTJMGVDPWRKOC-QPVYNBJUSA-N,CHEMBL9194,,3
MOYKHGMNXAOIAT-JGWLITMVSA-N,CHEMBL6622,1986.0,4
MQJKPEGWNLWLTK-UHFFFAOYSA-N,CHEMBL1043,1979.0,4
MQOBSOSZFYZQOK-UHFFFAOYSA-N,CHEMBL981,2008.0,4
MRBDMNSDAVCSSF-UHFFFAOYSA-N,CHEMBL597,1952.0,4
MSYKRHVOOPPJKU-BDAKNGLRSA-N,CHEMBL607400,2016.0,4
MUGXRYIUWFITCP-PGRDOPGGSA-N,CHEMBL3545367,2020.0,4
MUMGGOZAMZWBJJ-DYKIIFRCSA-N,CHEMBL386630,1972.0,4
MVGWUTBTXDYMND-QGZVFWFLSA-N,CHEMBL3358920,2023.0,4
MVRHVFSOIWFBTE-INIZCTEOSA-N,CHEMBL4298128,2019.0,4
MVWVFYHBGMAFLY-UHFFFAOYSA-N,CHEMBL708,2001.0,4
MWKYMZXCGYXLPL-ZDUSSCGKSA-N,CHEMBL3643413,2023.0,4
MWLSOWXNZPKENC-UHFFFAOYSA-N,CHEMBL93,1996.0,4
MWTBKTRZPHJQLH-UHFFFAOYSA-N,CHEMBL1201747,2010.0,4
MXAYKZJJDUDWDS-LBPRGKRZSA-N,CHEMBL2141296,,3
MYSWGUAQZAJSOK-UHFFFAOYSA-N,CHEMBL8,1987.0,4
NBGABHGMJVIVBW-QHCPKHFHSA-N,CHEMBL4297590,2022.0,4
NBRBXGKOEOGLOI-UHFFFAOYSA-N,CHEMBL3137312,2014.0,4
NCLGDOBQAWBXRA-PGRDOPGGSA-N,CHEMBL2103855,,4
NCNRHFGMJRPRSK-MDZDMXLPSA-N,CHEMBL408513,2014.0,4
NDAUXUAQIAJITI-LBPRGKRZSA-N,CHEMBL1002,1999.0,4
NDAUXUAQIAJITI-UHFFFAOYSA-N,CHEMBL714,1981.0,4
NDCUAPJVLWFHHB-UHNVWZDZSA-N,CHEMBL1689063,2015.0,4
NDDAHWYSQHTHNT-UHFFFAOYSA-N,CHEMBL406,1983.0,4
NEMGRZFTLSKBAP-LBPRGKRZSA-N,CHEMBL396778,2015.0,4
NEQYWYXGTJDAKR-JTQLQIEISA-N,CHEMBL4297610,2022.0,4
NFEZZTICAUWDHU-RDTXWAMCSA-N,CHEMBL2103877,2014.0,4
NGBFQHCMQULJNZ-UHFFFAOYSA-N,CHEMBL1148,1993.0,4
NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL475251,,2
NIJJYAXOARWZEE-UHFFFAOYSA-N,CHEMBL109,1978.0,4
NKANXQFJJICGDU-QPLCGJKRSA-N,CHEMBL83,1977.0,4
NKHAVTQWNUWKEO-NSCUHMNNSA-N,CHEMBL589586,2020.0,4
NNACHAUCXXVJSP-UHFFFAOYSA-N,CHEMBL462605,2016.0,4
NNJVILVZKWQKPM-UHFFFAOYSA-N,CHEMBL79,1948.0,4
NOZIJMHMKORZBA-KJCUYJGMSA-N,CHEMBL2107831,2018.0,4
NQDJXKOVJZTUJA-UHFFFAOYSA-N,CHEMBL57,1996.0,4
NSQSAUGJQHDYNO-UHFFFAOYSA-N,CHEMBL3414621,2020.0,4
NTJOBXMMWNYJFB-UHFFFAOYSA-N,CHEMBL243712,1986.0,4
NUKYPUAOHBNCPY-UHFFFAOYSA-N,CHEMBL284348,2010.0,4
NXQKSXLFSAEQCZ-SFHVURJKSA-N,CHEMBL4535757,2021.0,4
NYDCDZSEEAUOHN-IZHYLOQSSA-N,CHEMBL4525767,,-1
NYNZQNWKBKUAII-KBXCAEBGSA-N,CHEMBL3889654,2018.0,4
OBWASQILIWPZMG-QZMOQZSNSA-N,CHEMBL2107830,2014.0,4
ODAIHABQVKJNIY-PEDHHIEDSA-N,CHEMBL1201368,,2
OEKWJQXRCDYSHL-FNOIDJSQSA-N,CHEMBL398435,2010.0,4
OEOLOEUAGSPDLT-UHFFFAOYSA-N,CHEMBL906,,-1
OFCNXPDARWKPPY-UHFFFAOYSA-N,CHEMBL1467,1966.0,4
OFPXSFXSNFPTHF-UHFFFAOYSA-N,CHEMBL1071,1992.0,4
OFZJKCQENFPZBH-UHFFFAOYSA-N,CHEMBL2103883,2018.0,4
OGHNVEJMJSYVRP-UHFFFAOYSA-N,CHEMBL723,1995.0,4
OGQICQVSFDPSEI-UHFFFAOYSA-N,CHEMBL1657,1997.0,4
OHRURASPPZQGQM-GCCNXGTGSA-N,CHEMBL343448,2009.0,4
OIGNJSKKLXVSLS-VWUMJDOOSA-N,CHEMBL131,1955.0,4
OJFSXZCBGQGRNV-UHFFFAOYSA-N,CHEMBL864,1982.0,4
OJQMKCBWYCWFPU-UHFFFAOYSA-N,CHEMBL239226,,2
OLAHOMJCDNXHFI-UHFFFAOYSA-N,CHEMBL3545376,2019.0,4
OLNTVTPDXPETLC-XPWALMASSA-N,CHEMBL1138,2002.0,4
ONIQOQHATWINJY-UHFFFAOYSA-N,CHEMBL2105717,2012.0,4
OPXLLQIJSORQAM-UHFFFAOYSA-N,CHEMBL685,1974.0,4
OROGSEYTTFOCAN-DNJOTXNNSA-N,CHEMBL485,1952.0,4
OUBCNLGXQFSTLU-UHFFFAOYSA-N,CHEMBL1337,2002.0,4
OUJTZYPIHDYQMC-LJQANCHMSA-N,CHEMBL1111,2007.0,4
OURRXQUGYQRVML-AREMUKBSSA-N,CHEMBL4594250,2017.0,4
OXPLANUPKBHPMS-ZXBNPROVSA-N,CHEMBL4594374,,-1
OYTKINVCDFNREN-UHFFFAOYSA-N,CHEMBL354077,2009.0,4
OYYDSUSKLWTMMQ-JKHIJQBDSA-N,CHEMBL1888176,2004.0,4
OZGNYLLQHRPOBR-DHZHZOJOSA-N,CHEMBL626,1988.0,4
OZOMQRBLCMDCEG-VIZOYTHASA-N,CHEMBL1201288,1974.0,4
OZVBMTJYIDMWIL-AYFBDAFISA-N,CHEMBL493,1978.0,4
OZWKMVRBQXNZKK-UHFFFAOYSA-N,CHEMBL469,1989.0,4
PAJMKGZZBBTTOY-ZFORQUDYSA-N,CHEMBL1237119,2002.0,4
PBAPPPCECJKMCM-IBGZPJMESA-N,CHEMBL2095212,2012.0,4
PCHKPVIQAHNQLW-CQSZACIVSA-N,CHEMBL1094636,2017.0,4
PCOBBVZJEWWZFR-UHFFFAOYSA-N,CHEMBL41355,2011.0,4
PDGKHKMBHVFCMG-UHFFFAOYSA-N,CHEMBL3894860,2021.0,4
PDWUPXJEEYOOTR-UHFFFAOYSA-N,CHEMBL818,1994.0,4
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,CHEMBL4594350,2022.0,4
PGTVWKLGGCQMBR-FLBATMFCSA-N,CHEMBL1568698,2022.0,4
PHLBKPHSAVXXEF-UHFFFAOYSA-N,CHEMBL621,1981.0,4
PHXJVRSECIGDHY-UHFFFAOYSA-N,CHEMBL1171837,2012.0,4
PIBARDGJJAGJAJ-NQIIRXRSSA-N,CHEMBL4250860,2024.0,4
PJDFLNIOAUIZSL-UHFFFAOYSA-N,CHEMBL89598,2009.0,4
PJMPHNIQZUBGLI-UHFFFAOYSA-N,CHEMBL596,1968.0,4
PMXMIIMHBWHSKN-UHFFFAOYSA-N,CHEMBL1621,2006.0,4
PNCPYILNMDWPEY-QGZVFWFLSA-N,CHEMBL24778,2008.0,4
PNVNVHUZROJLTJ-UHFFFAOYSA-N,CHEMBL637,1993.0,4
POGQSBRIGCQNEG-UHFFFAOYSA-N,CHEMBL1201754,2007.0,4
PPSNFPASKFYPMN-SECBINFHSA-N,CHEMBL3608680,2023.0,4
PQXKDMSYBGKCJA-CVTJIBDQSA-N,CHEMBL1237021,2010.0,4
PRMWGUBFXWROHD-UHFFFAOYSA-N,CHEMBL1214124,2012.0,4
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CHEMBL191,1995.0,4
PTOIAAWZLUQTIO-GXFFZTMASA-N,CHEMBL2103822,2014.0,4
PUKBOVABABRILL-YZNIXAGQSA-N,CHEMBL3989871,2021.0,4
PURKAOJPTOLRMP-ASMGOKTBSA-N,CHEMBL4297603,2024.0,4
PURKAOJPTOLRMP-UHFFFAOYSA-N,CHEMBL2010601,2012.0,4
PYGWGZALEOIKDF-UHFFFAOYSA-N,CHEMBL308954,2008.0,4
PYNXFZCZUAOOQC-UTKZUKDTSA-N,CHEMBL3137301,2015.0,4
PYZRQGJRPPTADH-UHFFFAOYSA-N,CHEMBL741,1994.0,4
PZBCKZWLPGJMAO-UHFFFAOYSA-N,CHEMBL3218576,2017.0,4
PZFAZQUREQIODZ-LJQANCHMSA-N,CHEMBL3317856,,3
QADPYRIHXKWUSV-UHFFFAOYSA-N,CHEMBL1852688,2021.0,4
QCHFTSOMWOSFHM-WPRPVWTQSA-N,CHEMBL550,1974.0,4
QCZAWDGAVJMPTA-RNFRBKRXSA-N,CHEMBL4279047,2024.0,4
QDGZDCVAUDNJFG-FXQIFTODSA-N,CHEMBL713,2005.0,4
QEFAQIPZVLVERP-UHFFFAOYSA-N,CHEMBL1021,2005.0,4
QFFGVLORLPOAEC-SNVBAGLBSA-N,CHEMBL1201760,2009.0,4
QFNHIDANIVGXPE-FNZWTVRRSA-N,CHEMBL2159122,2015.0,4
QGJUIPDUBHWZPV-SGTAVMJGSA-N,CHEMBL385517,2009.0,4
QHMBSVQNZZTUGM-ZWKOTPCHSA-N,CHEMBL190461,2018.0,4
QIVUCLWGARAQIO-OLIXTKCUSA-N,CHEMBL3991065,2021.0,4
QKDRXGFQVGOQKS-CRSSMBPESA-N,CHEMBL3039507,2019.0,4
QNZCBYKSOIHPEH-UHFFFAOYSA-N,CHEMBL231779,2011.0,4
QOIGKGMMAGJZNZ-UHFFFAOYSA-N,CHEMBL284092,2023.0,4
QQHMKNYGKVVGCZ-UHFFFAOYSA-N,CHEMBL235668,2015.0,4
QRPZBKAMSFHVRW-UHFFFAOYSA-N,CHEMBL3301620,,2
QTGIAADRBBLJGA-UHFFFAOYSA-N,CHEMBL1093,2000.0,4
QTWZICCBKBYHDM-UHFFFAOYSA-N,CHEMBL549963,,3
QUIJNHUBAXPXFS-XLJNKUFUSA-N,CHEMBL376488,2012.0,4
QXWYKJLNLSIPIN-JGVFFNPUSA-N,CHEMBL2103827,2014.0,4
QXWZQTURMXZVHJ-UHFFFAOYSA-N,CHEMBL238804,2015.0,4
QYSXJUFSXHHAJI-YRZJJWOYSA-N,CHEMBL1042,1999.0,4
QZFHIXARHDBPBY-UHFFFAOYSA-N,CHEMBL4066936,2021.0,4
QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,1989.0,4
QZZUEBNBZAPZLX-QFIPXVFZSA-N,CHEMBL1095777,2009.0,4
RAPZEAPATHNIPO-UHFFFAOYSA-N,CHEMBL85,1993.0,4
RBTBFTRPCNLSDE-UHFFFAOYSA-N,CHEMBL191083,2011.0,4
RDOIQAHITMMDAJ-UHFFFAOYSA-N,CHEMBL841,1976.0,4
RENRQMCACQEWFC-UGKGYDQZSA-N,CHEMBL4594448,2023.0,4
RGFBRLNVZCCMSV-BIRGHMBHSA-N,CHEMBL4594371,,3
RHWKPHLQXYSBKR-BMIGLBTASA-N,CHEMBL1229211,2013.0,4
RHXHGRAEPCAFML-UHFFFAOYSA-N,CHEMBL3545110,2017.0,4
RITAVMQDGBJQJZ-FMIVXFBMSA-N,CHEMBL1289926,2012.0,4
RJCWBNBKOKFWNY-IDPLTSGASA-N,CHEMBL4303525,2023.0,4
RJKFOVLPORLFTN-LEKSSAKUSA-N,CHEMBL103,1976.0,4
RKEWSXXUOLRFBX-UHFFFAOYSA-N,CHEMBL2111101,2016.0,4
RKUNBYITZUJHSG-SPUOUPEWSA-N,CHEMBL517712,1960.0,4
RLAWWYSOJDYHDC-BZSNNMDCSA-N,CHEMBL1237,1987.0,4
RLCLASQCAPXVLM-NSHDSACASA-N,CHEMBL4297517,2022.0,4
RMMXLENWKUUMAY-UHFFFAOYSA-N,CHEMBL1017,1998.0,4
RNOAOAWBMHREKO-QFIPXVFZSA-N,CHEMBL3936761,2019.0,4
RRMJMHOQSALEJJ-UHFFFAOYSA-N,CHEMBL4558324,2024.0,4
RTGDFNSFWBGLEC-SYZQJQIISA-N,CHEMBL1456,1995.0,4
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CHEMBL41,1987.0,4
RUDATBOHQWOJDD-BSWAIDMHSA-N,CHEMBL240597,1983.0,4
RUEYEZADQJCKGV-UHFFFAOYSA-N,CHEMBL3544988,2023.0,4
RUOKEQAAGRXIBM-GFCCVEGCSA-N,CHEMBL887,2005.0,4
RUZYUOTYCVRMRZ-UHFFFAOYSA-N,CHEMBL707,1990.0,4
RVOLLAQWKVFTGE-UHFFFAOYSA-N,CHEMBL1115,1955.0,4
RWTNPBWLLIMQHL-UHFFFAOYSA-N,CHEMBL914,1996.0,4
RYIDHLJADOKWFM-MAODMQOUSA-N,CHEMBL426084,2021.0,4
RYMZZMVNJRMUDD-HGQWONQESA-N,CHEMBL1064,1991.0,4
RZEKVGVHFLEQIL-UHFFFAOYSA-N,CHEMBL118,1998.0,4
RZVAJINKPMORJF-UHFFFAOYSA-N,CHEMBL112,1968.0,4
RZVPBGBYGMDSBG-GGAORHGYSA-N,CHEMBL4297503,2018.0,4
SDEAXTCZPQIFQM-UHFFFAOYSA-N,CHEMBL3989868,2020.0,4
SDUQYLNIPVEERB-QPPQHZFASA-N,CHEMBL888,1996.0,4
SECKRCOLJRRGGV-UHFFFAOYSA-N,CHEMBL1520,2003.0,4
SEVCTUCCZYBJER-BSJAROSPSA-N,CHEMBL3707224,2024.0,4
SFLSHLFXELFNJZ-QMMMGPOBSA-N,CHEMBL1437,1950.0,4
SFNSLLSYNZWZQG-VQIMIIECSA-N,CHEMBL2043437,2018.0,4
SGEGOXDYSFKCPT-UHFFFAOYSA-N,CHEMBL439849,2011.0,4
SGEUNORSOZVTOL-CABZTGNLSA-N,CHEMBL4650215,2024.0,4
SGUAFYQXFOLMHL-UHFFFAOYSA-N,CHEMBL429,1984.0,4
SHGAZHPCJJPHSC-XFYACQKRSA-N,CHEMBL547,1982.0,4
SHGAZHPCJJPHSC-YCNIQYBTSA-N,CHEMBL38,1971.0,4
SIFNOOUKXBRGGB-AREMUKBSSA-N,CHEMBL4297509,2023.0,4
SJVQHLPISAIATJ-ZDUSSCGKSA-N,CHEMBL3039502,2018.0,4
SJZRECIVHVDYJC-UHFFFAOYSA-N,CHEMBL1342,2002.0,4
SMOBCLHAZXOKDQ-ZJUUUORDSA-N,CHEMBL3112741,2019.0,4
SNICXCGAKADSCV-JTQLQIEISA-N,CHEMBL3,1984.0,4
SNIOPGDIGTZGOP-UHFFFAOYSA-N,CHEMBL730,1981.0,4
SNPPWIUOZRMYNY-UHFFFAOYSA-N,CHEMBL894,1985.0,4
SNUDIPVBUUXCDG-QHSBEEBCSA-N,CHEMBL2107486,,3
SOLUWJRYJLAZCX-LYOVBCGYSA-N,CHEMBL3989866,2018.0,4
SONNWYBIRXJNDC-VIFPVBQESA-N,CHEMBL1215,1952.0,4
SOYCMDCMZDHQFP-UHFFFAOYSA-N,CHEMBL25146,,2
SOYKEARSMXGVTM-UHFFFAOYSA-N,CHEMBL505,1950.0,4
SPMVMDHWKHCIDT-UHFFFAOYSA-N,CHEMBL1289494,2017.0,4
STPKWKPURVSAJF-LJEWAXOPSA-N,CHEMBL363392,2021.0,4
STUWGJZDJHPWGZ-LBPRGKRZSA-N,CHEMBL2396661,2019.0,4
STZYTFJPGGDRJD-NHUWBDDWSA-N,CHEMBL1658,2007.0,4
SUBDBMMJDZJVOS-DEOSSOPVSA-N,CHEMBL1201320,2001.0,4
SUBDBMMJDZJVOS-UHFFFAOYSA-N,CHEMBL1503,1989.0,4
SUDAHWBOROXANE-SECBINFHSA-N,CHEMBL507361,,2
SUJUHGSWHZTSEU-FYBSXPHGSA-N,CHEMBL222559,2005.0,4
TTWJBBZEZQICBI-UHFFFAOYSA-N,CHEMBL86,1979.0,4
TTZHDVOVKQGIBA-IQWMDFIBSA-N,CHEMBL1259059,2013.0,4
TXEIIPDJKFWEEC-UHFFFAOYSA-N,CHEMBL2103837,2011.0,4
TYZROVQLWOKYKF-ZDUSSCGKSA-N,CHEMBL126,2000.0,4
TZFNLOMSOLWIDK-JTQLQIEISA-N,CHEMBL1201236,1975.0,4
UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL288441,2012.0,4
UBQNRHZMVUUOMG-UHFFFAOYSA-N,CHEMBL750,2000.0,4
UCFGDBYHRUNTLO-QHCPKHFHSA-N,CHEMBL84,1996.0,4
UCJGJABZCDBEDK-UHFFFAOYSA-N,CHEMBL46740,2009.0,4
UCTWMZQNUQWSLP-VIFPVBQESA-N,CHEMBL679,1965.0,4
UEJJHQNACJXSKW-UHFFFAOYSA-N,CHEMBL468,1956.0,4
UFSKUSARDNFIRC-UHFFFAOYSA-N,CHEMBL2103870,2015.0,4
UGJMXCAKCUNAIE-UHFFFAOYSA-N,CHEMBL940,1993.0,4
UHSKFQJFRQCDBE-UHFFFAOYSA-N,CHEMBL589,1997.0,4
UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL24828,2011.0,4
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,CHEMBL1428,1988.0,4
UJLAWZDWDVHWOW-YPMHNXCESA-N,CHEMBL221959,2012.0,4
UJVDJAPJQWZRFR-DHIUTWEWSA-N,CHEMBL278623,2017.0,4
ULFRLSNUDGIQQP-UHFFFAOYSA-N,CHEMBL905,1998.0,4
ULXXDDBFHOBEHA-CWDCEQMOSA-N,CHEMBL1173655,2013.0,4
UPNUIXSCZBYVBB-JVFUWBCBSA-N,CHEMBL270190,2008.0,4
UQCNKQCJZOAFTQ-ISWURRPUSA-N,CHEMBL963,1959.0,4
UQRORFVVSGFNRO-UTINFBMNSA-N,CHEMBL1029,2002.0,4
UREBDLICKHMUKA-CXSFZGCWSA-N,CHEMBL384467,1958.0,4
UREBDLICKHMUKA-DVTGEIKXSA-N,CHEMBL632,1961.0,4
URKOMYMAXPYINW-UHFFFAOYSA-N,CHEMBL716,1997.0,4
USUZGMWDZDXMDG-CYBMUJFWSA-N,CHEMBL3099695,2020.0,4
USZAGAREISWJDP-UHFFFAOYSA-N,CHEMBL484785,2016.0,4
UTNUDOFZCWSZMS-YFHOEESVSA-N,CHEMBL973,2012.0,4
UVSMNLNDYGZFPF-UHFFFAOYSA-N,CHEMBL43452,2013.0,4
UWKQSNNFCGGAFS-XIFFEERXSA-N,CHEMBL481,1996.0,4
UXNXMBYCBRBRFD-MUUNZHRXSA-N,CHEMBL5189739,2020.0,4
UZHSEJADLWPNLE-GRGSLBFTSA-N,CHEMBL80,1971.0,4
UZWDCWONPYILKI-UHFFFAOYSA-N,CHEMBL3301610,2017.0,4
VCKUSRYTPJJLNI-UHFFFAOYSA-N,CHEMBL611,1987.0,4
VCSUIBJKYCVWNF-NRFANRHFSA-N,CHEMBL5314934,2024.0,4
VDANGULDQQJODZ-UHFFFAOYSA-N,CHEMBL1179047,1955.0,4
VERWOWGGCGHDQE-UHFFFAOYSA-N,CHEMBL2403108,2014.0,4
VFBILHPIHUPBPZ-UHFFFAOYSA-N,CHEMBL3989968,,3
VFCRKLWBYMDAED-REWPJTCUSA-N,CHEMBL1770916,2023.0,4
VGKDLMBJGBXTGI-SJCJKPOMSA-N,CHEMBL809,1991.0,4
VGYFMXBACGZSIL-MCBHFWOFSA-N,CHEMBL1201753,2009.0,4
VHGCDTVCOLNTBX-QGZVFWFLSA-N,CHEMBL641,2002.0,4
VIKNJXKGJWUCNN-XGXHKTLJSA-N,CHEMBL1162,1962.0,4
VJJPUSNTGOMMGY-MRVIYFEKSA-N,CHEMBL44657,1983.0,4
VKHAHZOOUSRJNA-GCNJZUOMSA-N,CHEMBL1276308,2000.0,4
VLCYCQAOQCDTCN-UHFFFAOYSA-N,CHEMBL830,1990.0,4
VMWNQDUVQKEIOC-CYBMUJFWSA-N,CHEMBL53,2001.0,4
VNFPBHJOKIVQEB-UHFFFAOYSA-N,CHEMBL104,1975.0,4
VOBHXZCDAVEXEY-JSGCOSHPSA-N,CHEMBL1201222,2007.0,4
VOVIALXJUBGFJZ-KWVAZRHASA-N,CHEMBL1370,1994.0,4
VOVZXURTCKPRDQ-CQSZACIVSA-N,CHEMBL4208229,2021.0,4
VPJXQGSRWJZDOB-UHFFFAOYSA-O,CHEMBL965,1972.0,4
VPPJLAIAVCUEMN-GFCCVEGCSA-N,CHEMBL58323,2008.0,4
VREFGVBLTWBCJP-UHFFFAOYSA-N,CHEMBL661,1981.0,4
VSNHCAURESNICA-UHFFFAOYSA-N,CHEMBL467,1967.0,4
VTRAEEWXHOVJFV-UHFFFAOYSA-N,CHEMBL1516,,3
VUDZSIYXZUYWSC-DBRKOABJSA-N,CHEMBL3237547,2020.0,4
VWMJHAFYPMOMGF-ZCFIWIBFSA-N,CHEMBL3348923,2024.0,4
VWUXBMIQPBEWFH-WCCTWKNTSA-N,CHEMBL1358,2002.0,4
VWVSBHGCDBMOOT-IIEHVVJPSA-N,CHEMBL1766,1977.0,4
VYFYYTLLBUKUHU-UHFFFAOYSA-N,CHEMBL59,1974.0,4
VZZJRYRQSPEMTK-CALCHBBNSA-N,CHEMBL2105737,2015.0,4
WAEXFXRVDQXREF-UHFFFAOYSA-N,CHEMBL98,2006.0,4
WANIDIGFXJFFEL-SANMLTNESA-N,CHEMBL4068611,,3
WAXQNWCZJDTGBU-UHFFFAOYSA-N,CHEMBL206253,2014.0,4
WBFUHHBPNXWNCC-UHFFFAOYSA-N,CHEMBL3940890,2024.0,4
WBGKWQHBNHJJPZ-LECWWXJVSA-N,CHEMBL1201109,1972.0,4
WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL2403238,2021.0,4
WDENQIQQYWYTPO-IBGZPJMESA-N,CHEMBL3707348,2017.0,4
WEAJZXNPAWBCOA-INIZCTEOSA-N,CHEMBL1963681,2011.0,4
WEQLWGNDNRARGE-DJIMGWMZSA-N,CHEMBL576222,,-1
WGFOBBZOWHGYQH-MXHNKVEKSA-N,CHEMBL1201134,2006.0,4
WIGIZIANZCJQQY-RUCARUNLSA-N,CHEMBL1481,1995.0,4
WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL3989958,2018.0,4
WINHZLLDWRZWRT-ATVHPVEESA-N,CHEMBL535,2006.0,4
WJBLNOPPDWQMCH-MBPVOVBZSA-N,CHEMBL982,1995.0,4
WJOHZNCJWYWUJD-IUGZLZTKSA-N,CHEMBL1501,1971.0,4
WMDSZGFJQKSLLH-RBBKRZOGSA-N,CHEMBL1742466,2024.0,4
WOSKHXYHFSIKNG-UHFFFAOYSA-N,CHEMBL1289601,2015.0,4
WOXKDUGGOYFFRN-IIBYNOLFSA-N,CHEMBL779,2002.0,4
WPVFJKSGQUFQAP-GKAPJAKFSA-N,CHEMBL1201314,2001.0,4
WRFHGDPIDHPWIQ-UHFFFAOYSA-N,CHEMBL539423,2023.0,4
WSEQXVZVJXJVFP-FQEVSTJZSA-N,CHEMBL1508,2002.0,4
WSEQXVZVJXJVFP-UHFFFAOYSA-N,CHEMBL549,1998.0,4
WSNODXPBBALQOF-VEJSHDCNSA-N,CHEMBL1963683,2012.0,4
WTDRDQBEARUVNC-LURJTMIESA-N,CHEMBL1009,1970.0,4
WVLHHLRVNDMIAR-IBGZPJMESA-N,CHEMBL518924,2024.0,4
WVLOADHCBXTIJK-YNHQPCIGSA-N,CHEMBL398707,1984.0,4
WWSWYXNVCBLWNZ-QIZQQNKQSA-N,CHEMBL1201379,,2
WWYNJERNGUHSAO-XUDSTZEESA-N,CHEMBL1389,1982.0,4
WXCXUHSOUPDCQV-UHFFFAOYSA-N,CHEMBL1082407,2012.0,4
WXXSNCNJFUAIDG-UHFFFAOYSA-N,CHEMBL2107834,2013.0,4
WYQFJHHDOKWSHR-MNOVXSKESA-N,CHEMBL3622821,2019.0,4
WYQPLTPSGFELIB-JTQPXKBDSA-N,CHEMBL1201749,2008.0,4
WYWIFABBXFUGLM-UHFFFAOYSA-N,CHEMBL762,1986.0,4
WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,CHEMBL996,1978.0,4
XAYGBKHKBBXDAK-UHFFFAOYSA-N,CHEMBL4299940,2022.0,4
XDXWLKQMMKQXPV-QYQHSDTDSA-N,CHEMBL461101,2008.0,4
XEDHVZKDSYZQBF-UHFFFAOYSA-N,CHEMBL3039520,2020.0,4
XFALPSLJIHVRKE-GFCCVEGCSA-N,CHEMBL1257051,,4
XFYDIVBRZNQMJC-UHFFFAOYSA-N,CHEMBL1079,1996.0,4
XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL939,2003.0,4
XHOLNRLADUSQLD-UHFFFAOYSA-N,CHEMBL512351,2017.0,4
XIQVNETUBQGFHX-UHFFFAOYSA-N,CHEMBL1231,1975.0,4
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL831,1975.0,4
XKLMZUWKNUAPSZ-UHFFFAOYSA-N,CHEMBL1404,2006.0,4
XMAYWYJOQHXEEK-ZEQKJWHPSA-N,CHEMBL295698,2021.0,4
XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL14376,2009.0,4
XOFYZVNMUHMLCC-ZPOLXVRWSA-N,CHEMBL635,1955.0,4
XPIJWUTXQAGSLK-UHFFFAOYSA-N,CHEMBL3990047,2017.0,4
XPOQHMRABVBWPR-ZDUSSCGKSA-N,CHEMBL223228,1998.0,4
