target_chembl_id,gene_symbol,sequence_target_id,in_frozen112,wetlab_pairs,A_train_pairs,A_train_positive,A_train_negative,A_explicit_inactive,B_train_pairs,B_train_positive,B_train_negative,B_explicit_inactive
CHEMBL1914,BCHE,SEQ:67540da68467479faeedb7ebcd6629f2494423b949be8f07de2c5dd364d133a9,False,0,337,173,164,27,2813,1437,1376,27
CHEMBL1914276,KCNJ2,SEQ:5273734e985e4411938cd0c003f7a41812701c66824eec43a4270f95cb2acbc8,False,0,0,0,0,0,20,0,20,0
CHEMBL1918,GRIK1,SEQ:00db91b4578ef5aae6a919976e58dcdc9cd9ca77a912f999f0aa62c9cacee3c0,False,0,54,32,22,0,97,33,64,0
CHEMBL1919,CACNA2D1,SEQ:e03d2e2ed78aa1bafd41b89899496ec841b53734dee0bf878a1743bb56279654,False,0,194,190,4,0,294,280,14,0
CHEMBL1927,TXNRD1,SEQ:63fb88d51865ca1fa791eef9900e8427c18a26134c89a4066fbaec1b10829c45,False,0,1,0,1,0,52,43,9,0
CHEMBL1929,XDH,SEQ:ac8a99218b7d0124307d89d41cee6bdb225105c8c24eae60ef2be8577b84c3a3,True,3,52,22,30,20,594,316,278,20
CHEMBL1930,VKORC1,SEQ:f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,False,0,4,0,4,0,16,9,7,0
CHEMBL1935,ALDH2,SEQ:c6dc987207be93233446f3947fccc4d81639830021577c917834d80f57fd44dd,True,2,39,3,36,35,152,78,74,35
CHEMBL1936,KIT,SEQ:7b430dd4888d7410e8d65d331b8bd4f5bd9abd4f3a9290f2a93f37b0ed495c5c,True,1,689,483,206,116,2773,2365,408,116
CHEMBL1937,HDAC2,SEQ:955979c609c58538ca00aee39b91bfe3f7988d4c5d7ac63d68ced1c874449011,True,3,145,121,24,8,2161,1599,562,8
CHEMBL1938222,PIKFYVE,SEQ:da3b17f4cd227b0ca94d4dcdc252f3ec7e7969b638b367ebf09dd8d7577263ea,False,0,135,18,117,86,321,191,130,86
CHEMBL1944,MME,SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,True,10,318,300,18,8,462,423,39,8
CHEMBL1947,THRB,SEQ:94438bfcc4ab0fe4309b0436589d66e5d9aa4804cf0e4c4c7d2745ad7dabbaf4,True,2,86,84,2,1,479,343,136,1
CHEMBL1951,MAOA,SEQ:92962676f214e5a64a684dcb0daea96f595b5c4ccf2e8db1315ae9d36623e43b,False,0,481,180,301,76,3156,761,2395,76
CHEMBL1952,TYMS,SEQ:d4978a79f2cd2a7fa529c8632ede803a9632661f71146ce517d787c3dc5aebdd,True,3,152,92,60,1,325,196,129,1
CHEMBL1957,IGF1R,SEQ:e11a8ca0d0d551f3fa704c31f4d0af57361c9d19d838a54bdd6b63528cbb7a1e,True,1,352,48,304,285,2266,1656,610,285
CHEMBL1962,GABRA1,SEQ:b7c5362c168b0a1efb482e33444363f383ebfedc7cbf97406491bbca73a78b70,False,0,242,234,8,0,290,277,13,0
CHEMBL1964,KCND3,SEQ:7ed37e7b0bd23b2e4067bbae94ccbcdfecf8992873fa005a302b8c23521f0a5c,False,0,0,0,0,0,20,0,20,0
CHEMBL1966,DHODH,SEQ:e3d665dad3dbf6901bc5aeccd28ef9d87f5be7797ab459a04aa59f95824cf051,False,0,203,119,84,2,1935,1309,626,2
CHEMBL1969,TH,SEQ:7842020d78ef36d2f31b7f9d468cc6729f9b16037e1b06f28adea4f7b1bfc2fb,False,0,0,0,0,0,0,0,0,0
CHEMBL1972,GRIN2A,SEQ:1e865dd08ec23cfb4ba716c63359e383fb948aa26261eeb5a0f9d7462536db0f,False,0,18,7,11,1,367,104,263,1
CHEMBL1973,TYR,SEQ:462c157a4444fcbfb9ba57b67f342db52b80887f3370f552ba8e2109caa035e2,False,0,17,3,14,0,146,28,118,0
CHEMBL1974,FLT3,SEQ:68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,True,5,485,242,243,229,3064,2102,962,229
CHEMBL1977,VDR,SEQ:535363783c0c533c3a927c0ad3ef395e2a62e8f7b3fbe3ece2c45a98e2b59b25,True,2,38,1,37,33,332,116,216,33
CHEMBL1978,CYP19A1,SEQ:a3095681f690b2ae6282a9116df5485f601548b49602ebf94ef3c4eff4d99b55,True,2,279,248,31,5,1810,1297,513,5
CHEMBL1980,SCN5A,SEQ:3b1719ba4947964cb94b865175fff405120a047e44643495f0965aa8178f7f49,False,0,3,3,0,0,2072,621,1451,0
CHEMBL1981,INSR,SEQ:90397a156f87a91b9bb1e01e97437e9f353b3b37025d48c3c0efdf77fe4ccaf8,True,1,315,12,303,288,1321,709,612,288
CHEMBL1989,DPEP1,SEQ:05d60a6f764021e918cb82ec1f692b68d8c8f288fcec0a06b353b54f82973e02,False,0,0,0,0,0,21,10,11,0
CHEMBL1991,IKBKB,SEQ:22705f55903aa2007eb23dc3b4909f6525a7ab6303fb968f9a8f156a8b5d15f3,False,0,185,12,173,100,1351,921,430,100
CHEMBL1993,DNMT1,SEQ:fc574e32e4a88543e8f5373b656b0b1999faaac2fec70fcdbe637f375aa2f65a,True,1,9,6,3,2,653,497,156,2
CHEMBL1994,NR3C2,SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,True,10,130,114,16,2,584,496,88,2
CHEMBL1997,SLC29A1,SEQ:49bca4bf056d239c66207751c15e2f1bf5c5f810a8685932c00ef588360f46ae,False,0,119,118,1,0,143,129,14,0
CHEMBL1998,SV2A,SEQ:c5d9213c34bf5df524998185d5e67ff22d9413864b0dbf5f6b446919ba2204e9,False,0,0,0,0,0,0,0,0,0
CHEMBL2000,KLKB1,SEQ:4f30314865693bc9810ba484ea21699089d5bbcd2d4c75461668db8c9468bbf4,False,0,887,828,59,9,3300,2937,363,9
CHEMBL2003,RARG,SEQ:20d95bbd7219ed692991fc802f5ec153736cebcc544b1d5f94408f674165e914,False,0,90,72,18,8,224,160,64,8
CHEMBL2007,PDGFRA,SEQ:96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682,True,3,269,140,129,100,902,606,296,100
CHEMBL2007625,IDH1,SEQ:5c99fe8bf1991cd76f6c3552589adbbf6067dea9f85a4be30a041aed43113415,False,0,44,12,32,0,408,269,139,0
CHEMBL2008,RARB,SEQ:73c83ae388f8feb7c4dc79ffcbcd63aebac2d46b63bf76339a088ecdf3e67bc5,True,2,87,71,16,9,210,175,35,9
CHEMBL2012,GGCX,SEQ:d470ce9e5cd48738569283710aac2d2c179cb6ca14c10de393aa380d06b4d0ee,False,0,0,0,0,0,0,0,0,0
CHEMBL2019,DIO1,SEQ:ef5a49ff0a8ce2699162595f67025d2bcaef0689dc49f83401c7b5aecc30d912,False,0,0,0,0,0,0,0,0,0
CHEMBL202,DHFR,SEQ:f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,True,7,184,136,48,0,825,515,310,0
CHEMBL2023,COMT,SEQ:fc502f28a5134139f882e1cd5f20b4d641ea2c1f06edf89614d705d32c7fe408,True,3,17,12,5,0,134,106,28,0
CHEMBL203,EGFR,SEQ:dbb4583267ad40a7dfd854ee3c44ce4be38e137d0570e3eb76cf1854a74e7246,False,0,470,173,297,265,9046,6738,2308,265
CHEMBL2033,CYP11A1,SEQ:a97380fe4bf1f95f9d7ca044c8c320981c944c020311ffe61542426c78221856,False,0,0,0,0,0,1,0,1,0
CHEMBL2034,NR3C1,SEQ:c1fd6a3590b53159505eb6b17dec8d5d5f5e8fbe40b0c075bea4b0b518dcca11,True,4,714,642,72,49,2323,2084,239,49
CHEMBL2039,MAOB,SEQ:5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,True,7,406,203,203,31,4096,2083,2013,31
CHEMBL204,F2,SEQ:351664067c22d7e6a071e811ddb3b5759e91101e0c46d4454fc61ce4bca10fa2,False,0,1755,1154,601,25,3474,1867,1607,25
CHEMBL2041,RET,SEQ:10ec8a9e8316e42cd33c02e147ccc5d057ce4ecac76498c455a230ec4485d6be,True,2,296,70,226,211,3482,3092,390,211
CHEMBL2044,ABAT,SEQ:54b8ff6cb53707afb9a9b02349f5a054c83ecbaa7c35613a520a7ffa5f12a384,False,0,5,1,4,0,10,1,9,0
CHEMBL2046267,ANO1,SEQ:67d0180c2237bd5632e91bb92196fa42a3c92129e8c6b900363df248cd1368e0,False,0,1,0,1,1,189,119,70,1
CHEMBL2047,NR1H4,SEQ:450a21105b740fd60df57b1fa1f127cbbcfe9167e01cd5ddd638d7d55c4c53e5,False,0,33,2,31,29,2517,2142,375,29
CHEMBL205,CA2,SEQ:e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,True,6,6425,5271,1154,14,6844,5571,1273,14
CHEMBL2055,RARA,SEQ:8004a1c9c217fe6012b36949fb19437e9570870715c656d08f9b5e16ac29a282,False,0,94,67,27,17,206,138,68,17
CHEMBL206,ESR1,SEQ:59afaf3c8774c9cec06a003e9fa0d1fb1da47637c45ea570236e0ca79b5a0a44,True,3,519,351,168,57,3275,2499,776,57
CHEMBL2061,RXRA,SEQ:8e243e32883cfc5ef70c61b40fccb9f5c9241e4ff31f0797437cd643f82d9740,False,0,116,87,29,17,996,798,198,17
CHEMBL2063,UGCG,SEQ:3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,True,5,7,0,7,7,361,345,16,7
CHEMBL2068,EPHA2,SEQ:29416c9490a3c35fa69a9086f09fb7c75915d5d7467cb594e5b517e8fa9f344f,False,0,380,85,295,280,852,465,387,280
CHEMBL2072,SCN4A,SEQ:d4b6667304f841b9798dc5b85e5de6e0aa708b3efbb34e8b63c4acc6c14b1420,False,0,7,2,5,0,143,81,62,0
CHEMBL2073,YES1,SEQ:346cb787e598f5e4716e72b52876c6d754b1a6dab9ed0f94e7677f3b5738d813,True,1,303,36,267,260,459,156,303,260
CHEMBL2074,MGAM,SEQ:be19ce51c4f3249082c6b7afdfafccaeace5a2a13254f2238c619aeebf5300c4,False,0,11,7,4,1,137,29,108,1
CHEMBL208,PGR,SEQ:55af49dbd176eaddc736537238e00422c66a0de2d3ff6fb967010908ca36a64d,True,2,322,286,36,16,1016,873,143,16
CHEMBL2085,MIF,SEQ:6fcd7510546f6916475197b4cc685730be47749ee22261b24813a38c97516602,True,2,125,74,51,13,270,117,153,13
CHEMBL2118,AOC1,SEQ:3f536bf8d9a0d26399b1b95ed86e80aa89933eae3643f266d0eb8b65c5575c1e,False,0,6,4,2,0,34,10,24,0
CHEMBL2146302,GLS,SEQ:00054e79d2c1f21a1744d2060bc18390be7446bb9a9477d37dabba316f3ebfcb,False,0,9,8,1,1,1438,1261,177,1
CHEMBL2148,JAK3,SEQ:18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,True,3,913,787,126,88,5467,4473,994,88
CHEMBL215,ALOX5,SEQ:48dadd9917c0a709ac9463f4394ce35885b7791bd3cbd6398c60f27e34d6eab6,True,2,38,7,31,26,1420,916,504,26
CHEMBL2176771,CFD,SEQ:89b6935d8d5a99809a7ad4248ac8f8a498ab29e6b864ea77eb4d272755a2fd90,False,0,22,4,18,0,2323,2007,316,0
CHEMBL2179,GBA1,SEQ:38e97d50880fc5ed6f0b961be3eff31062d9e7c8ddaa271c5384bb59ca0ce846,True,2,131,89,42,4,388,226,162,4
CHEMBL2185,AURKB,SEQ:0f99982b545e61cc6fa4ca70be1e2f0f503d3e26f44fdb3067dd3c6905bb2788,False,0,420,147,273,248,1972,1373,599,248
CHEMBL2189110,EZH2,SEQ:4c4d28512cf712104d0b7374cb68ae9d3cf5d4f5d7e81c617fb0ad49332165f7,True,3,87,85,2,2,1123,1002,121,2
CHEMBL2189121,KRAS,SEQ:1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,False,0,41,20,21,0,280,210,70,0
CHEMBL220,ACHE,SEQ:b5e7ca71ef5af9ce9e3ffc10eebc77b2bb95d592400670484ee596f06be68e78,True,5,701,381,320,92,4305,2396,1909,92
CHEMBL2208,MAPKAPK2,SEQ:df15bebcbad0a9711a70ad11c6497f18e8780c41854a77dfe793b0be9164d90c,True,1,317,14,303,282,1222,613,609,282
CHEMBL2216739,CPT1B,SEQ:a93d8265b260ba945a147042f68980aeec2ea04e8b4588fbcc912da3ec27dc1e,False,0,0,0,0,0,6,1,5,0
CHEMBL222,SLC6A2,SEQ:7f69aba6b465001d13b7bd7589de4d14647de313773b2cdfa0446b095330ee08,False,0,1506,1115,391,253,2627,2099,528,253
CHEMBL2243,FAAH,SEQ:230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,True,10,207,194,13,1,1893,1369,524,1
CHEMBL2252,CTSC,SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,True,8,1,0,1,0,298,267,31,0
CHEMBL2276,MAPK8,SEQ:e21eccad4aa906413ff8b7fcb1a5b107b313731e4054371ff21c72b73ba7ed6f,True,4,361,54,307,288,1522,898,624,288
CHEMBL228,SLC6A4,SEQ:08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,False,0,2100,1644,456,294,3846,3138,708,294
CHEMBL2285,ADAMTS5,SEQ:c7f982aa0afa168f06fb22ba0d66abd196aa829ba1086730aeea6a759cb9c485,False,0,3,2,1,0,474,385,89,0
CHEMBL2292,DYRK1A,SEQ:ca8783b8053e1373c8358af24d59933449f4a63bbae1a5f44f9b3c81490c6c7f,True,1,440,110,330,289,3781,3103,678,289
CHEMBL230,PTGS2,SEQ:e68aee34450b6e76702b13eaa365d21b896beea374590ad39bfdd7e8d6c145a8,False,0,98,38,60,45,3316,1993,1323,45
CHEMBL2321613,KCNK3,SEQ:7960e9cf1aca3a128f8499714b480e1bfa7940bba066f62f5e848bf0671233b0,False,0,0,0,0,0,503,478,25,0
CHEMBL2321614,KCNK9,SEQ:450f49966564e0d2c6fd76f6e8ff87cdea199af3f851173d6695a04424f3f627,False,0,1,0,1,1,251,228,23,1
CHEMBL2321615,KCNK2,SEQ:438dc726c30d0ff5ba1dfed88531d0758ecfa43be6730b09dce8957af6ef8e39,False,0,0,0,0,0,101,66,35,0
CHEMBL2326,CA7,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,True,10,1158,1068,90,0,1159,1068,91,0
CHEMBL2331041,KCNK10,SEQ:87932b006a468d0082ca6d023f78fb2ddccafe498ce651b71fcda079d3627856,False,0,0,0,0,0,6,0,6,0
CHEMBL2331042,KCNK18,SEQ:f361d925fefd6f05b6b6744b27baa67387e3d878959303ad383b7ea97baa85e4,False,0,0,0,0,0,1,0,1,0
CHEMBL2331059,DHCR24,SEQ:ffa75f4fe09bf9ffc4f5b5d5b32a54d9d240a77390218f19626c6e2fe8f1d4d2,False,0,197,0,197,197,209,11,198,197
CHEMBL2331065,FTO,SEQ:022c267c8428b62788b29f05279a1243080b944a7d58045a0c103edd1af36027,False,0,7,3,4,0,275,162,113,0
CHEMBL2337,SLC6A9,SEQ:c942a402c587890f8ae3ac39a033212f5b4b109d0b4b26170e7294dbac3b5553,False,0,434,428,6,0,1097,1001,96,0
CHEMBL235,PPARG,SEQ:1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,True,4,412,210,202,151,2927,1936,991,151
CHEMBL2362986,ABCA1,SEQ:3136cc5cb28231272477a2bcc16add022b5fc6d26aa161cedaa8d3271e785d34,False,0,0,0,0,0,1,1,0,0
CHEMBL2362990,CPS1,SEQ:66622a82f290497bf9ea701076a942aa9e037bad7e6e5146f97a7133dfd22940,False,0,2,0,2,2,5,2,3,2
CHEMBL238,SLC6A3,SEQ:b94221f783eb87845713fd033590015677926a71ee9010789aeb11e63c50cbd0,False,0,1264,878,386,206,2401,1665,736,206
CHEMBL239,PPARA,SEQ:764ef6f778faca895ff91fffd4fa52f9d65cec8f985aed444769b03068e81c4b,False,0,196,67,129,109,2102,1198,904,109
CHEMBL240,KCNH2,SEQ:287332153da38b59cc1be9554cc3a29f14d3b9e2a33150b4d54137773b22d1f7,False,0,1003,366,637,54,7194,1722,5472,54
CHEMBL2409,EPHX2,SEQ:1c9241b56a619d629499ed1269bc3662f154bd72a3a25f047061c832e374af14,False,0,69,56,13,3,2122,1893,229,3
CHEMBL241,PDE3A,SEQ:5cc627f3bab4b5d0006257cb64797e8ae1bffa09b4726998f79b8e504c56e301,True,1,58,29,29,21,792,486,306,21
CHEMBL242,ESR2,SEQ:7f3d679eff5a0b39202fe2696e4b76106c26dd5b3df9d615e208dbdf4bc35724,True,2,395,256,139,23,1808,1297,511,23
CHEMBL2431,AKT2,SEQ:31df09ee54136584c9d22b78c72cb3401adeedaa4ef3491b7618f82c9f676527,False,0,329,16,313,291,1107,706,401,291
CHEMBL2435,PPP2CB,SEQ:2c059b5d887c76e8b9c0a49db785f10d0f81564a5167f42ec47ddc8ea3026781,False,0,0,0,0,0,0,0,0,0
CHEMBL2439,MPO,SEQ:60676beee4960e060cc78a55a5410118d39b40fbd63e1c600b9498427d1c4eb0,False,0,8,4,4,1,504,463,41,1
CHEMBL244,F10,SEQ:ea032885773058ac2c1adb9e98b95aa360b089ec83a35113d9152151e5f5e995,False,0,1999,1683,316,10,3425,2764,661,10
CHEMBL2476,KCNQ2,SEQ:a3002bf1c1ab1c7b8d77ea7745647f5608ecbf067ed3fa8b7bc7cda007846d13,False,0,0,0,0,0,67,39,28,0
CHEMBL248,ELANE,SEQ:d6b94d57bf52bc0af4eb1f2866d0175f26a7bd411b9720c512e1b7d133843602,False,0,575,465,110,31,1939,1597,342,31
CHEMBL2492,CHRNA7,SEQ:3d3fd12195f3efe1864680cfd15e17e255a74320c5605f79da077747b27e84c2,False,0,570,388,182,8,1070,746,324,8
CHEMBL2508,CDK6,SEQ:051fc4732e4921492421cda1544c298561f4d5e41751c6e73886e38ed9280207,False,0,193,9,184,183,926,712,214,183
CHEMBL2524,GLA,SEQ:a3757f6fbdeed39e8596df6cc5a20fd246063146afc4cbe937193a64fcc3e99e,False,0,5,2,3,0,22,4,18,0
CHEMBL2527,CHEK2,SEQ:e81f5dcd44302c3c277b4599449c71b5f2a7b3eb761bc2c584db236d9fbb8632,True,1,141,6,135,98,474,246,228,98
CHEMBL2534,PDPK1,SEQ:7a35c5b4006d9a7e80fc848a1691b4033874f87f578229f3fc6a0f98635b384b,False,0,166,17,149,88,1429,1125,304,88
CHEMBL258,LCK,SEQ:01b6c32eee0d173b181b1bb3926e78b1014c3c8a350003ef462b97fcad650063,True,4,377,96,281,259,1899,1086,813,259
CHEMBL2599,SYK,SEQ:52dacce1ddca9fd8fb4569f19a8d82ad0456ba36260370784d604d66e8b697b2,False,0,336,43,293,284,4140,3642,498,284
CHEMBL260,MAPK14,SEQ:539a4d890afc072187b18b4a970c82df0c180f5a8e93ab2442dbfe99c0aec049,False,0,650,299,351,285,4272,3389,883,285
CHEMBL2608,GAA,SEQ:70dda9e7bae131bb456a3b38859dd051dafc31855b16c33df9289fc7c396099b,False,0,36,14,22,10,112,22,90,10
CHEMBL261,CA1,SEQ:5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,True,4,5041,3686,1355,2,5171,3738,1433,2
CHEMBL262,GSK3B,SEQ:2ca842f3e7a01314833c340d495dc171c89dca6271a7cf89edb90e6194b06fa3,True,4,484,156,328,287,4349,2021,2328,287
CHEMBL2637,MAPK10,SEQ:808152c23dd7903f79cd211e69be307502872a8319329ebfdb49ad3c6d25ad55,False,0,393,73,320,283,1581,829,752,283
CHEMBL267,SRC,SEQ:bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,True,1,559,205,354,292,3225,2128,1097,292
CHEMBL268,CTSK,SEQ:13aade37cfa34320dabd0a767557abf7f24021728a2bdf4e9e605a99b86a70b2,False,0,453,323,130,10,1372,1070,302,10
CHEMBL2689,MST1R,SEQ:223384aa416b5e9b85eba0bd82b798c35b38f8ae4325c35ff46c78dbac5325ed,False,0,298,13,285,274,407,95,312,274
CHEMBL2695,PTK2,SEQ:673a5ff1e9eb71e9f4ce597ab556006ebebba414fa71bbe2287e813bbd3ddf7e,True,2,393,83,310,276,2279,1680,599,276
CHEMBL2706,PTPRB,SEQ:d21db1e4df818384f2c9357ac27257fff3f091e740b2823da319c1b572a51e39,False,0,9,2,7,0,159,126,33,0
CHEMBL2722,CYP11B2,SEQ:223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,True,7,0,0,0,0,1877,1857,20,0
CHEMBL2742,FGFR3,SEQ:9c4089da85ef3c06dde2c14def7afc4a2e1452947ca9abf34025f90a101db770,False,0,335,202,133,107,2321,2012,309,107
CHEMBL2755,GSR,SEQ:814d7e6114e40802ecf4cea971d5d98de724ce7451f094ffdee525c1371e301c,False,0,23,1,22,2,136,9,127,2
CHEMBL2778,SLC10A2,SEQ:314374051a4251883f154b5aa9b4a54ee7ad5d2fa3047b6c8dedf6a65f48abbf,False,0,18,3,15,3,154,95,59,3
CHEMBL2782,SOAT1,SEQ:5e20157298f92ee27a802e24a197e856d15db127bc8ac7d4660b4407ebe43b0e,False,0,0,0,0,0,316,130,186,0
CHEMBL279,KDR,SEQ:fc7e217443f8e66fc4af3971109e40c570f998fb293d1bf4f799cffcc127e76b,True,2,529,292,237,134,8277,6692,1585,134
CHEMBL280,MMP13,SEQ:5ae8fa403b7a6a5166305caad46d6b2b661dd0cc41344f282175ed24eb3781f0,False,0,202,194,8,7,1692,1421,271,7
CHEMBL2808,NR1H3,SEQ:930ebc290600ab8f12f93fc9a88f07aafbd39ee68720b02c19e357865ad59626,False,0,82,44,38,38,692,449,243,38
CHEMBL2815,NTRK1,SEQ:c17cbbd68c27235daefe2b9862da81fedd3a349c2589358be6a4b8f13cd12b63,True,2,328,69,259,243,3481,3091,390,243
CHEMBL2820,F11,SEQ:31d4d2f5301bb477b0b173ab4a9959776cb9d1398d429b828bf6de5396a44a36,False,0,1231,1158,73,1,2904,2399,505,1
CHEMBL2821,F12,SEQ:4f4d7a2fa9173996aa1493243c8853c00cc8f0653abfeab8bd0de60114577129,True,2,143,94,49,0,1345,549,796,0
CHEMBL283,MMP3,SEQ:bc389b758c19f1d32f942839e8c94698ba1429dad6237bc90f8198b164cff6d2,True,2,220,163,57,10,918,565,353,10
CHEMBL2835,JAK1,SEQ:1c6644344a12e467bac221d095a23fc2da3d2eb868d6085259979d4b76029cba,True,1,2458,2161,297,271,9069,8412,657,271
CHEMBL284,DPP4,SEQ:272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,True,3,456,387,69,28,3187,2483,704,28
CHEMBL2842,MTOR,SEQ:14c12f3038e6dde2d28b78c0961e52dae3040876f6c8e2ce7208899bca679c80,False,0,657,459,198,92,3948,3136,812,92
CHEMBL2850,GSK3A,SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,True,5,322,32,290,267,1628,1122,506,267
CHEMBL286,REN,SEQ:fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,True,10,33,26,7,3,1004,918,86,3
CHEMBL2872,MAP3K9,SEQ:6d5dc046360ddf30d8e647741d3fcf83873c4b533f6da6801cfe749d7921d896,False,0,138,9,129,93,227,79,148,93
CHEMBL2873,MAP3K10,SEQ:2217216aa2f83359a0dbae70c3ab138e4f03b64cfd6a0b079049ecf160f72e3a,False,0,135,4,131,89,155,18,137,89
CHEMBL288,PDE4D,SEQ:b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,True,3,102,53,49,27,1887,1508,379,27
CHEMBL2954,CTSS,SEQ:acd1c3790427993ba8eea8553653c4d23fb6fe8590d065f65035e0aab0301c0a,False,0,491,430,61,6,1805,1557,248,6
CHEMBL2959,ITK,SEQ:33e035b87b94c840395554b01f49e9c988594ecea98632b70b107be32d538bc4,False,0,286,133,153,101,1404,1148,256,101
CHEMBL2964,MAP2K2,SEQ:679986c39e4cb9599dc08211bd0f7b4941586aff6eabbf20148fcc35d02c21f4,False,0,300,25,275,266,320,31,289,266
CHEMBL2971,JAK2,SEQ:21017319c2c8714bf0b97157e13f2184664d2d13b899b37276195af86ca0720a,True,3,2554,2302,252,142,10094,9220,874,142
CHEMBL2973,ROCK2,SEQ:2674aa9015e37da743be74d67bce80b3cb35df6161e9182af9b87d25cb645d52,True,2,586,288,298,271,4607,3944,663,271
CHEMBL2998,P2RX3,SEQ:0ade5cb5055eb17bde6b4f539f3f72f19246f20d8d5ee17be1f1cfac3fba4f44,False,0,6,3,3,2,4282,4239,43,2
CHEMBL3004,ABCC1,SEQ:e6d2ca75ad62139dc7684b05ef50eb7e6732950e26a0bb3b5a309286f342c4cf,False,0,87,6,81,79,525,215,310,79
CHEMBL3009,ERBB4,SEQ:1d456f9470d2ff57ac97450faa7588aef382adc7eff33d54259187c71584d11a,False,0,138,15,123,92,332,165,167,92
CHEMBL301,CDK2,SEQ:fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d,False,0,576,134,442,276,2082,1059,1023,276
CHEMBL3023,SPHK2,SEQ:440707fe07775ac5a8e888c6aef2878f3c2bec58efef7110ba796ec2f53694b0,False,0,55,25,30,0,199,106,93,0
CHEMBL3024,PLK1,SEQ:03bfae282c699ad0b358e53c924c5fc3b921d43eccfec4f32b71a4382263a1f4,False,0,306,44,262,206,1392,644,748,206
CHEMBL3026,GABRA3,SEQ:0f3d4a587055bb5b934e059d9d3bd38f783a3ae09a8821792d023b48cf4621ae,False,0,84,79,5,0,99,94,5,0
CHEMBL3028,EGLN2,SEQ:337ff1ca94c9724ace872091c611e5bd2915db6f5f5967f4e596a0bee4a3695e,False,0,0,0,0,0,432,369,63,0
CHEMBL3045,PRKCB,SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,True,6,401,191,210,208,607,351,256,208
CHEMBL3055,CDK7,SEQ:2a5c3173293b02025db072c77174be6a288eb4a6f97c0af6a9f7c8fe8ab5d3a2,False,0,361,80,281,261,658,291,367,261
CHEMBL3076,PAH,SEQ:82a10d76551a9414922a5d44292c93f21c722864c4991c2e42886d4fd0cd8353,False,0,0,0,0,0,1,1,0,0
CHEMBL308,CDK1,SEQ:1abdf9f5fe8a5ce4b11f9b7b9cbbd0bc1697da6c82615add5f03f1f0cb3a0cbf,False,0,235,37,198,183,1344,623,721,183
CHEMBL3094,MAPKAPK5,SEQ:528542a10fef0b8a0f93112ede0727889adc00b81a2b3f9391b82d79d775531a,False,0,303,2,301,278,371,21,350,278
CHEMBL3105,PARP1,SEQ:0ca26b54f0c45d0135ce37c885e5d97403dfe1e0e8b7752d3773a6b8966fa1a9,False,0,210,192,18,11,2021,1807,214,11
CHEMBL3106,TYMP,SEQ:9d7c09e39a68cce1de0ca98909ddcf23cd3c3d699234d5b7b01317a13a663af3,False,0,21,9,12,0,100,16,84,0
CHEMBL3116,CDK9,SEQ:2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,True,2,322,36,286,266,1536,1163,373,266
CHEMBL3117,CHKA,SEQ:33693b303138ed8342c492fd4e8eb7ef52dbb288038c72355590e4c266128662,False,0,25,14,11,0,138,62,76,0
CHEMBL3119,TRPV4,SEQ:001c5d2b571d4e8910b9409e8aaffc73b1ebe78a6b944bc951a7b21717ea1499,False,0,45,43,2,2,438,382,56,2
CHEMBL3130,PIK3CD,SEQ:f3c1cbb6ec13c808a714f03f6f44fd482c327deaa69ee5845ebf9affa4afbbed,False,0,439,301,138,85,7687,6818,869,85
