ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,assay_lane,pair_pocket_evidence_source,pocket_evidence_tier,conplex_score,conplex_rank_within_target,conplex_percentile_within_target,drugclip_cosine_mean,drugclip_rank_within_target,drugclip_percentile_within_target,receptor_protocol_status,redock_status,conplex_rank_within_ligand_384,conplex_percentile_within_ligand_384,drugclip_rank_within_ligand_382,drugclip_percentile_within_ligand_382,dta_bidirectional_top10pct_concordant_384,is_any_frozen_known_relationship,pair_novelty_class_384,target_route_family,unified_target_route,gnina_target_qualification,pairId,mainline_boltz_completed,mainline_gnina_completed,gnina_remote_model_required,boltz_remote_model_required,gnina_increment_required,boltz_increment_required,max_tanimoto_to_target_measured_positive,murcko_scaffold,measured_positive_reference_count,novelty_lane,dta_priority_score_384,incremental_queue_rank,incremental_target_rank,selection_reason,hard_gate_policy,planned_model_runs,current_target_route,current_target_state,current_target_qualification_strength,boltz_target_qualification,development_positive_q25,development_positive_median,development_negative_q90,development_negative_q95,development_negative_q99,novelty_class,boltz_discovery_route,boltz_use_policy,in_current_gnina_7511,externalQueueRank,drugId,drug,target,canonicalSmiles,knownDrugTargetPair,yamlFile,yamlPath,yamlSha256,inputSignatureSha256,inputSignatureVersion,templateStructurePath,templateStructureSha256,pocketContactCount,proteinTotalResidues,sequenceCropApplied,boltzCompleted,boltzStem,boltzConfidencePath,boltzAffinityPath,boltzCifPath,boltzAffinityProbabilityBinary,boltzAffinityPredValue,boltzConfidenceScore,boltzLigandIptm,boltzComplexIplddt,boltzComplexPlddt,boltz_evidence_tier,boltz_evidence_reason,boltz_score_interpretation,may_enter_binding_priority,pair_evidence_lane,pair_evidence_lane_zh
QADPYRIHXKWUSV-UHFFFAOYSA-N,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,infigratinib,UNII:A4055ME1VK,CHEMBL1841,FYN,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.3226895,12.0,0.984701,0.41423607,12.0,0.984701,FROZEN_PASS,PASS,17.0,0.95822453,22.0,0.9448819,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841,False,False,False,True,False,True,0.3369565217391304,O=C(Nc1ccccc1)Nc1cc(Nc2ccc(N3CCNCC3)cc2)ncn1,83,N3_REMOTE,1.06150799,44,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.8038113415241241,0.8641716837882996,0.7407899498939514,0.7832596004009247,0.785449641942978,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,1,UNII:A4055ME1VK,infigratinib,FYN,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,False,adaptive_multiseed_00001_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_multiseed/inputs/adaptive_multiseed_00001_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841.yaml,0eedb60efa588919c2b1824be5a6fe9f2543091d3a1ba381c7666e25e55a0afd,814a9d349c30fdfe9463e5ce61a124c527b5abacdb8dbbfa9ec64858ab6ae43a,boltz2_adaptive_multiseed_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL1841_protein_template.cif,22196a0880bf54f75355c79df1a2ab88fb8058190abfa57de986455088d8317c,26,262,False,True,unified_increment_00044_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0004/boltz_results_batch_0004/predictions/unified_increment_00044_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841/confidence_unified_increment_00044_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841_model_0.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0004/boltz_results_batch_0004/predictions/unified_increment_00044_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841/affinity_unified_increment_00044_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0004/boltz_results_batch_0004/predictions/unified_increment_00044_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841/unified_increment_00044_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841_model_0.cif,0.8127330541610718,-0.8112863302230835,0.936745584011078,0.9700161814689636,0.9150778651237488,0.9284279346466064,BOLTZ_STRUCTURE_B,above target negative q95 and positive q25 with ligand iPTM >= 0.35,target-internal model evidence only; not cross-target probability or measured affinity,True,ADAPTIVE_BOLTZ_SUPPORTED,自适应队列Boltz局部支持
LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,spironolactone,UNII:27O7W4T232,CHEMBL2034,NR3C1,NUCLEAR_EPIGENETIC_DOMAIN,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.6766229,13.0,0.98331016,0.35059643,63.0,0.9137691,FROZEN_PASS,PASS,3.0,0.9947781,17.0,0.95800525,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034,False,False,False,True,False,True,0.3289473684210526,O=C1C=C2CC[C@@H]3[C@H](CCC4[C@H]3CC[C@@]43CCC(=O)O3)C2CC1,1553,N3_REMOTE,1.0827179025000002,22,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.4086250513792038,0.4589236974716186,0.57491335272789,0.592891126871109,0.6172118961811065,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,2,UNII:27O7W4T232,spironolactone,NR3C1,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,False,adaptive_multiseed_00002_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_multiseed/inputs/adaptive_multiseed_00002_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034.yaml,f52f80403697b45c101077bc0ed08c9ffc0b907e8b63ec8c1dddf55c3c8b6958,b63978e794e5e56e17401e2126ddeff7deb4a47988da7c6d36a8c80e19225c1e,boltz2_adaptive_multiseed_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL2034_protein_template.cif,c9db215bb79a20d8e302c0cc2ddb03d11f5376eec8da22047b0df59b0aa2bd5e,37,252,False,True,unified_increment_00022_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0002/boltz_results_batch_0002/predictions/unified_increment_00022_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034/confidence_unified_increment_00022_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034_model_0.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0002/boltz_results_batch_0002/predictions/unified_increment_00022_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034/affinity_unified_increment_00022_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0002/boltz_results_batch_0002/predictions/unified_increment_00022_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034/unified_increment_00022_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034_model_0.cif,0.6535484194755554,0.2226308584213256,0.9437627792358398,0.9493442177772522,0.905726969242096,0.9423673748970032,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,ADAPTIVE_BOLTZ_SUPPORTED,自适应队列Boltz局部支持
GMRQFYUYWCNGIN-NKMMMXOESA-N,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,calcitriol,UNII:FXC9231JVH,CHEMBL2034,NR3C1,NUCLEAR_EPIGENETIC_DOMAIN,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.4804974,28.0,0.9624478,0.388355,45.0,0.9388039,FROZEN_PASS,PASS,12.0,0.9712794,6.0,0.98687667,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034,False,False,False,True,False,True,0.1894736842105263,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12,1553,N3_REMOTE,1.076870135,30,3,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.4086250513792038,0.4589236974716186,0.57491335272789,0.592891126871109,0.6172118961811065,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,3,UNII:FXC9231JVH,calcitriol,NR3C1,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,False,adaptive_multiseed_00003_GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_multiseed/inputs/adaptive_multiseed_00003_GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034.yaml,bf554c2045e7b7961f53d0f3809955331f43588df5df4d70d075b719cbb3e82d,860d0dc7d5f710b3a8d23fd993581cd5b45c84b36c726ecc37f9a65b5fada2d8,boltz2_adaptive_multiseed_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL2034_protein_template.cif,c9db215bb79a20d8e302c0cc2ddb03d11f5376eec8da22047b0df59b0aa2bd5e,37,252,False,True,unified_increment_00030_GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/unified_increment_00030_GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034/confidence_unified_increment_00030_GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034_model_0.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/unified_increment_00030_GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034/affinity_unified_increment_00030_GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/unified_increment_00030_GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034/unified_increment_00030_GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034_model_0.cif,0.735520601272583,-0.6514402627944946,0.9121417999267578,0.9276553988456726,0.8179082274436951,0.908263385295868,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,ADAPTIVE_BOLTZ_SUPPORTED,自适应队列Boltz局部支持
XYFPWWZEPKGCCK-GOSISDBHSA-N,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ibrutinib,UNII:1X70OSD4VX,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.33529407,39.0,0.9471488,0.31419027,63.0,0.9137691,FROZEN_PASS,PASS,4.0,0.9921671,3.0,0.9947507,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041,False,False,False,True,False,True,0.4691358024691358,c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc1,3004,N2_SCAFFOLD_HOP,1.082204325,23,7,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.6924585998058319,0.7889631688594818,0.6777124404907227,0.7237622439861298,0.8325291097164154,N2_SCAFFOLD_HOP,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,4,UNII:1X70OSD4VX,ibrutinib,RET,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,False,adaptive_multiseed_00004_XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_multiseed/inputs/adaptive_multiseed_00004_XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041.yaml,b2d4d79344633273cd63c9b53a7435c7524ec5da1baaed9fbc4dcf27627dc155,79f4a4390e4df81bc0a710db3aafcfb289cf3c300ccef63271a4b350e0c0d5e0,boltz2_adaptive_multiseed_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL2041_protein_template.cif,144d222e456a021703ed59bc27c85f9a7911f5d62511fe1b82a35e3e83b78b42,28,288,False,True,unified_increment_00023_XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0002/boltz_results_batch_0002/predictions/unified_increment_00023_XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041/confidence_unified_increment_00023_XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041_model_0.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0002/boltz_results_batch_0002/predictions/unified_increment_00023_XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041/affinity_unified_increment_00023_XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0002/boltz_results_batch_0002/predictions/unified_increment_00023_XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041/unified_increment_00023_XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041_model_0.cif,0.7223858833312988,-0.8546410799026489,0.9450648427009584,0.9715283513069152,0.9286873936653136,0.9384489059448242,BOLTZ_STRUCTURE_C,above target negative q90 but below A/B requirements,target-internal model evidence only; not cross-target probability or measured affinity,True,ADAPTIVE_BOLTZ_SUPPORTED,自适应队列Boltz局部支持
UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,bosutinib,UNII:5018V4AEZ0,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.49585927,21.0,0.9721836,0.3852209,36.0,0.9513213,FROZEN_PASS,PASS,17.0,0.95822453,5.0,0.9895013,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.4457831325301205,c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1,3004,N2_SCAFFOLD_HOP,1.0773526825000002,28,9,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.6924585998058319,0.7889631688594818,0.6777124404907227,0.7237622439861298,0.8325291097164154,N2_SCAFFOLD_HOP,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,5,UNII:5018V4AEZ0,bosutinib,RET,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,False,adaptive_multiseed_00005_UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_multiseed/inputs/adaptive_multiseed_00005_UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041.yaml,0c3027f3b27fd05ec52b10e4acf9809a0a106bbbdf5fd02dcf25b14f1aea65a5,b14ace61e77fe9107bd913cb42986c6d9694fc9c157f758d4312445042d3fe39,boltz2_adaptive_multiseed_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL2041_protein_template.cif,144d222e456a021703ed59bc27c85f9a7911f5d62511fe1b82a35e3e83b78b42,28,288,False,True,unified_increment_00028_UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0002/boltz_results_batch_0002/predictions/unified_increment_00028_UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041/confidence_unified_increment_00028_UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041_model_0.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0002/boltz_results_batch_0002/predictions/unified_increment_00028_UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041/affinity_unified_increment_00028_UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0002/boltz_results_batch_0002/predictions/unified_increment_00028_UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041/unified_increment_00028_UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041_model_0.cif,0.8255792260169983,-1.5187963247299194,0.9479843378067015,0.972642719745636,0.9264890551567078,0.9418197274208068,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,ADAPTIVE_BOLTZ_SUPPORTED,自适应队列Boltz局部支持
QADPYRIHXKWUSV-UHFFFAOYSA-N,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,infigratinib,UNII:A4055ME1VK,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.647358,13.0,0.98331016,0.54221994,3.0,0.9972184,FROZEN_PASS,PASS,4.0,0.9921671,6.0,0.98687667,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.3369565217391304,O=C(Nc1ccccc1)Nc1cc(Nc2ccc(N3CCNCC3)cc2)ncn1,3004,N3_REMOTE,1.0921073175,4,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.6924585998058319,0.7889631688594818,0.6777124404907227,0.7237622439861298,0.8325291097164154,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,6,UNII:A4055ME1VK,infigratinib,RET,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,False,adaptive_multiseed_00006_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_multiseed/inputs/adaptive_multiseed_00006_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041.yaml,dd47ce58e80612a45be3b2978c7b932814f5ff3e86105a4191959f50f0adfe59,0c99d499876a6b14086d63c2223a6c3d37f25448904043b8ba4864fa397f421d,boltz2_adaptive_multiseed_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL2041_protein_template.cif,144d222e456a021703ed59bc27c85f9a7911f5d62511fe1b82a35e3e83b78b42,28,288,False,True,unified_increment_00004_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0001/boltz_results_batch_0001/predictions/unified_increment_00004_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041/confidence_unified_increment_00004_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041_model_0.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0001/boltz_results_batch_0001/predictions/unified_increment_00004_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041/affinity_unified_increment_00004_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041.json,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_screen_run/batch_runs/batch_0001/boltz_results_batch_0001/predictions/unified_increment_00004_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041/unified_increment_00004_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041_model_0.cif,0.90437912940979,-2.0544204711914062,0.9507207870483398,0.972212255001068,0.9359121322631836,0.9453479051589966,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,ADAPTIVE_BOLTZ_SUPPORTED,自适应队列Boltz局部支持
