pair_id,target_chembl_id,gene_symbol,drug_names,ligand_inchikey,models_completed,median_ligand_iptm,min_ligand_iptm,max_ligand_iptm,median_complex_iplddt,min_complex_iplddt,max_complex_iplddt,median_pocket_aligned_ligand_rmsd_A,max_pocket_aligned_ligand_rmsd_A,median_contact_jaccard,min_contact_jaccard,median_pocket_residue_contact_count_5A,affinity_pred_value,affinity_probability_binary,passes_complex_iplddt,passes_ligand_iptm,passes_pose_rmsd,passes_contact_jaccard,cofactor_complete,missing_structural_context,md_authorized,boltz_interpretation,next_action
LOXL2_tecovirimat_CSKDFZIMJXRJGH-VWLPUNTISA-N,CHEMBL3714029,LOXL2,tecovirimat,CSKDFZIMJXRJGH-VWLPUNTISA-N,5,0.5563793778419495,0.5425706505775452,0.6718525886535645,0.29507818818092346,0.29372620582580566,0.3052332401275635,8.479954372502736,10.304701132038506,0.13068181818181818,0.02,8.0,-0.7590621709823608,0.597564697265625,False,True,False,False,False,CU;LTQ_COVALENT_COFACTOR;EXPERIMENTAL_OR_VALIDATED_HOLO_TEMPLATE,False,MODERATE_INTERFACE_SIGNAL_BUT_LOW_COMPLEX_CONFIDENCE,EXPERIMENT_ONLY_NO_MD;REBUILD_WITH_CU_AND_LTQ_IF_STRUCTURAL_FOLLOWUP_NEEDED
LOXL2_tiotropium_LERNTVKEWCAPOY-DZZGSBJMSA-N,CHEMBL3714029,LOXL2,tiotropium,LERNTVKEWCAPOY-DZZGSBJMSA-N,5,0.47111082077026367,0.37822622060775757,0.6377648711204529,0.2915356457233429,0.2704666554927826,0.29520049691200256,8.93484771235693,14.215270027852716,0.07777777777777778,0.0,6.0,-0.795259952545166,0.29769447445869446,False,False,False,False,False,CU;LTQ_COVALENT_COFACTOR;EXPERIMENTAL_OR_VALIDATED_HOLO_TEMPLATE,False,WEAK_OR_UNSTABLE_INTERFACE_AND_LOW_COMPLEX_CONFIDENCE,EXPERIMENTAL_DEPRIORITIZATION;NO_MD
