drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,rank_720,evidence
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,211035,HGF,-10.496244,-8.050515,103,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LEBVLXFERQHONN-UHFFFAOYSA-N,bupivacaine,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,56498,HGF,-8.214053,-8.091895,104,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PCOBBVZJEWWZFR-UHFFFAOYSA-N,ezogabine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,69848,HGF,-7.2060394,-8.094199,105,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,41106,HGF,-7.5732274,-8.110741,106,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XZWYZXLIPXDOLR-UHFFFAOYSA-N,metformin,CN(C)C(=N)NC(=N)N,87976,HGF,-7.0786676,-8.188501,107,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
UFSKUSARDNFIRC-UHFFFAOYSA-N,lumacaftor,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,196977,HGF,-7.565575,-8.205947,108,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ZIAOVIPSKUPPQW-UHFFFAOYSA-N,doravirine,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,220362,HGF,-8.346979,-8.22989,109,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XHOLNRLADUSQLD-UHFFFAOYSA-N,betrixaban,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,146363,HGF,-9.017606,-8.343727,110,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WXXSNCNJFUAIDG-UHFFFAOYSA-N,riociguat,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,111014,HGF,-7.6594973,-8.391665,111,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,65772,HGF,-7.0513587,-8.4078665,112,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IQPSEEYGBUAQFF-UHFFFAOYSA-N,pantoprazole,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,156599,HGF,-7.8375487,-8.444322,113,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YBSJFWOBGCMAKL-UHFFFAOYSA-N,dabigatran etexilate,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,220269,HGF,-9.375889,-8.470096,114,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MCGSCOLBFJQGHM-SCZZXKLOSA-N,abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,257206,HGF,-7.5001693,-8.474178,115,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KBOPZPXVLCULAV-UHFFFAOYSA-N,balsalazide;mesalamine,Nc1ccc(O)c(C(=O)O)c1,255247,HGF,-7.640022,-8.51574,116,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
VFCRKLWBYMDAED-REWPJTCUSA-N,nirogacestat,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,61059,HGF,-8.982699,-8.528579,117,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,110303,HGF,-8.532488,-8.538845,118,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QQHMKNYGKVVGCZ-UHFFFAOYSA-N,tipiracil,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,240933,HGF,-7.7393837,-8.619643,119,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SGUAFYQXFOLMHL-UHFFFAOYSA-N,labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,39977,HGF,-7.4137444,-8.62088,120,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BLJRIMJGRPQVNF-JTQLQIEISA-N,timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,22722,HGF,-7.9209027,-8.654493,121,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QXWYKJLNLSIPIN-JGVFFNPUSA-N,droxidopa,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,252698,HGF,-7.928032,-8.696346,122,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
OEOLOEUAGSPDLT-UHFFFAOYSA-N,minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1OS(=O)(=O)[O-],254366,HGF,-7.3093762,-8.703771,123,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QTWZICCBKBYHDM-UHFFFAOYSA-N,methylene blue,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,92648,HGF,-8.118385,-8.718389,124,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ONIQOQHATWINJY-UHFFFAOYSA-N,cabozantinib,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,136103,HGF,-10.991614,-8.761166,125,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
AHYMHWXQRWRBKT-UHFFFAOYSA-N,tepotinib,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,97453,HGF,-14.918774,-8.77767,126,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
JWNPDZNEKVCWMY-VQHVLOKHSA-N,neratinib,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,73688,HGF,-11.275587,-8.887329,127,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,momelotinib,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,232296,HGF,-10.495724,-8.927565,128,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KRNAOFGYEFKHPB-ANJVHQHFSA-N,rimegepant,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,252637,HGF,-8.194534,-8.958925,129,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QZFHIXARHDBPBY-UHFFFAOYSA-N,vericiguat,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,111464,HGF,-8.368846,-8.967052,130,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RBTBFTRPCNLSDE-UHFFFAOYSA-N,methylene blue,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,92664,HGF,-8.084303,-9.010237,131,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,277588,HGF,-8.599641,-9.027777,132,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
UVSMNLNDYGZFPF-UHFFFAOYSA-N,pomalidomide,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,255732,HGF,-7.367771,-9.032379,133,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XYFPWWZEPKGCCK-GOSISDBHSA-N,ibrutinib,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,6489,HGF,-10.710424,-9.03957,134,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XIQVNETUBQGFHX-UHFFFAOYSA-N,oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,63327,HGF,-8.8695965,-9.073378,135,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QCZAWDGAVJMPTA-RNFRBKRXSA-N,vorasidenib,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,166198,HGF,-9.017847,-9.108815,136,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,169806,HGF,-8.056418,-9.168514,137,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MLYYVTUWGNIJIB-BXKDBHETSA-N,cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,215994,HGF,-7.9387827,-9.19212,138,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SNICXCGAKADSCV-JTQLQIEISA-N,nicotine polacrilex,CN1CCC[C@H]1c1cccnc1,98522,HGF,-8.58972,-9.215419,139,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,136562,HGF,-12.331984,-9.2507715,140,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DCOPUUMXTXDBNB-UHFFFAOYSA-N,diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,283764,HGF,-7.969828,-9.271259,141,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PYZRQGJRPPTADH-UHFFFAOYSA-N,lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,260451,HGF,-7.6546464,-9.318867,142,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PYGWGZALEOIKDF-UHFFFAOYSA-N,etravirine,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,183877,HGF,-9.190888,-9.323409,143,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,166587,HGF,-7.7164307,-9.344892,144,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
NQDJXKOVJZTUJA-UHFFFAOYSA-N,nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,205956,HGF,-8.319305,-9.37439,145,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
CXOFVDLJLONNDW-UHFFFAOYSA-N,fosphenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,292516,HGF,-8.276225,-9.39945,146,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,asenapine,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,101860,HGF,-10.4471855,-9.42625,147,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YTFHCXIPDIHOIA-DHZHZOJOSA-N,palovarotene,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,43332,HGF,-7.852651,-9.435197,148,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WOSKHXYHFSIKNG-UHFFFAOYSA-N,lenvatinib,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,136127,HGF,-11.224716,-9.44262,149,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8955,HGF,-10.918623,-9.449376,150,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XPOQHMRABVBWPR-ZDUSSCGKSA-N,efavirenz,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,294060,HGF,-8.588176,-9.471504,151,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
UEJJHQNACJXSKW-UHFFFAOYSA-N,thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,290410,HGF,-7.730836,-9.474291,152,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
NHHQJBCNYHBUSI-UHFFFAOYSA-N,fostamatinib,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,130409,HGF,-12.894856,-9.49527,153,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XGALLCVXEZPNRQ-UHFFFAOYSA-N,gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,136615,HGF,-11.294074,-9.496439,154,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QRPZBKAMSFHVRW-UHFFFAOYSA-N,fostemsavir,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,157050,HGF,-8.723337,-9.566349,155,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YASAKCUCGLMORW-UHFFFAOYSA-N,rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,93694,HGF,-8.72055,-9.575997,156,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ULXXDDBFHOBEHA-CWDCEQMOSA-N,afatinib,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,89185,HGF,-12.726689,-9.579728,157,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
JQSHBVHOMNKWFT-DTORHVGOSA-N,varenicline,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,309195,HGF,-8.263708,-9.622384,158,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GHILNKWBALQPDP-UHFFFAOYSA-N,paltusotine,N#Cc1cccc(-c2ccc3ncc(-c4cc(F)cc(F)c4)c(N4CCC(N)CC4)c3c2)c1O,237681,HGF,-9.068413,-9.624633,159,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KJFBVJALEQWJBS-XUXIUFHCSA-N,maribavir,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,34623,HGF,-9.726962,-9.642449,160,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SJZRECIVHVDYJC-UHFFFAOYSA-N,oxybate,O=C(O)CCCO,282513,HGF,-8.534366,-9.668243,161,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WPVFJKSGQUFQAP-GKAPJAKFSA-N,valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,36543,HGF,-8.250561,-9.670206,162,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BMGQWWVMWDBQGC-IIFHNQTCSA-N,midostaurin,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,121491,HGF,-15.650733,-9.701181,163,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SFNSLLSYNZWZQG-VQIMIIECSA-N,glasdegib,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,101335,HGF,-9.10626,-9.733456,164,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
VLCYCQAOQCDTCN-UHFFFAOYSA-N,eflornithine,NCCCC(N)(C(=O)O)C(F)F,247102,HGF,-8.803778,-9.749972,165,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QXWZQTURMXZVHJ-UHFFFAOYSA-N,selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,32697,HGF,-8.8993,-9.785001,166,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IDUYJRXRDSPPRC-NRFANRHFSA-N,oteseconazole,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,304487,HGF,-8.336381,-9.7984,167,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,248793,HGF,-8.775656,-9.807017,168,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LOMMPXLFBTZENJ-ZACQAIPSSA-N,belzutifan,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,163278,HGF,-9.254341,-9.831013,169,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
NBRBXGKOEOGLOI-UHFFFAOYSA-N,dasabuvir,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,122249,HGF,-10.199445,-9.85015,170,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MEZLKOACVSPNER-GFCCVEGCSA-N,selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,730,HGF,-9.90537,-9.861297,171,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,163010,HGF,-9.359115,-9.874709,172,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GKCBAIGFKIBETG-UHFFFAOYSA-N,tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,56907,HGF,-9.236101,-9.896454,173,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,241502,HGF,-8.583281,-9.897815,174,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BTBHLEZXCOBLCY-QGZVFWFLSA-N,finerenone,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,75572,HGF,-9.79222,-9.901078,175,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KWGRBVOPPLSCSI-WCBMZHEXSA-N,pseudoephedrine,CN[C@@H](C)[C@@H](O)c1ccccc1,107845,HGF,-10.046319,-9.948267,176,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GJPICJJJRGTNOD-UHFFFAOYSA-N,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,156338,HGF,-9.576054,-9.976279,177,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DWZAEMINVBZMHQ-UHFFFAOYSA-N,gedatolisib,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,89347,HGF,-9.394163,-10.05847,178,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,106466,HGF,-10.559583,-10.10459,179,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DYLUUSLLRIQKOE-UHFFFAOYSA-N,enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,26994,HGF,-9.866874,-10.109789,180,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,56899,HGF,-9.784796,-10.125533,181,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
JBKPUQTUERUYQE-UHFFFAOYSA-O,pralidoxime,C[n+]1ccccc1/C=N/O,177318,HGF,-8.2741995,-10.146266,182,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WOXKDUGGOYFFRN-IIBYNOLFSA-N,tadalafil,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,97020,HGF,-10.337062,-10.155521,183,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,110689,HGF,-8.813273,-10.171067,184,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,bromfenac,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,253713,HGF,-8.856139,-10.1829,185,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WAEXFXRVDQXREF-UHFFFAOYSA-N,vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,263130,HGF,-11.332819,-10.210366,186,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
URKOMYMAXPYINW-UHFFFAOYSA-N,quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,303382,HGF,-9.743815,-10.231831,187,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KGFYHTZWPPHNLQ-AWEZNQCLSA-N,rivaroxaban,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,271031,HGF,-9.943407,-10.268832,188,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IOOWNWLVCOUUEX-WPRPVWTQSA-N,vaborbactam,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,283467,HGF,-9.690942,-10.276415,189,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
OZGNYLLQHRPOBR-DHZHZOJOSA-N,naftifine,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,92993,HGF,-9.880885,-10.284604,190,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PHXJVRSECIGDHY-UHFFFAOYSA-N,ponatinib,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,194505,HGF,-13.998063,-10.288001,191,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BMPDWHIDQYTSHX-AWEZNQCLSA-N,eslicarbazepine,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,241671,HGF,-8.983751,-10.334717,192,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KXNPVXPOPUZYGB-IOVMHBDKSA-N,argatroban,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,48655,HGF,-16.197561,-10.33831,193,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
HWXVIOGONBBTBY-ONEGZZNKSA-N,pacritinib,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,3427,HGF,-12.487468,-10.385918,194,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
NNACHAUCXXVJSP-UHFFFAOYSA-N,pitolisant,Clc1ccc(CCCOCCCN2CCCCC2)cc1,218053,HGF,-9.842148,-10.388995,195,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LOUPRKONTZGTKE-LHHVKLHASA-N,quinidine,C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,12403,HGF,-9.052738,-10.402802,196,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BMEARIQHWSVDBS-SNVBAGLBSA-N,cipepofol,CC(C)c1cccc([C@H](C)C2CC2)c1O,38137,HGF,-9.333221,-10.418493,197,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
FJHBVJOVLFPMQE-QFIPXVFZSA-N,irinotecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,80099,HGF,-11.241021,-10.454337,198,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RMMXLENWKUUMAY-UHFFFAOYSA-N,telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,62047,HGF,-9.222332,-10.46409,199,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,32040,HGF,-12.778677,-10.467894,200,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,307168,HGF,-9.739364,-10.475955,201,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,58478,HGF,-9.197929,-10.638575,202,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GFHAXPJGXSQLPT-VIFPVBQESA-N,cenobamate,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,241850,HGF,-9.480272,-10.64222,203,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QEFAQIPZVLVERP-UHFFFAOYSA-N,nepafenac,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,241522,HGF,-9.614819,-10.642242,204,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
