tid,target_chembl_id,activity_id,assay_id,assay_chembl_id,assay_type,confidence_score,relationship_type,assay_description,assay_organism,assay_cell_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,data_validity_comment,potential_duplicate,molecule_chembl_id,molecule_name,molecule_type,max_phase,standard_inchi_key,canonical_smiles,document_year,pubmed_id,doi,normalized_smiles,evidence_category
11071,CHEMBL4076,17658292,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,500.0,nM,6.3,275953.0,,0,CHEMBL3661881,,Small molecule,,BADYBKFLKYKHHJ-WDALLZDZSA-N,CCC(C)C(NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)C(=O)O,2014,,,CCC(C)C(NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)C(=O)O,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658293,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,600.0,nM,6.22,275954.0,,0,CHEMBL3661882,,Small molecule,,GZAZISRRIHQVPL-RXVVDRJESA-N,CC(C)[C@H](NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)C(=O)O,2014,,,CC(C)[C@H](NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)C(=O)O,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658294,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,1300.0,nM,5.89,275955.0,,0,CHEMBL3661883,,Small molecule,,HNLPAHICKLXPFG-FQEVSTJZSA-N,O=C(O)CN1CCN(C(=O)c2cnc(Oc3ccc4c(c3)CC[C@@H](c3ccccc3)O4)s2)CC1,2014,,,O=C(O)CN1CCN(C(=O)c2cnc(Oc3ccc4c(c3)CC[C@@H](c3ccccc3)O4)s2)CC1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658295,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,1000.0,nM,6.0,275956.0,,0,CHEMBL3661884,,Small molecule,,PYSUNEQDWHAREQ-KRWDZBQOSA-N,O=C(NC1(C(=O)O)CC1)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,O=C(NC1(C(=O)O)CC1)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658296,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,400.0,nM,6.4,275957.0,,0,CHEMBL3661885,,Small molecule,,HWKFYUHPTIOEKL-HKBOAZHASA-N,O=C(N[C@H]1CCCC[C@H]1C(=O)O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,O=C(N[C@H]1CCCC[C@H]1C(=O)O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658297,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,300.0,nM,6.52,275958.0,,0,CHEMBL3661887,,Small molecule,,ZMFKZELAUUEOEC-PKTZIBPZSA-N,O=C(N[C@H](CO)c1ccccc1)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,O=C(N[C@H](CO)c1ccccc1)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658298,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,200.0,nM,6.7,275959.0,,0,CHEMBL3639607,,Small molecule,,LCZKLTOXAQBCMQ-JVPBZIDWSA-N,C[C@H](O)[C@H](CO)NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,C[C@H](O)[C@H](CO)NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658299,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,400.0,nM,6.4,275960.0,,0,CHEMBL3661886,,Small molecule,,OCKMAJRMNXQSNX-UXHICEINSA-N,CC(C)[C@@H](CO)NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,CC(C)[C@@H](CO)NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658300,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,100.0,nM,7.0,275961.0,,0,CHEMBL3661888,,Small molecule,,FMGUUTFYIQTBSK-KRWDZBQOSA-N,O=C(NCCO)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,O=C(NCCO)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658301,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,300.0,nM,6.52,275962.0,,0,CHEMBL3661889,,Small molecule,,BYKCMICTYZYAAN-ICSRJNTNSA-N,O=C(c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)N1CCC[C@H]1CO,2014,,,O=C(c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)N1CCC[C@H]1CO,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658302,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,300.0,nM,6.52,275963.0,,0,CHEMBL3661890,,Small molecule,,CZTIDWZWCCSVHA-LBAQZLPGSA-N,O=C(NC(CCO)C1CC1)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,O=C(NC(CCO)C1CC1)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658303,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,500.0,nM,6.3,275964.0,,0,CHEMBL3661891,,Small molecule,,GQEZQPVIUGEJPG-FCEUIQTBSA-N,O=C(NC[C@H]1CCCC[C@H]1O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,O=C(NC[C@H]1CCCC[C@H]1O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658304,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,400.0,nM,6.4,275965.0,,0,CHEMBL3661892,,Small molecule,,JDRRCOGEWDZBNA-DQLDELGASA-N,CC[C@H](C)[C@@H](CO)NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,CC[C@H](C)[C@@H](CO)NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658305,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,300.0,nM,6.52,275966.0,,0,CHEMBL3661893,,Small molecule,,JDRRCOGEWDZBNA-CZAAIQMYSA-N,CC[C@@H](C)[C@H](CO)NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,2014,,,CC[C@@H](C)[C@H](CO)NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658306,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,100.0,nM,7.0,275967.0,,0,CHEMBL3661894,,Small molecule,,QTKSTMQDFUPTCY-NRFANRHFSA-N,c1ccc([C@@H]2CCc3cc(Oc4ncc(CNCc5ccno5)s4)ccc3O2)cc1,2014,,,c1ccc([C@@H]2CCc3cc(Oc4ncc(CNCc5ccno5)s4)ccc3O2)cc1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658307,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,400.0,nM,6.4,275968.0,,0,CHEMBL3661895,,Small molecule,,XJLYATOPMGZDOP-UHFFFAOYSA-N,O=C(NCc1ccnc(Cl)c1)c1cnc(Oc2ccc3c(c2)CCC(c2ccsc2)O3)s1,2014,,,O=C(NCc1ccnc(Cl)c1)c1cnc(Oc2ccc3c(c2)CCC(c2ccsc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658308,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,300.0,nM,6.52,275969.0,,0,CHEMBL3661896,,Small molecule,,ITJGKCZIPULLGA-UHFFFAOYSA-N,O=C(NCc1ccno1)c1cnc(Oc2ccc3c(c2)CCC(c2ccsc2)O3)s1,2014,,,O=C(NCc1ccno1)c1cnc(Oc2ccc3c(c2)CCC(c2ccsc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658309,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,800.0,nM,6.1,275970.0,,0,CHEMBL3661897,,Small molecule,,OZDFTKODYAFXHI-FQEVSTJZSA-N,CN1CCN(C(=O)c2cnc(Oc3ccc4c(c3)CC[C@@H](c3ccccc3)O4)s2)CC1,2014,,,CN1CCN(C(=O)c2cnc(Oc3ccc4c(c3)CC[C@@H](c3ccccc3)O4)s2)CC1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658310,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,500.0,nM,6.3,275971.0,,0,CHEMBL3661898,,Small molecule,,NHEZKTVROFXMMG-IBGZPJMESA-N,O=C(c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)N1CCOCC1,2014,,,O=C(c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)N1CCOCC1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
