model,seed,panel,pairs,positive,negative,prevalence,random_ap,auroc,ap,brier,precision,recall,false_positive_rate,threshold,mean_probability,top1pct_n,top1pct_precision,top1pct_enrichment,top5pct_n,top5pct_precision,top5pct_enrichment,top10pct_n,top10pct_precision,top10pct_enrichment,target_macro_ap,drug_macro_ap,balanced_query_ap
A_neural,20260921,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9166476204879888,0.9583505170384772,0.11377313142466763,0.8744687942671444,0.9050884001724882,0.2705396426326659,0.600121130466758,0.6944599184947731,344,0.997093023255814,1.4759470551661202,1717,0.9970879440885265,1.4759395367281953,3433,0.9950480629187299,1.4729200024066944,0.6935429508144152,0.6229627227836807,0.6582528367990479
A_neural,20260921,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.25903371732976904,0.0,,0.32547657057000656,0.600121130466758,0.3902974375511525,107,0.0,,533,0.0,,1065,0.0,,,,
A_plus_neighbor,20260921,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9265108539018705,0.9666521951519043,0.09377972205201296,0.923100611499714,0.9048296679603277,0.15695429648918022,0.535007913990976,0.678608045026953,344,1.0,1.4802501078050885,1717,0.9976703552708212,1.476801650943574,3433,0.9947567725021846,1.4724888197362007,0.7313392061433375,0.6950298945971572,0.7131845503702474
A_plus_neighbor,20260921,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.08002445267093104,0.0,,0.05840924030425392,0.535007913990976,0.22568189534230979,107,0.0,,533,0.0,,1065,0.0,,,,
A_plus_prior,20260921,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9292473491486699,0.9661243701547313,0.10577699513190024,0.8899261648137147,0.904355325571367,0.23291730268474453,0.6147050832540376,0.6918613845327377,344,0.997093023255814,1.4759470551661202,1717,0.9982527664531159,1.4776637651589526,3433,0.9982522575007282,1.477663011782126,0.6935429508144152,0.657285605258405,0.6754142780364101
A_plus_prior,20260921,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.22772878089346585,0.0,,0.28068363226594045,0.6147050832540376,0.35493272232195094,107,0.0,,533,0.0,,1065,0.0,,,,
A_joint_blend,20260921,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.926802780440074,0.9663105299473387,0.09314984814504107,0.9217372230752358,0.9060370849504097,0.16018676483792763,0.5331013942741756,0.6775589946149368,344,1.0,1.4802501078050885,1717,0.9965055329062318,1.4750774225128167,3433,0.9930090300029129,1.4699017237132381,0.7300339746559843,0.7144814096006645,0.7222576921283244
A_joint_blend,20260921,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.06804645167438458,0.0,,0.04714057657996056,0.5331013942741756,0.20891623387442,107,0.0,,533,0.0,,1065,0.0,,,,
