family,arm,variant,seed,panel,pairs,positive,negative,prevalence,random_ap,auroc,ap,brier,precision,recall,false_positive_rate,threshold,mean_probability,top1pct_n,top1pct_precision,top1pct_enrichment,top5pct_n,top5pct_precision,top5pct_enrichment,top10pct_n,top10pct_precision,top10pct_enrichment
Palinova,kdki_inactive,binary,20260921,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.6872971982735122,0.8300769621263273,0.23642409456587749,0.8091297752034202,0.6867610909516563,0.4053895723491506,0.6002112546725631,0.620868056564227,120,0.8666666666666667,1.213008701080807,598,0.8779264214046822,1.2287681400837862,1196,0.8812709030100334,1.2334491615698198
Palinova,kdki_inactive,binary,20260921,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.7030382060959834,0.86890643838183,0.21293151928350984,0.8434375395519554,0.71575652494131,0.4217524718718036,0.6002112546725631,0.6497358711213231,858,0.9254079254079254,1.2169327917874095,4286,0.9253383107792814,1.2168412469431749,8571,0.9213627348034068,1.2116132727293691
Palinova,kdki_inactive,binary,20260921,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9166476204879888,0.9583505170384772,0.11377741545990416,0.8744687942671444,0.9050884001724882,0.2705396426326659,0.6002112546725631,0.6944963223746011,344,0.997093023255814,1.4759470551661202,1717,0.9970879440885265,1.4759395367281953,3433,0.9950480629187299,1.4729200024066944
Palinova,kdki_inactive,binary,20260921,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.7651842302093324,0.87812695632341,0.19567601011817862,0.828019403301387,0.7541850314748684,0.37375262269075277,0.6002112546725631,0.6473878023030761,1324,0.9577039274924471,1.3590914479404927,6617,0.9564757442949977,1.3573485154618423,13234,0.9520930935469246,1.351129032613305
Palinova,kdki_inactive,binary,20260921,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.2590775780068183,0.0,,0.32547657057000656,0.6002112546725631,0.3903457851483487,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,binary,20260922,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.6924442708621557,0.8416694494343975,0.23628275146787575,0.8057677113510666,0.7162589254360295,0.4320445225541886,0.4833449744245188,0.6066791401917274,120,0.9333333333333333,1.3063170627024074,598,0.9297658862876255,1.3013239731173052,1196,0.9205685618729097,1.288451164030713
Palinova,kdki_inactive,binary,20260922,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.6951571948463984,0.8616339580127916,0.21270728426502564,0.8353188745205852,0.7552514077915702,0.47265111295114703,0.4833449744245188,0.6462693688842899,858,0.8974358974358975,1.1801489290633569,4286,0.8985067662155857,1.181557146237561,8571,0.9035118422587796,1.1881389368135031
Palinova,kdki_inactive,binary,20260922,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9114247470921859,0.951666238486735,0.10985604181835466,0.869411425986098,0.9115135834411384,0.28508575020202925,0.4833449744245188,0.6834863037047633,344,0.9941860465116279,1.471644002527152,1717,0.9953407105416424,1.4733531940820597,3433,0.9909699970870959,1.4668834450197819
Palinova,kdki_inactive,binary,20260922,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.762180918309698,0.8723350955273277,0.19336289844286753,0.821395327972726,0.7854561443018155,0.4075021749142828,0.4833449744245188,0.6399665020989598,1324,0.9561933534743202,1.3569477705778106,6617,0.9440834214901013,1.3397623915452883,13234,0.9373583194801269,1.3302187023466705
Palinova,kdki_inactive,binary,20260922,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.24698360511705442,0.0,,0.35289698563245375,0.4833449744245188,0.3789708422760508,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,binary,20260923,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.679515841875358,0.8342243942681489,0.24585967833484518,0.7967148488830487,0.7097038511061688,0.45313415348564734,0.5145392660520115,0.6160685255942216,120,0.95,1.3296441531078076,598,0.931438127090301,1.303664483860322,1196,0.9138795986622074,1.2790891210586461
Palinova,kdki_inactive,binary,20260923,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.6850053617238409,0.8603882916590022,0.22084720285745232,0.830824445918593,0.7494668037377441,0.48443816667478445,0.5145392660520115,0.6533465563799672,858,0.9347319347319347,1.2291940793620937,4286,0.9232384507699487,1.2140798825401269,8571,0.9140123672850309,1.201947369705189
Palinova,kdki_inactive,binary,20260923,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9172784017379221,0.9564924668081218,0.11438168888602619,0.8629505278912666,0.9199223803363519,0.30421118793211815,0.5145392660520115,0.6949401003999808,344,0.997093023255814,1.4759470551661202,1717,0.9924286546301689,1.4690426230051665,3433,0.9924264491698224,1.4690393583722507
Palinova,kdki_inactive,binary,20260923,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.7557263726101412,0.8741312722430844,0.20214903838642795,0.8145607459956276,0.7831397655738935,0.42538764648687377,0.5145392660520115,0.6499159041821122,1324,0.9833836858006042,1.3955339631060897,6617,0.9669034305576545,1.372146595342845,13234,0.9535287894816382,1.3531664494085154
Palinova,kdki_inactive,binary,20260923,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.2761754506380102,0.0,,0.3728049582120387,0.5145392660520115,0.40229200753509714,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,joint,20260921,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.6756406698502582,0.8290827186116068,0.24356362774217052,0.7925274164753889,0.7274961957157907,0.47656707674282367,0.4823712804136329,0.6168483896991815,120,0.9083333333333333,1.2713264270943072,598,0.9046822742474916,1.266216311972054,1196,0.8963210702341137,1.2545137582569703
