family,arm,variant,seed,panel,stratum,pairs,positive,negative,prevalence,random_ap,auroc,ap,brier,precision,recall,false_positive_rate,threshold,mean_probability,top1pct_n,top1pct_precision,top1pct_enrichment,top5pct_n,top5pct_precision,top5pct_enrichment,top10pct_n,top10pct_precision,top10pct_enrichment
DTIAM,all_inactive,native,20260923,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.7673022709721168,0.6573497941918571,0.2149033427205451,0.6799007444168734,0.32084309133489464,0.11528150134048257,0.49381855292289106,0.3040598361395904,20,0.8,1.8482435597189697,99,0.7272727272727273,1.680221417926336,198,0.696969696969697,1.6102121921794055
DTIAM,all_inactive,native,20260923,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6911613311325696,0.321321754562541,0.20356103501925696,0.3018679119412942,0.47407019381875326,0.2632704402515723,0.49381855292289106,0.35731577251397983,99,0.5454545454545454,2.8169912852993,493,0.40973630831643004,2.116076617963166,986,0.3488843813387424,1.801807813315171
DTIAM,all_inactive,native,20260923,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9133472383453839,0.9845497171064315,0.07013587442716199,0.9384935304990758,0.9543254546308914,0.4176341386884217,0.49381855292289106,0.8254797902011838,245,1.0,1.1497580000939804,1224,1.0,1.1497580000939804,2447,0.9995913363302003,1.1492881357702804
DTIAM,all_inactive,native,20260923,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.21453818023972165,0.0,,0.31805803361818014,0.49381855292289106,0.38028466818662765,107,0.0,,533,0.0,,1065,0.0,
DTIAM,all_inactive,native,20260923,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.0542614158135137,0.0,,0.05263157894736842,0.49381855292289106,0.1626449770914779,9,0.0,,41,0.0,,82,0.0,
DTIAM,all_inactive,native,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.1952246196191559,0.0,,0.28547509418166594,0.49381855292289106,0.3604729390543949,96,0.0,,478,0.0,,956,0.0,
DTIAM,all_inactive,native,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.38339489139262783,0.0,,0.6029277218664227,0.49381855292289106,0.5534968215147301,11,0.0,,55,0.0,,110,0.0,
DTIAM,all_inactive,query,20260923,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9168280945500477,0.9587575529306267,0.10876525128166543,0.8805589771906723,0.8939629150495904,0.25249169435215946,0.5555960039439655,0.6848429761314987,344,1.0,1.4802501078050885,1717,1.0,1.4802501078050885,3433,0.9982522575007282,1.477663011782126
DTIAM,all_inactive,query,20260923,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.7480468300360182,0.646808333109723,0.2280840053769982,0.7056277056277056,0.19086651053864168,0.06076854334226988,0.5555960039439655,0.28136471205631,20,0.8,1.8482435597189697,99,0.7474747474747475,1.7268942350909564,198,0.6919191919191919,1.5985439878882501
DTIAM,all_inactive,query,20260923,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6748401975416021,0.304728627883235,0.20393574447085971,0.30085470085470084,0.36877946568884235,0.20578616352201257,0.5555960039439655,0.3476242325745052,99,0.5151515151515151,2.660491769449339,493,0.3752535496957404,1.9379909619959688,986,0.32454361054766734,1.676100291455973
DTIAM,all_inactive,query,20260923,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9153956869239959,0.9850490691125098,0.07041778142911245,0.9445361505447343,0.9410741976410882,0.36899905867587074,0.5555960039439655,0.8207200234066497,245,1.0,1.1497580000939804,1224,1.0,1.1497580000939804,2447,1.0,1.1497580000939804
DTIAM,all_inactive,query,20260923,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.21484932199621928,0.0,,0.26838200770025356,0.5555960039439655,0.38449286576260966,107,0.0,,533,0.0,,1065,0.0,
DTIAM,all_inactive,query,20260923,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.05606548631671898,0.0,,0.04528763769889841,0.5555960039439655,0.16614998484075316,9,0.0,,41,0.0,,82,0.0,
DTIAM,all_inactive,query,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.19640960160360618,0.0,,0.23786102971954792,0.5555960039439655,0.36511064598705345,96,0.0,,478,0.0,,956,0.0,
DTIAM,all_inactive,query,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.37606612718543303,0.0,,0.535224153705398,0.5555960039439655,0.5539498576886986,11,0.0,,55,0.0,,110,0.0,
Palinova,kdki_inactive,binary,20260921,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9166476204879888,0.9583505170384772,0.11377741545990416,0.8744687942671444,0.9050884001724882,0.2705396426326659,0.6002112546725631,0.6944963223746011,344,0.997093023255814,1.4759470551661202,1717,0.9970879440885265,1.4759395367281953,3433,0.9950480629187299,1.4729200024066944
Palinova,kdki_inactive,binary,20260921,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.6117680975611799,0.534915306872798,0.2977021273238276,0.53125,0.25878220140515223,0.1742627345844504,0.6002112546725631,0.3070241354001819,20,0.85,1.963758782201405,99,0.6262626262626263,1.4468573321032339,198,0.5959595959595959,1.376848106356303
Palinova,kdki_inactive,binary,20260921,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6265387060959177,0.3117209880552757,0.2390976744683651,0.2744665194996321,0.39078051335777897,0.24805031446540882,0.6002112546725631,0.3550139367595528,99,0.6262626262626263,3.234323327565863,493,0.4543610547667343,2.3465404080383623,986,0.3843813387423935,1.985131282693168
Palinova,kdki_inactive,binary,20260921,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9173089960776614,0.9839107479361665,0.06328156645040539,0.9510900206728059,0.9512240966120014,0.3266394728584876,0.6002112546725631,0.8312854690060691,245,1.0,1.1497580000939804,1224,0.9983660130718954,1.1478793105513434,2447,0.9975480179812015,1.1469388141517805
Palinova,kdki_inactive,binary,20260921,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.2590775780068183,0.0,,0.32547657057000656,0.6002112546725631,0.3903457851483487,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,binary,20260921,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.16037627617684894,0.0,,0.204406364749082,0.6002112546725631,0.27596765667236567,9,0.0,,41,0.0,,82,0.0,
Palinova,kdki_inactive,binary,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.25044159685770295,0.0,,0.31634575136040183,0.6002112546725631,0.3806189151380216,96,0.0,,478,0.0,,956,0.0,
Palinova,kdki_inactive,binary,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.33458117897749234,0.0,,0.40530649588289114,0.6002112546725631,0.47538692862381654,11,0.0,,55,0.0,,110,0.0,
Palinova,kdki_inactive,binary,20260922,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9114247470921859,0.951666238486735,0.10985604181835466,0.869411425986098,0.9115135834411384,0.28508575020202925,0.4833449744245188,0.6834863037047633,344,0.9941860465116279,1.471644002527152,1717,0.9953407105416424,1.4733531940820597,3433,0.9909699970870959,1.4668834450197819
Palinova,kdki_inactive,binary,20260922,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.6300022184411056,0.5092619933522267,0.2819291779851834,0.5066079295154186,0.2693208430913349,0.20017873100983022,0.4833449744245188,0.30559758725493497,20,0.65,1.5016978922716628,99,0.3939393939393939,0.9101199347100986,198,0.4393939393939394,1.0151337733304946
Palinova,kdki_inactive,binary,20260922,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6663534202437312,0.30179026621769867,0.21722410431114214,0.28823737195337334,0.42744892613934,0.25345911949685535,0.4833449744245188,0.3414221305216117,99,0.5151515151515151,2.660491769449339,493,0.4056795131845842,2.095125364319966,986,0.3255578093306288,1.6813381048667728
Palinova,kdki_inactive,binary,20260922,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9071642723768543,0.9809764903501016,0.06659375114823891,0.9460013034168141,0.9549363281800667,0.36397866331973644,0.4833449744245188,0.8213157414770655,245,1.0,1.1497580000939804,1224,0.9975490196078431,1.1469399657800248,2447,0.9950960359624029,1.14411962820958
Palinova,kdki_inactive,binary,20260922,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.24698360511705442,0.0,,0.35289698563245375,0.4833449744245188,0.3789708422760508,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,binary,20260922,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.14562290404194825,0.0,,0.20930232558139536,0.4833449744245188,0.2672756163806927,9,0.0,,41,0.0,,82,0.0,
Palinova,kdki_inactive,binary,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.23531657073174228,0.0,,0.3385307660108832,0.4833449744245188,0.3656636523441503,96,0.0,,478,0.0,,956,0.0,
Palinova,kdki_inactive,binary,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.34898742998992044,0.0,,0.4784995425434584,0.4833449744245188,0.4953143985333622,11,0.0,,55,0.0,,110,0.0,
Palinova,kdki_inactive,binary,20260923,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9172784017379221,0.9564924668081218,0.11438168888602619,0.8629505278912666,0.9199223803363519,0.30421118793211815,0.5145392660520115,0.6949401003999808,344,0.997093023255814,1.4759470551661202,1717,0.9924286546301689,1.4690426230051665,3433,0.9924264491698224,1.4690393583722507
Palinova,kdki_inactive,binary,20260923,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.6646297819439823,0.5474310360775893,0.273390314507934,0.5831739961759083,0.35714285714285715,0.19481680071492405,0.5145392660520115,0.3346442642493775,20,0.55,1.2706674473067916,99,0.5454545454545454,1.2601660634447518,198,0.5959595959595959,1.376848106356303
Palinova,kdki_inactive,binary,20260923,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.666814822868175,0.31009872494065405,0.2374065951842487,0.2930705657978385,0.4829753797799895,0.279748427672956,0.5145392660520115,0.36894883032355774,99,0.5757575757575758,2.9734908011492616,493,0.3935091277890467,2.032271603390367,986,0.3306288032454361,1.7075271719207723
Palinova,kdki_inactive,binary,20260923,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9194851013188874,0.9837454019529188,0.06481071654688218,0.9460486674391657,0.959118462478267,0.36523376215877,0.5145392660520115,0.8262932118796055,245,0.9959183673469387,1.1450651102976785,1224,0.9934640522875817,1.1422432419234316,2447,0.9930527176134042,1.14177030659108
Palinova,kdki_inactive,binary,20260923,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.2761754506380102,0.0,,0.3728049582120387,0.5145392660520115,0.40229200753509714,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,binary,20260923,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.13606181362876446,0.0,,0.17503059975520197,0.5145392660520115,0.2556245923407075,9,0.0,,41,0.0,,82,0.0,
Palinova,kdki_inactive,binary,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.2660253997993142,0.0,,0.35841356215989956,0.5145392660520115,0.39099404906293445,96,0.0,,478,0.0,,956,0.0,
Palinova,kdki_inactive,binary,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.3649164257657121,0.0,,0.4986276303751144,0.5145392660520115,0.5010690351288632,11,0.0,,55,0.0,,110,0.0,
Palinova,kdki_inactive,joint,20260921,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.90596433660154,0.9461557896134258,0.11405023501642313,0.8521883393901091,0.9303147908581285,0.33599712669480114,0.4823712804136329,0.6962315365172903,344,0.9854651162790697,1.458734844610247,1717,0.988351776354106,1.4630078234975161,3433,0.9857267695892805,1.459122156950894
Palinova,kdki_inactive,joint,20260921,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.6770143340595589,0.5518923408310444,0.25528763279020894,0.5551470588235294,0.5304449648711944,0.32439678284182305,0.4823712804136329,0.4114364561182529,20,0.45,1.0396370023419204,99,0.5555555555555556,1.2835024720270622,198,0.5808080808080808,1.3418434934828376
Palinova,kdki_inactive,joint,20260921,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.698688272367567,0.3209598189342777,0.22801173029676366,0.31096881959910916,0.5851231011000524,0.3113207547169811,0.4823712804136329,0.3841082254517833,99,0.42424242424242425,2.1909932218994554,493,0.36511156186612576,1.8856128278879696,986,0.36815415821501013,1.9013262681203693
Palinova,kdki_inactive,joint,20260921,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.8972652044459493,0.9786336532830004,0.06813122316547994,0.941677407475603,0.9612800150368873,0.39755255726388455,0.4823712804136329,0.821996769629716,245,0.9877551020408163,1.1356793307050745,1224,0.9926470588235294,1.141303897152113,2447,0.9942787086228034,1.14317989956218
Palinova,kdki_inactive,joint,20260921,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.29016846668353535,0.0,,0.40670485491595454,0.4823712804136329,0.42055156733849447,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,joint,20260921,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.18683868107607143,0.0,,0.27050183598531213,0.4823712804136329,0.31136947138875615,9,0.0,,41,0.0,,82,0.0,
Palinova,kdki_inactive,joint,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.275896302277368,0.0,,0.38959815822519883,0.4823712804136329,0.4066538331120296,96,0.0,,478,0.0,,956,0.0,
Palinova,kdki_inactive,joint,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.41494870736545286,0.0,,0.5562671546203111,0.4823712804136329,0.5420581988738091,11,0.0,,55,0.0,,110,0.0,
Palinova,kdki_inactive,joint,20260922,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.892850943846762,0.9421064006703549,0.12560959876768824,0.8391955835962145,0.9177231565329883,0.36616683128311034,0.49915918585266883,0.7036360780773796,344,0.9941860465116279,1.471644002527152,1717,0.9965055329062318,1.4750774225128167,3433,0.9915525779201865,1.4677458103607695
Palinova,kdki_inactive,joint,20260922,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.6045550246644608,0.487080725955263,0.2854096283716748,0.48875562218890556,0.38173302107728335,0.30473637176050045,0.49915918585266883,0.379259457402932,20,0.4,0.9241217798594848,99,0.48484848484848486,1.1201476119508906,198,0.42424242424242425,0.9801291604570294
Palinova,kdki_inactive,joint,20260922,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6267367089358253,0.2706708458011341,0.26173078886780377,0.2516163793103448,0.4892613933996857,0.34943396226415097,0.49915918585266883,0.4060095218989368,99,0.40404040404040403,2.086660211332815,493,0.3265720081135903,1.6865759182775728,986,0.29817444219066935,1.539917142775175
Palinova,kdki_inactive,joint,20260922,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.8982784368154149,0.9799012866258442,0.0707616825834051,0.9399482631189948,0.9561580752784173,0.4079071226859115,0.49915918585266883,0.8235600693052392,245,0.9959183673469387,1.1450651102976785,1224,0.9959150326797386,1.1450612762373875,2447,0.9959133633020024,1.1450593568569802
Palinova,kdki_inactive,joint,20260922,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.3070689604028512,0.0,,0.42886656024039815,0.49915918585266883,0.4373297749773047,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,joint,20260922,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.21690117493708272,0.0,,0.31456548347613217,0.49915918585266883,0.3452472852604553,9,0.0,,41,0.0,,82,0.0,
Palinova,kdki_inactive,joint,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.29369471305890044,0.0,,0.413876098786103,0.49915918585266883,0.423371309479219,96,0.0,,478,0.0,,956,0.0,
Palinova,kdki_inactive,joint,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.42399879353989894,0.0,,0.5599268069533394,0.49915918585266883,0.5593673745195799,11,0.0,,55,0.0,,110,0.0,
Palinova,kdki_inactive,joint,20260923,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9117577880537056,0.9522049139010276,0.11640093565863005,0.8678284626210779,0.9040534713238465,0.286701984376403,0.598329827455457,0.693022456381826,344,0.9941860465116279,1.471644002527152,1717,0.9877693651718114,1.4621457092821375,3433,0.987183221672007,1.461278070303363
Palinova,kdki_inactive,joint,20260923,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.6403718609581573,0.510263383178599,0.2978561327571929,0.5257985257985258,0.2505854800936768,0.17247542448614836,0.598329827455457,0.30521796972458276,20,0.35,0.8086065573770491,99,0.48484848484848486,1.1201476119508906,198,0.45454545454545453,1.05013838620396
Palinova,kdki_inactive,joint,20260923,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6535474465540588,0.28839123724900756,0.24318545967074248,0.266829438437391,0.4007333682556312,0.26440251572327045,0.598329827455457,0.3629900610718836,99,0.3838383838383838,1.982327200766174,493,0.39553752535496955,2.042747230211967,986,0.3580121703853955,1.8489481340123701
Palinova,kdki_inactive,joint,20260923,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9192337615984845,0.9850279582160708,0.06531508384256758,0.9487576910431638,0.9492035148724214,0.34232820834640726,0.598329827455457,0.8260038764145513,245,1.0,1.1497580000939804,1224,0.9983660130718954,1.1478793105513434,2447,0.9979566816510013,1.1474086784754804
Palinova,kdki_inactive,joint,20260923,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.28439439306399755,0.0,,0.3586252230256362,0.598329827455457,0.4087566112889036,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,joint,20260923,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.16730906767253442,0.0,,0.20195838433292534,0.598329827455457,0.27433681726966375,9,0.0,,41,0.0,,82,0.0,
Palinova,kdki_inactive,joint,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.2759675279243314,0.0,,0.34836751778987024,0.598329827455457,0.39955240454838187,96,0.0,,478,0.0,,956,0.0,
Palinova,kdki_inactive,joint,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.3580697117050308,0.0,,0.44830741079597436,0.598329827455457,0.4892281571374175,11,0.0,,55,0.0,,110,0.0,
Palinova,all_inactive,binary,20260921,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8592877844299367,0.9043001707459516,0.13465297019035036,0.8107477514770632,0.9290211297973264,0.4515578701625213,0.42274743411276555,0.7024736355879586,344,0.938953488372093,1.3898860023867545,1717,0.9120559114735003,1.350070861282917,3433,0.9233906204485872,1.3668490654652288
Palinova,all_inactive,binary,20260921,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.6450672124868934,0.5162110247969766,0.25897178919915975,0.5271411338962606,0.5117096018735363,0.35031277926720283,0.42274743411276555,0.4036595485160421,20,0.3,0.6930913348946135,99,0.4444444444444444,1.0268019776216497,198,0.5303030303030303,1.2251614505712867
Palinova,all_inactive,binary,20260921,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6035392431086117,0.22665000534767937,0.2851725597674699,0.23540529189416212,0.5872184389732844,0.4579874213836478,0.42274743411276555,0.4527865318200393,99,0.06060606060606061,0.3129990316999222,493,0.18661257606490872,0.9637576675871845,986,0.2281947261663286,1.1785080174299811
Palinova,all_inactive,binary,20260921,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9041917063362425,0.9812557612135894,0.07400344290406533,0.9363623859520426,0.9596823457544288,0.43551929714465015,0.42274743411276555,0.8030811701656894,245,1.0,1.1497580000939804,1224,0.9975490196078431,1.1469399657800248,2447,0.9963220269718022,1.1455292211806802
Palinova,all_inactive,binary,20260921,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.299983423257545,0.0,,0.47957554699971827,0.42274743411276555,0.4476668890556888,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,binary,20260921,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.18907228937198406,0.0,,0.3108935128518972,0.42274743411276555,0.3344423735338734,9,0.0,,41,0.0,,82,0.0,
Palinova,all_inactive,binary,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.2943490684082493,0.0,,0.4679782335705316,0.42274743411276555,0.4395316728839457,96,0.0,,478,0.0,,956,0.0,
Palinova,all_inactive,binary,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.349244077365386,0.0,,0.5809698078682525,0.42274743411276555,0.5187923471866839,11,0.0,,55,0.0,,110,0.0,
Palinova,all_inactive,binary,20260922,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8596920326996442,0.92118760586681,0.14014995279663336,0.8061787144044112,0.9204829667960328,0.46080632127143756,0.44077160730648174,0.7020710741315742,344,1.0,1.4802501078050885,1717,0.9877693651718114,1.4621457092821375,3433,0.9705796679289251,1.4367006580852184
Palinova,all_inactive,binary,20260922,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.506546494130549,0.4231674625787877,0.31329473324992363,0.4321503131524008,0.2423887587822014,0.24307417336907952,0.44077160730648174,0.30957439252554436,20,0.3,0.6930913348946135,99,0.21212121212121213,0.4900645802285147,198,0.3484848484848485,0.8051060960897027
Palinova,all_inactive,binary,20260922,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.4941049184432562,0.1962214937009279,0.3018511135142322,0.1889390519187359,0.4384494499738083,0.4519496855345912,0.44077160730648174,0.4404680162894187,99,0.26262626262626265,1.3563291373663298,493,0.22920892494929007,1.1837458308407809,986,0.1997971602434077,1.0318492419275833
Palinova,all_inactive,binary,20260922,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9042266062346493,0.9821146280185966,0.07499498534875011,0.9301977503628447,0.9637235092335886,0.48289927831816754,0.44077160730648174,0.8074799570507263,245,1.0,1.1497580000939804,1224,0.9991830065359477,1.1488186553226618,2447,0.9975480179812015,1.1469388141517805
Palinova,all_inactive,binary,20260922,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.2815000934074885,0.0,,0.46520800075124424,0.44077160730648174,0.4499042365356828,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,binary,20260922,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.1815587399545555,0.0,,0.28518971848225216,0.44077160730648174,0.34637189544326963,9,0.0,,41,0.0,,82,0.0,
Palinova,all_inactive,binary,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.27149426891224665,0.0,,0.4442235244872332,0.44077160730648174,0.43770871537220235,96,0.0,,478,0.0,,956,0.0,
Palinova,all_inactive,binary,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.36898011067787345,0.0,,0.6486733760292772,0.44077160730648174,0.5565285734416472,11,0.0,,55,0.0,,110,0.0,
Palinova,all_inactive,binary,20260923,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8680294267526134,0.9256162342627311,0.13497504931670576,0.8018808311340743,0.9302716688227685,0.47858489718954833,0.38036013271887426,0.693664371972362,344,1.0,1.4802501078050885,1717,0.9889341875364007,1.4638699377128948,3433,0.9766967666763764,1.4457554941655875
Palinova,all_inactive,binary,20260923,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.6117822244267108,0.48056222848954805,0.2729954843147803,0.4962871287128713,0.46955503512880564,0.36371760500446826,0.38036013271887426,0.3565311377582004,20,0.35,0.8086065573770491,99,0.3333333333333333,0.7701014832162373,198,0.41919191919191917,0.9684609561658741
Palinova,all_inactive,binary,20260923,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.5872492430756662,0.22662248071673718,0.27516460244352925,0.22660302967420626,0.572027239392352,0.4688050314465409,0.38036013271887426,0.4266111652418489,99,0.29292929292929293,1.5128286532162907,493,0.19675456389452334,1.0161358016951836,986,0.21602434077079108,1.115654256500382
Palinova,all_inactive,binary,20260923,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9024214838171738,0.9824832785386227,0.07848784953424082,0.9274135120449194,0.962407781589211,0.5029808597427048,0.38036013271887426,0.8012693076089539,245,1.0,1.1497580000939804,1224,0.9991830065359477,1.1488186553226618,2447,0.9995913363302003,1.1492881357702804
Palinova,all_inactive,binary,20260923,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.2827672629873244,0.0,,0.4906563996619401,0.38036013271887426,0.4279761086862175,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,binary,20260923,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.18217016672847114,0.0,,0.3427172582619339,0.38036013271887426,0.32039048573551665,9,0.0,,41,0.0,,82,0.0,
Palinova,all_inactive,binary,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.2737147785903838,0.0,,0.47247802427794056,0.38036013271887426,0.41632580307911493,96,0.0,,478,0.0,,956,0.0,
