family,arm,variant,seed,panel,stratum,pairs,positive,negative,prevalence,random_ap,auroc,ap,brier,precision,recall,false_positive_rate,threshold,mean_probability,top1pct_n,top1pct_precision,top1pct_enrichment,top5pct_n,top5pct_precision,top5pct_enrichment,top10pct_n,top10pct_precision,top10pct_enrichment
DTIAM,kdki_inactive,query,20260921,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.06319025926089972,0.0,,0.11202929852568316,0.36564435202287393,0.16785923718711065,107,0.0,,533,0.0,,1065,0.0,
DTIAM,kdki_inactive,query,20260921,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.007821580253387939,0.0,,0.012239902080783354,0.36564435202287393,0.047020325457821824,9,0.0,,41,0.0,,82,0.0,
DTIAM,kdki_inactive,query,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.05010823826935677,0.0,,0.08800753453327752,0.36564435202287393,0.14929711220526617,96,0.0,,478,0.0,,956,0.0,
DTIAM,kdki_inactive,query,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.17756518386765577,0.0,,0.3220494053064959,0.36564435202287393,0.3301462146130079,11,0.0,,55,0.0,,110,0.0,
DTIAM,kdki_inactive,native,20260922,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9435940235964303,0.9740464397276795,0.09072387761492864,0.9120716646373282,0.9044415696420871,0.18155697225464668,0.574616006835024,0.6907568380555233,344,1.0,1.4802501078050885,1717,1.0,1.4802501078050885,3433,1.0,1.4802501078050885
DTIAM,kdki_inactive,native,20260922,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.7505854800936768,0.6294792045478973,0.26924814199666547,0.7323943661971831,0.06088992974238876,0.016979445933869526,0.574616006835024,0.19581112640587467,20,0.75,1.7327283372365339,99,0.7070707070707071,1.6335486007617155,198,0.6666666666666666,1.5402029664324746
DTIAM,kdki_inactive,native,20260922,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6936372561616442,0.35297149322983606,0.1755626367823891,0.34473133286810886,0.2587742273441592,0.11811320754716981,0.574616006835024,0.2723562358827288,99,0.8585858585858586,4.434152949082232,493,0.4685598377281947,2.4198697957895607,986,0.37829614604462475,1.9537044022283685
DTIAM,kdki_inactive,native,20260922,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9411399501112807,0.9900321994449682,0.056539419276200785,0.9497750776793582,0.9623607913161976,0.3398180106683401,0.574616006835024,0.859344852475238,245,1.0,1.1497580000939804,1224,1.0,1.1497580000939804,2447,1.0,1.1497580000939804
DTIAM,kdki_inactive,native,20260922,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.122528691732427,0.0,,0.131561648981125,0.574616006835024,0.2506967978005188,107,0.0,,533,0.0,,1065,0.0,
DTIAM,kdki_inactive,native,20260922,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.02344723628401032,0.0,,0.01835985312117503,0.574616006835024,0.08846886246982721,9,0.0,,41,0.0,,82,0.0,
DTIAM,kdki_inactive,native,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.10522880746697152,0.0,,0.10757639179573043,0.574616006835024,0.2295362888863918,96,0.0,,478,0.0,,956,0.0,
DTIAM,kdki_inactive,native,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.27378001290414955,0.0,,0.3412625800548948,0.574616006835024,0.43570121059411165,11,0.0,,55,0.0,,110,0.0,
DTIAM,kdki_inactive,query,20260922,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9435940235964303,0.9740464397276795,0.09072387761492864,0.9120716646373282,0.9044415696420871,0.18155697225464668,0.574616006835024,0.6907568380555233,344,1.0,1.4802501078050885,1717,1.0,1.4802501078050885,3433,1.0,1.4802501078050885
DTIAM,kdki_inactive,query,20260922,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.7505854800936768,0.6294792045478973,0.26924814199666547,0.7323943661971831,0.06088992974238876,0.016979445933869526,0.574616006835024,0.19581112640587467,20,0.75,1.7327283372365339,99,0.7070707070707071,1.6335486007617155,198,0.6666666666666666,1.5402029664324746
DTIAM,kdki_inactive,query,20260922,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6936372561616442,0.35297149322983606,0.1755626367823891,0.34473133286810886,0.2587742273441592,0.11811320754716981,0.574616006835024,0.2723562358827288,99,0.8585858585858586,4.434152949082232,493,0.4685598377281947,2.4198697957895607,986,0.37829614604462475,1.9537044022283685
DTIAM,kdki_inactive,query,20260922,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9411399501112807,0.9900321994449682,0.056539419276200785,0.9497750776793582,0.9623607913161976,0.3398180106683401,0.574616006835024,0.859344852475238,245,1.0,1.1497580000939804,1224,1.0,1.1497580000939804,2447,1.0,1.1497580000939804
DTIAM,kdki_inactive,query,20260922,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.122528691732427,0.0,,0.131561648981125,0.574616006835024,0.2506967978005188,107,0.0,,533,0.0,,1065,0.0,
DTIAM,kdki_inactive,query,20260922,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.02344723628401032,0.0,,0.01835985312117503,0.574616006835024,0.08846886246982721,9,0.0,,41,0.0,,82,0.0,
DTIAM,kdki_inactive,query,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.10522880746697152,0.0,,0.10757639179573043,0.574616006835024,0.2295362888863918,96,0.0,,478,0.0,,956,0.0,
DTIAM,kdki_inactive,query,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.27378001290414955,0.0,,0.3412625800548948,0.574616006835024,0.43570121059411165,11,0.0,,55,0.0,,110,0.0,
DTIAM,kdki_inactive,native,20260923,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9441488466414005,0.9740837833451435,0.08973743306102565,0.8995810587787229,0.9166882276843467,0.213073538654934,0.5232230668975973,0.693407660616091,344,1.0,1.4802501078050885,1717,1.0,1.4802501078050885,3433,0.9997087095834547,1.4798189251345948
DTIAM,kdki_inactive,native,20260923,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.7617969791529322,0.651310883754669,0.2518316044005058,0.7065868263473054,0.13817330210772832,0.043789097408400354,0.5232230668975973,0.21904753538320929,20,0.85,1.963758782201405,99,0.6767676767676768,1.5635393750147848,198,0.7121212121212122,1.6452168050528706
