asset_id,family,path,role,official_download_url,expected_sha256,qualification,license_note,status,files,bytes,sha256,digest_kind,registered_link
scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_86_20241006_130750,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_Kinase_DrugBAN_3D/best_model_epoch_86_20241006_130750.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,111a4aded63f8eed2a942aa6abe09a5d3a92385981982092b7b2a0e23e87f30d,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_86_20241006_130750
scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_79_20241006_131415,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_79_20241006_131415.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,61ffcd3cfc0b531c80681b052746eeb0820e135bf77a74e73bca0875b693d116,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_79_20241006_131415
scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_81_20241006_132052,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_81_20241006_132052.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,330797d01f83606adc37195655646a0c9bf9c03517b1d9a80b92981f2fcd9f2a,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_81_20241006_132052
scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_82_20241006_130303,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_82_20241006_130303.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,f6f7951d7d82102e3771bc2f4e7ab1f432824fe9ab81e70dd81347c29246e585,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_82_20241006_130303
scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_84_20241006_130750,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_84_20241006_130750.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,2c79a1c64d79f948acf6010a457704a1167f4a9c963d18ed725625cf1a8de712,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_84_20241006_130750
scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_90_20241006_132201,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_90_20241006_132201.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,fa660f267e83043cbd092f16d3fdeb6a1f450ce758f8190867a9b26a9c6e9591,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_90_20241006_132201
scope_Filtered_Total_DrugBAN_3D_best_model_epoch_65,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_65.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,8eff8afdbabf65e30530ade80f4e3e65643b92bb9043767f8aa6ce6e276ed085,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_65
scope_Filtered_Total_DrugBAN_3D_best_model_epoch_72,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_72.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,14f1ae31b582794560ad7ed1a71841624fd78f63e285d0a571695656ded22005,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_72
scope_Filtered_Total_DrugBAN_3D_best_model_epoch_86,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_86.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,9f8a4e7191d45ff23e3c29b436c9c0404813b9ad2c1bbae6555a002514035b0f,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_86
scope_Filtered_Total_DrugBAN_3D_best_model_epoch_87,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_87.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,5fca2923b311824cf5d76af9685f9edc0426c6b0948d6bf2ab69ee67fdd68576,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_87
scope_Filtered_Total_DrugBAN_3D_best_model_epoch_95,ScopeDTI_light,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_95.pth,task_weights,,,COLLECTED_FIXED_TARGET_UNIVERSE,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,VERIFIED_LOCAL,1,9020433,66fa69f0c9e6ccfe0edcd50401268a1297711e6fc4020b1fd79cf98ec2f09772,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_95
bermol_encoder,DTIAM,third_party/sota_dti_2026/DTIAM/code/BerMolModel_base.pkl,pretrained_encoder,,,ENCODER_ONLY,See model registry,VERIFIED_LOCAL,1,273643734,afd1929fdbef6da110b5f4d0688a0f4a5f88fc3fb660bfcc1fb56e9624de38b1,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/bermol_encoder
esm2_650m,shared_encoders,/root/.cache/torch/hub/checkpoints/esm2_t33_650M_UR50D.pt,pretrained_encoder,,,ENCODER_ONLY,See model registry,VERIFIED_LOCAL,1,2604537549,ea9d0522b335a8778dea6535a65301f10208dece28cd5865482b0b1fc446168c,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/esm2_650m
protbert_bfd,ProbeMatchDTI,.cache/frontier_dti/prot_bert_bfd/pytorch_model.bin,pretrained_encoder,,,ENCODER_ONLY,See model registry,VERIFIED_LOCAL,1,1684058277,89a5b439bde4df5e6b09a7e568066a66eabacb69cbca6cbae59e98f9756db804,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/protbert_bfd
smiles_roberta,ProbeMatchDTI,.cache/frontier_dti/PubChem10M_SMILES_BPE_450k/pytorch_model.bin,pretrained_encoder,,,ENCODER_ONLY,See model registry,VERIFIED_LOCAL,1,336422980,f471de1ad73de11d47e1bbdfddb93aeace0b8aeab31ec03bcde0eabb17a97264,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/smiles_roberta
molformer_361063d0ad524ef77cf39b08469f6be770dc550f,TAPB,.model_cache/huggingface/hub/models--ibm--MoLFormer-XL-both-10pct/snapshots/361063d0ad524ef77cf39b08469f6be770dc550f/model.safetensors,pretrained_encoder,,,ENCODER_ONLY,See model registry,VERIFIED_LOCAL,1,187248784,0795977fe7192c4acdaf052f0e8464af57bc4bb59211271c5e61aaba2637b9c6,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/molformer_361063d0ad524ef77cf39b08469f6be770dc550f
protbert_ebb451a407f24e5c29515ae3393608a087567880,ConPLex,third_party/ConPLex/models/huggingface/transformers/models--Rostlab--prot_bert/snapshots/ebb451a407f24e5c29515ae3393608a087567880/model.safetensors,pretrained_encoder,,,ENCODER_ONLY,See model registry,VERIFIED_LOCAL,1,1683998896,05ab2c05bc8beb7b59f3b798933cbacd98a1582ad30c66f6eaec80b806d7aead,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/protbert_ebb451a407f24e5c29515ae3393608a087567880
