endpoint_group,slice,model,score_column,n_pairs,positive,weak_negative,drugs,targets,positive_prevalence,auroc,average_precision,ap_over_prevalence,within_drug_macro_auroc,within_drug_both_class_queries,top10_observed_positive,top10_observed_weak_negative,top10_observed_precision,top10_recall_of_observed_positives,top20_observed_positive,top20_observed_weak_negative,top20_observed_precision,top20_recall_of_observed_positives,top50_observed_positive,top50_observed_weak_negative,top50_observed_precision,top50_recall_of_observed_positives
Kd_Ki,REFRESH_NO_LOCAL_TRAIN_PAIR,SPR_current,independent_validation_rank_score,488,133,355,83,113,0.2725409836065574,0.7470295456952241,0.6224866858899505,2.284011298603728,0.8438602753561202,19,49,11,0.8166666666666667,0.3684210526315789,56,25,0.691358024691358,0.42105263157894735,79,78,0.5031847133757962,0.5939849624060151
Kd_Ki,REFRESH_NO_LOCAL_TRAIN_PAIR,contract_primary,biomaster_independent_borda_score,488,133,355,83,113,0.2725409836065574,0.7273747749655829,0.5581424936357887,2.047921330032067,0.8029976006603431,19,48,16,0.75,0.3609022556390977,58,42,0.58,0.43609022556390975,80,90,0.47058823529411764,0.6015037593984962
Kd_Ki,REFRESH_NO_LOCAL_TRAIN_PAIR,neural_full_fit,ensemble_drug_to_target_logit,488,133,355,83,113,0.2725409836065574,0.8547495499311659,0.7147970381990028,2.6227139446700254,0.8048692105063298,19,56,19,0.7466666666666667,0.42105263157894735,77,38,0.6695652173913044,0.5789473684210527,105,93,0.5303030303030303,0.7894736842105263
Kd_Ki,REFRESH_NO_LOCAL_TRAIN_PAIR,graph_ranker,old_drug_leakage_safe_score_v10,488,133,355,83,113,0.2725409836065574,0.6911151117229694,0.4886297626777417,1.7928670991484057,0.6882263340435086,19,30,29,0.5084745762711864,0.22556390977443608,43,46,0.48314606741573035,0.3233082706766917,61,78,0.43884892086330934,0.45864661654135336
Kd_Ki,REFRESH_NO_LOCAL_TRAIN_PAIR,DTIAM_comparator,dtiam_probability,488,133,355,83,113,0.2725409836065574,0.6269194112040665,0.4095390361071351,1.5026695460171573,0.6883674563868469,19,27,15,0.6428571428571429,0.20300751879699247,37,28,0.5692307692307692,0.2781954887218045,60,60,0.5,0.45112781954887216
Kd_Ki,REFRESH_NO_PRIOR_RELATION,SPR_current,independent_validation_rank_score,79,1,78,26,21,0.012658227848101266,0.6923076923076923,0.04,3.16,1.0,1,0,3,0.0,0.0,1,3,0.25,1.0,1,8,0.1111111111111111,1.0
Kd_Ki,REFRESH_NO_PRIOR_RELATION,contract_primary,biomaster_independent_borda_score,79,1,78,26,21,0.012658227848101266,0.641025641025641,0.034482758620689655,2.7241379310344827,1.0,1,0,1,0.0,0.0,0,3,0.0,0.0,0,11,0.0,0.0
Kd_Ki,REFRESH_NO_PRIOR_RELATION,neural_full_fit,ensemble_drug_to_target_logit,79,1,78,26,21,0.012658227848101266,1.0,1.0,79.0,1.0,1,1,0,1.0,1.0,1,3,0.25,1.0,1,10,0.09090909090909091,1.0
Kd_Ki,REFRESH_NO_PRIOR_RELATION,graph_ranker,old_drug_leakage_safe_score_v10,79,1,78,26,21,0.012658227848101266,0.8461538461538461,0.07692307692307693,6.0769230769230775,0.0,1,0,2,0.0,0.0,0,4,0.0,0.0,0,12,0.0,0.0
Kd_Ki,REFRESH_NO_PRIOR_RELATION,DTIAM_comparator,dtiam_probability,79,1,78,26,21,0.012658227848101266,0.7948717948717949,0.058823529411764705,4.647058823529412,1.0,1,1,1,0.5,1.0,1,2,0.3333333333333333,1.0,1,5,0.16666666666666666,1.0
Kd_Ki,REFRESH_DRUG_UNSEEN_IN_LOCAL_TRAIN,SPR_current,independent_validation_rank_score,14,8,6,10,13,0.5714285714285714,0.7708333333333333,0.8470619658119658,1.4823584401709402,1.0,1,6,2,0.75,0.75,6,2,0.75,0.75,8,3,0.7272727272727273,1.0
Kd_Ki,REFRESH_DRUG_UNSEEN_IN_LOCAL_TRAIN,contract_primary,biomaster_independent_borda_score,14,8,6,10,13,0.5714285714285714,0.6666666666666667,0.6545003607503608,1.1453756313131314,0.0,1,7,2,0.7777777777777778,0.875,7,2,0.7777777777777778,0.875,8,3,0.7272727272727273,1.0
Kd_Ki,REFRESH_DRUG_UNSEEN_IN_LOCAL_TRAIN,neural_full_fit,ensemble_drug_to_target_logit,14,8,6,10,13,0.5714285714285714,0.8125,0.8854548229548229,1.5495459401709402,1.0,1,7,2,0.7777777777777778,0.875,7,2,0.7777777777777778,0.875,7,2,0.7777777777777778,0.875
Kd_Ki,REFRESH_DRUG_UNSEEN_IN_LOCAL_TRAIN,graph_ranker,old_drug_leakage_safe_score_v10,14,8,6,10,13,0.5714285714285714,0.5625,0.6831054362304362,1.1954345134032633,0.0,1,5,3,0.625,0.625,6,3,0.6666666666666666,0.75,7,3,0.7,0.875
Kd_Ki,REFRESH_DRUG_UNSEEN_IN_LOCAL_TRAIN,DTIAM_comparator,dtiam_probability,14,8,6,10,13,0.5714285714285714,0.7708333333333334,0.7881313131313132,1.3792297979797983,0.0,1,4,2,0.6666666666666666,0.5,4,2,0.6666666666666666,0.5,5,3,0.625,0.625
IC50_only,ALL_MERGED,SPR_current,independent_validation_rank_score,1577,844,733,353,242,0.5351934051997463,0.8315644336395905,0.8603037371196582,1.6074632623669445,0.8034262613447724,121,439,74,0.8557504873294347,0.5201421800947867,517,119,0.8128930817610063,0.6125592417061612,637,210,0.7520661157024794,0.754739336492891
IC50_only,ALL_MERGED,contract_primary,biomaster_independent_borda_score,1577,844,733,353,242,0.5351934051997463,0.8556943160290438,0.8778743757547942,1.640293709200605,0.8637870542188488,121,418,44,0.9047619047619048,0.495260663507109,525,74,0.8764607679465777,0.6220379146919431,640,154,0.8060453400503779,0.7582938388625592
IC50_only,ALL_MERGED,neural_full_fit,ensemble_drug_to_target_logit,1577,844,733,353,242,0.5351934051997463,0.8826286830075712,0.8978053615579766,1.677534425565082,0.9026712545989896,121,493,42,0.9214953271028037,0.5841232227488151,596,71,0.8935532233883059,0.7061611374407583,707,136,0.8386714116251482,0.8376777251184834
IC50_only,ALL_MERGED,graph_ranker,old_drug_leakage_safe_score_v10,1577,844,733,353,242,0.5351934051997463,0.7834081195890421,0.7913732186995416,1.4786677320961814,0.8136490959113114,121,370,54,0.8726415094339622,0.43838862559241704,457,86,0.8416206261510129,0.5414691943127962,572,148,0.7944444444444444,0.6777251184834123
IC50_only,ALL_MERGED,DTIAM_comparator,dtiam_probability,1577,844,733,353,242,0.5351934051997463,0.75566716021285,0.77597889209236,1.4499036881867913,0.7617010577851395,121,174,22,0.8877551020408163,0.20616113744075829,256,45,0.8504983388704319,0.3033175355450237,410,100,0.803921568627451,0.48578199052132703
IC50_only,REFRESH_COVERED,SPR_current,independent_validation_rank_score,742,458,284,168,192,0.6172506738544474,0.8423565409926811,0.8992752817660599,1.4569044957869355,0.7373368387430889,40,204,24,0.8947368421052632,0.44541484716157204,260,46,0.8496732026143791,0.5676855895196506,343,94,0.7848970251716247,0.7489082969432315
IC50_only,REFRESH_COVERED,contract_primary,biomaster_independent_borda_score,742,458,284,168,192,0.6172506738544474,0.8477304877298726,0.9035755427795203,1.4638712941973888,0.8518214729152229,40,210,16,0.9292035398230089,0.4585152838427948,273,27,0.91,0.5960698689956332,351,67,0.8397129186602871,0.7663755458515283
IC50_only,REFRESH_COVERED,neural_full_fit,ensemble_drug_to_target_logit,742,458,284,168,192,0.6172506738544474,0.8585629497509072,0.9044304116049757,1.4652562563556595,0.8699892105360856,40,236,16,0.9365079365079365,0.5152838427947598,302,32,0.9041916167664671,0.6593886462882096,375,66,0.8503401360544217,0.8187772925764192
IC50_only,REFRESH_COVERED,graph_ranker,old_drug_leakage_safe_score_v10,742,458,284,168,192,0.6172506738544474,0.7336398302478627,0.789398940714138,1.2788952270958305,0.8069608148514398,40,189,28,0.8709677419354839,0.4126637554585153,244,39,0.8621908127208481,0.5327510917030568,309,60,0.8373983739837398,0.6746724890829694
IC50_only,REFRESH_COVERED,DTIAM_comparator,dtiam_probability,742,458,284,168,192,0.6172506738544474,0.764330524632511,0.8233933972606666,1.333969215649377,0.7284978197478197,40,89,9,0.9081632653061225,0.1943231441048035,135,23,0.8544303797468354,0.29475982532751094,219,54,0.8021978021978022,0.4781659388646288
IC50_only,REFRESH_ABSENT_CHEMBL37,SPR_current,independent_validation_rank_score,103,21,82,61,60,0.20388349514563106,0.8670150987224159,0.7642779918779681,3.7486015792109866,0.8214285714285714,4,6,4,0.6,0.2857142857142857,7,7,0.5,0.3333333333333333,14,16,0.4666666666666667,0.6666666666666666
IC50_only,REFRESH_ABSENT_CHEMBL37,contract_primary,biomaster_independent_borda_score,103,21,82,61,60,0.20388349514563106,0.8246225319396052,0.7806474599061428,3.828889922396796,0.7321428571428572,4,6,0,1.0,0.2857142857142857,11,0,1.0,0.5238095238095238,14,10,0.5833333333333334,0.6666666666666666
IC50_only,REFRESH_ABSENT_CHEMBL37,neural_full_fit,ensemble_drug_to_target_logit,103,21,82,61,60,0.20388349514563106,0.8089430894308943,0.5599297230230122,2.7463219748271555,0.875,4,4,3,0.5714285714285714,0.19047619047619047,6,10,0.375,0.2857142857142857,12,18,0.4,0.5714285714285714
