pair_id,ligand_inchikey,target_chembl_id,gene_symbol,label,binary_label,source_rows,sources,endpoints,relations,min_nM,max_nM,has_grey,has_unresolved,positive_record_ids,negative_record_ids,endpoint_group,refresh_covered,existing_ChEMBL37_numeric_pair,local_training_exact_pair,local_training_connectivity_pair,local_training_drug_seen,local_training_target_seen,drug_names,known_relation_excluded,known_training,known_chembl37,novelty_pass,identity_scope_pass,chemistry_policy_pass,independent_validation_rank_score,biomaster_independent_borda_score,ensemble_drug_to_target_logit,old_drug_leakage_safe_score_v10,dtiam_probability,rank_SPR_current,rank_contract_primary,rank_neural_full_fit,rank_graph_ranker,rank_DTIAM_comparator,scored,refresh_endpoint_covered,use_status
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3582,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3582,PRKCE,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26450;31181;42867;143106,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5568,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26466;34350;44211;143124,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-0.2485738023353443,0.7088772845953002,-0.058702867,0.2003516121280545,0.80917746,33.0,65.0,19.0,183.0,136.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2527,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL2527,CHEK2,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26564;35722,Kd_Ki,True,False,False,False,True,True,sorafenib,True,False,False,False,True,True,-1.517677461806619,0.5378590078328982,-6.556141,0.175709995486765,0.6967945,85.0,150.0,336.0,210.0,255.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3629,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3629,CSNK2A1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26592;32237;44983;143011,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-2.033281063590535,0.5313315926892951,-2.495916,0.1900398034242417,0.64654076,148.0,159.0,63.0,194.0,285.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1824,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1824,ERBB2,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26608;35723;44531;143108,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,True,False,True,True,-0.7954425069279927,0.9060052219321147,-1.6452423,0.677937427168719,0.5173643,48.0,20.0,37.0,17.0,340.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5838,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26609;32240,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-2.048883814963317,0.2637075718015665,-2.6642814,0.0341290472115009,0.5719047,149.0,332.0,70.0,376.0,317.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3009,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3009,ERBB4,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26610;35731,Kd_Ki,True,False,False,False,True,True,sorafenib,True,False,False,False,True,True,-1.1083389399097765,0.8028720626631853,-0.32566383,0.3229010841916763,0.5164412,57.0,37.0,20.0,98.0,341.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3385,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3385,MAPK3,WEAK_NEGATIVE,0.0,5,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26611;34159;42508;143012;143761,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,True,False,True,True,-2.7744961907383945,0.3054830287206266,-6.8322463,0.1785006249680311,0.7498822,251.0,314.0,351.0,207.0,205.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4040,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL4040,MAPK1,WEAK_NEGATIVE,0.0,5,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26612;30277;44731;143013;143757,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,True,False,True,True,-2.0504317837847954,0.5469973890339426,-6.044287,0.199918090753288,0.7288557,150.0,140.0,298.0,184.0,232.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3973,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26621;29345;43295;143118,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-0.3607745320856303,0.6514360313315927,-3.6061094,0.1489709763337101,0.8067134,36.0,83.0,107.0,235.0,141.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1991,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1991,IKBKB,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26634;32225,Kd_Ki,True,False,False,False,True,True,sorafenib,True,False,False,False,True,True,-2.1065937433378883,0.2454308093994778,-5.785937,0.0393474406498554,0.7138659,156.0,338.0,269.0,367.0,243.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL5616,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL5616,ACVR2A,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26783;33503;123481;123482,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL5311,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL5311,ACVRL1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,30000.0,False,False,,26785;36488;123485;123486,Kd_Ki,True,True,False,False,True,True,quizartinib,True,False,False,False,True,False,-0.999126095686867,0.4960835509138381,-4.336147,0.1954144776010456,0.9506575,39.0,187.0,124.0,314.0,14.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2959,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,26855;31187;43643;143033,Kd_Ki,True,True,False,False,True,True,sorafenib,True,False,False,False,True,True,-1.731475456365602,0.5352480417754569,-4.0377545,0.1428302318080347,0.8329055,99.0,155.0,126.0,240.0,92.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
BMPDWHIDQYTSHX-UHFFFAOYSA-N__CHEMBL1833,BMPDWHIDQYTSHX-UHFFFAOYSA-N,CHEMBL1833,HTR2B,WEAK_NEGATIVE,0.0,2,BindingDB_202609;ChEMBL37_existing,Ki,>,10000.0,10000.0,False,False,,27208;119906,Kd_Ki,True,True,False,False,False,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL1833,GZUITABIAKMVPG-UHFFFAOYSA-N,CHEMBL1833,HTR2B,POSITIVE,1.0,2,BindingDB_202609;ChEMBL37_existing,Ki,=,69.0,69.0,False,False,27209;129963,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL1908389,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28486,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.9489462935040456,0.5574412532637075,4.2775865,0.2495200570714177,0.80452573,108.0,156.0,5.0,237.0,156.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3788,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL3788,PLK4,POSITIVE,1.0,2,BindingDB_202609;ChEMBL37_existing,Kd,=,96.0,1954.0,True,False,28617,,Kd_Ki,True,True,False,False,True,True,fedratinib,True,False,True,False,True,True,-1.2115406744535857,0.6762402088772846,0.2579798,0.2719894005767069,0.9275197,51.0,87.0,8.0,202.0,15.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4142,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL4142,FGFR2,POSITIVE,1.0,1,BindingDB_202609,Kd,=,470.0,470.0,False,False,28665,,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-1.7329043682785883,0.4765013054830287,-2.6827126,0.1911688380354976,0.6738919,90.0,206.0,63.0,295.0,277.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4898,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL4898,NTRK2,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,28698;43859;168674,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-0.7769287746776393,0.6762402088772845,-2.364043,0.2687021702219996,0.6501674,20.0,78.0,25.0,231.0,57.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL2007,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL2007,PDGFRA,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,28700;43507;168731,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-2.101543352708959,0.7911227154046997,-2.2979665,0.648805439027712,0.5542793,43.0,38.0,21.0,56.0,97.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3582,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3582,PRKCE,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,28710;42865;139292,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5274,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL5274,TIE1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,28713;44627;139288,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2959,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,28716;43641;139223,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-2.494376639803774,0.8420365535248042,-4.8639884,0.8416010029356045,0.83853334,127.0,28.0,183.0,7.0,53.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3145,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28732,Kd_Ki,True,False,False,False,True,True,imatinib,False,False,False,True,True,True,-3.009210465102673,0.2885117493472585,-3.1246414,0.1233555154592985,0.4772109,191.0,308.0,55.0,297.0,273.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1908389,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28743,Kd_Ki,True,False,False,False,True,True,imatinib,True,False,False,False,True,True,-3.185115729548837,0.2767624020887728,-5.6271577,0.086622990361381,0.7809023,218.0,315.0,270.0,347.0,103.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1908389,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28774,Kd_Ki,True,False,False,False,True,True,nilotinib,True,False,False,False,True,True,-1.438666436205326,0.4712793733681462,-5.303365,0.2340422698042542,0.88453794,110.0,206.0,318.0,291.0,217.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2527,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL2527,CHEK2,POSITIVE,1.0,1,BindingDB_202609,Kd,=,120.0,120.0,False,False,28783,,Kd_Ki,True,False,False,False,True,True,bosutinib,True,False,False,False,True,True,-1.5314509657311954,0.5874673629242819,-1.3464454,0.2206059027383438,0.8151421,60.0,118.0,74.0,224.0,197.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL3009,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL3009,ERBB4,POSITIVE,1.0,1,BindingDB_202609,Kd,=,26.0,26.0,False,False,28793,,Kd_Ki,True,False,False,False,True,True,bosutinib,True,False,False,False,True,True,-0.6968147550493157,0.9255874673629244,0.80373716,0.6493140254106294,0.91253537,25.0,13.0,33.0,22.0,44.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1991,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL1991,IKBKB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28810,Kd_Ki,True,False,False,False,True,True,bosutinib,True,False,False,False,True,True,-1.4732023052123608,0.3903394255874673,-3.6821613,0.0518375091623039,0.8448779,56.0,262.0,208.0,380.0,155.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL5616,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL5616,ACVR2A,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28812,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3973,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28921,Kd_Ki,True,False,False,False,True,True,nilotinib,True,False,False,False,True,True,-1.8735397414846449,0.6540469973890339,-2.4740899,0.4947243300081427,0.849397,148.0,83.0,89.0,96.0,264.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5274,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL5274,TIE1,POSITIVE,1.0,1,BindingDB_202609,Kd,=,700.0,700.0,False,False,28999,,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2959,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL2959,ITK,POSITIVE,1.0,1,BindingDB_202609,Kd,=,490.0,490.0,False,False,29002,,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-0.4161251933934606,0.9425587467362924,-1.6913266,0.5665640176115292,0.9000325,22.0,10.0,29.0,21.0,47.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL5608,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL5608,NTRK3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29072,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.3846403100319367,0.4112271540469974,-4.6588006,0.0318866352768446,0.55494905,119.0,252.0,258.0,297.0,179.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL5331,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL5331,MERTK,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29074,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-3.1310672015712173,0.1449086161879895,-4.0993605,0.0161998767791056,0.30070937,250.0,364.0,199.0,364.0,329.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL3935,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL3935,AURKC,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29075,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.5605242891006,0.5261096605744126,-2.4678679,0.0595816613450469,0.74604946,152.0,177.0,42.0,204.0,46.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4247,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL4247,ALK,POSITIVE,1.0,1,BindingDB_202609,Kd,=,240.0,240.0,False,False,29137,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-0.8870742468262002,0.9190600522193212,2.5183964,0.5844937835689163,0.8217355,10.0,2.0,16.0,38.0,140.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL1163124,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29156,Kd_Ki,True,False,False,False,True,True,fostamatinib,False,False,False,True,False,True,-3.103829080860114,0.5104438642297651,2.308636,0.4317301261318811,0.7832183,266.0,185.0,19.0,110.0,172.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL2842,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL2842,MTOR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29160,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.9918671553651508,0.4190600522193212,-4.3219166,0.1672350017291927,0.64453524,114.0,245.0,215.0,303.0,260.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL1163124,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29214,Kd_Ki,True,False,False,False,True,True,vandetanib,False,False,False,True,True,True,-5.170853325382101,0.4680156657963447,-4.897512,0.5807321808661969,0.16028935,325.0,214.0,263.0,38.0,339.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL2842,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL2842,MTOR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29218,Kd_Ki,True,False,False,False,True,True,vandetanib,True,False,False,False,True,True,-4.145805856001436,0.3133159268929504,-5.139733,0.2743786058378797,0.1488563,249.0,312.0,286.0,213.0,356.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3130,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29220,Kd_Ki,True,False,False,False,True,True,vandetanib,False,False,False,True,True,True,-3.643077572389696,0.6488250652741514,-2.8377666,0.5716229345702908,0.19119687,135.0,83.0,118.0,40.0,292.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2842,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL2842,MTOR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29256,Kd_Ki,True,False,False,False,True,True,lapatinib,True,False,False,False,True,False,-3.1923947014481606,0.2310704960835509,-5.2294526,0.2363049976113903,0.60797393,254.0,349.0,217.0,260.0,329.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL5608,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL5608,NTRK3,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,29708;43881;122243,Kd_Ki,True,True,False,False,True,True,pazopanib,True,False,False,False,True,True,-1.8915840392747805,0.8511749347258486,1.4575019,0.8651176832261717,0.93316555,95.0,21.0,30.0,9.0,4.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL5311,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL5311,ACVRL1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,29719;44411;122283,Kd_Ki,True,True,False,False,True,True,pazopanib,True,False,False,False,True,True,-2.1751180048907344,0.5496083550913837,-5.022265,0.4611990789161488,0.9199845,139.0,149.0,322.0,207.0,41.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
