model,drug_id,drug_name,top10_weight,targets_with_top10_weight
drugclip,WOSKHXYHFSIKNG-UHFFFAOYSA-N,lenvatinib,1.0,1
drugclip,WPVFJKSGQUFQAP-GKAPJAKFSA-N,valganciclovir,1.0,1
drugclip,WRFHGDPIDHPWIQ-UHFFFAOYSA-N,sparsentan,1.0,1
drugclip,WXXSNCNJFUAIDG-UHFFFAOYSA-N,riociguat,1.0,1
drugclip,WYQPLTPSGFELIB-JTQPXKBDSA-N,difluprednate,1.0,1
drugclip,XHOLNRLADUSQLD-UHFFFAOYSA-N,betrixaban,1.0,1
drugclip,XIQVNETUBQGFHX-UHFFFAOYSA-N,oxybutynin,1.0,1
drugclip,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,prednisone,1.0,1
drugclip,XPIJWUTXQAGSLK-UHFFFAOYSA-N,ozenoxacin,1.0,1
drugclip,XWLUWCNOOVRFPX-UHFFFAOYSA-N,fosphenytoin,1.0,1
drugclip,XYLJNLCSTIOKRM-UHFFFAOYSA-N,brimonidine,1.0,1
drugclip,XZXHXSATPCNXJR-ZIADKAODSA-N,nintedanib,1.0,1
drugclip,YALNUENQHAQXEA-UHFFFAOYSA-N,givinostat,1.0,1
drugclip,YBSJFWOBGCMAKL-UHFFFAOYSA-N,dabigatran etexilate,1.0,1
drugclip,YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,1.0,1
drugclip,YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,1.0,1
drugclip,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,viloxazine,1.0,1
drugclip,YXRDKMPIGHSVRX-OOJCLDBCSA-N,rocuronium,1.0,1
drugclip,ZBGXUVOIWDMMJE-QHNZEKIYSA-N,vorapaxar,1.0,1
drugclip,ZGLHBRQAEXKACO-XJRQOBMKSA-N,doxercalciferol,1.0,1
drugclip,ZKLPARSLTMPFCP-OAQYLSRUSA-N,levocetirizine,1.0,1
drugclip,ZKLPARSLTMPFCP-UHFFFAOYSA-N,cetirizine,1.0,1
drugclip,ZSWMIFNWDQEXDT-ZESJGQACSA-N,zoliflodacin,1.0,1
dtbind,VSNHCAURESNICA-UHFFFAOYSA-N,hydroxyurea,12.0,12
dtbind,WINHZLLDWRZWRT-ATVHPVEESA-N,sunitinib,11.0,11
dtbind,ACWZRVQXLIRSDF-UHFFFAOYSA-N,binimetinib,10.0,10
dtbind,LCQLHJZYVOQKHU-VKHMYHEASA-N,carglumic acid,10.0,10
dtbind,BMGQWWVMWDBQGC-IIFHNQTCSA-N,midostaurin,9.0,9
dtbind,CYOHGALHFOKKQC-UHFFFAOYSA-N,selumetinib,9.0,9
dtbind,JDUBGYFRJFOXQC-KRWDZBQOSA-N,capivasertib,9.0,9
dtbind,MQJKPEGWNLWLTK-UHFFFAOYSA-N,dapsone,9.0,9
dtbind,XDXWLKQMMKQXPV-QYQHSDTDSA-N,eltrombopag,9.0,9
dtbind,XHOLNRLADUSQLD-UHFFFAOYSA-N,betrixaban,9.0,9
dtbind,JWNPDZNEKVCWMY-VQHVLOKHSA-N,neratinib,8.0,8
dtbind,KBOPZPXVLCULAV-UHFFFAOYSA-N,balsalazide;mesalamine,8.0,8
dtbind,HEFNNWSXXWATRW-UHFFFAOYSA-N,ibuprofen,7.0,7
dtbind,UBQNRHZMVUUOMG-UHFFFAOYSA-N,zonisamide,7.0,7
dtbind,VZZJRYRQSPEMTK-CALCHBBNSA-N,sonidegib,7.0,7
dtbind,FDTZUTSGGSRHQF-UHFFFAOYSA-N,nitazoxanide,6.0,6
dtbind,GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,6.0,6
dtbind,KPYSYYIEGFHWSV-UHFFFAOYSA-N,baclofen,5.0,5
dtbind,LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,5.0,5
dtbind,OFCNXPDARWKPPY-UHFFFAOYSA-N,allopurinol,5.0,5
dtbind,PHXJVRSECIGDHY-UHFFFAOYSA-N,ponatinib,5.0,5
dtbind,SFLSHLFXELFNJZ-QMMMGPOBSA-N,droxidopa;norepinephrine,5.0,5
dtbind,SOYCMDCMZDHQFP-UHFFFAOYSA-N,nepafenac,5.0,5
dtbind,WEAJZXNPAWBCOA-INIZCTEOSA-N,avanafil,5.0,5
dtbind,FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,4.0,4
dtbind,JGRXMPYUTJLTKT-UHFFFAOYSA-N,vadadustat,4.0,4
dtbind,JZUFKLXOESDKRF-UHFFFAOYSA-N,hydrochlorothiazide,4.0,4
dtbind,KJADKKWYZYXHBB-XBWDGYHZSA-N,topiramate,4.0,4
dtbind,KTUFNOKKBVMGRW-UHFFFAOYSA-N,imatinib,4.0,4
dtbind,MKPLKVHSHYCHOC-AHTXBMBWSA-N,travoprost,4.0,4
dtbind,NIJJYAXOARWZEE-UHFFFAOYSA-N,valproate,4.0,4
dtbind,OEOLOEUAGSPDLT-UHFFFAOYSA-N,minoxidil,4.0,4
dtbind,PJDFLNIOAUIZSL-UHFFFAOYSA-N,vigabatrin,4.0,4
dtbind,QXWYKJLNLSIPIN-JGVFFNPUSA-N,droxidopa,4.0,4
dtbind,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,nimodipine,4.0,4
dtbind,XRVDGNKRPOAQTN-FQEVSTJZSA-N,ozanimod,4.0,4
dtbind,YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,4.0,4
dtbind,ZBGXUVOIWDMMJE-QHNZEKIYSA-N,vorapaxar,4.0,4
dtbind,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,bromfenac,4.0,4
dtbind,SHGAZHPCJJPHSC-XFYACQKRSA-N,isotretinoin,3.5,4
dtbind,SHGAZHPCJJPHSC-YCNIQYBTSA-N,tretinoin,3.5,4
dtbind,ACWBQPMHZXGDFX-QFIPXVFZSA-N,valsartan,3.0,3
dtbind,AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,3.0,3
dtbind,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,3.0,3
dtbind,DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,3.0,3
dtbind,IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,3.0,3
dtbind,IKENVDNFQMCRTR-UHFFFAOYSA-N,conivaptan,3.0,3
dtbind,IPOKCKJONYRRHP-FMQUCBEESA-N,balsalazide,3.0,3
dtbind,MLDQJTXFUGDVEO-UHFFFAOYSA-N,sorafenib,3.0,3
dtbind,NDCUAPJVLWFHHB-UHNVWZDZSA-N,avibactam,3.0,3
dtbind,NKHAVTQWNUWKEO-NSCUHMNNSA-N,diroximel fumarate;monomethyl fumarate,3.0,3
dtbind,NNJVILVZKWQKPM-UHFFFAOYSA-N,lidocaine,3.0,3
dtbind,OGQICQVSFDPSEI-UHFFFAOYSA-N,tazarotene,3.0,3
dtbind,PYZRQGJRPPTADH-UHFFFAOYSA-N,lamotrigine,3.0,3
dtbind,QEFAQIPZVLVERP-UHFFFAOYSA-N,nepafenac,3.0,3
dtbind,SNIOPGDIGTZGOP-UHFFFAOYSA-N,nitroglycerin,3.0,3
dtbind,SUJUHGSWHZTSEU-FYBSXPHGSA-N,tipranavir,3.0,3
dtbind,WDENQIQQYWYTPO-IBGZPJMESA-N,acalabrutinib,3.0,3
dtbind,WPVFJKSGQUFQAP-GKAPJAKFSA-N,valganciclovir,3.0,3
dtbind,WSNODXPBBALQOF-VEJSHDCNSA-N,tafluprost,3.0,3
dtbind,WTDRDQBEARUVNC-LURJTMIESA-N,levodopa,3.0,3
dtbind,XZXHXSATPCNXJR-ZIADKAODSA-N,nintedanib,3.0,3
dtbind,YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,3.0,3
dtbind,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dasatinib,3.0,3
dtbind,BPZSYCZIITTYBL-YJYMSZOUSA-N,arformoterol,2.0,2
dtbind,BTCRKOKVYTVOLU-SJSRKZJXSA-N,bexagliflozin,2.0,2
dtbind,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,darunavir,2.0,2
dtbind,DBABZHXKTCFAPX-UHFFFAOYSA-N,probenecid,2.0,2
dtbind,DIWRORZWFLOCLC-UHFFFAOYSA-N,lorazepam,2.0,2
dtbind,DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,2.0,2
dtbind,DYDCPNMLZGFQTM-UHFFFAOYSA-N,delafloxacin,2.0,2
dtbind,FNHKPVJBJVTLMP-UHFFFAOYSA-N,regorafenib,2.0,2
dtbind,FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,2.0,2
dtbind,HCRKCZRJWPKOAR-JTQLQIEISA-N,brinzolamide,2.0,2
dtbind,HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,2.0,2
dtbind,IOOWNWLVCOUUEX-WPRPVWTQSA-N,vaborbactam,2.0,2
dtbind,IRSCQMHQWWYFCW-UHFFFAOYSA-N,ganciclovir,2.0,2
dtbind,KPBZROQVTHLCDU-UHFFFAOYSA-N,clevidipine,2.0,2
dtbind,KSGXQBZTULBEEQ-UHFFFAOYSA-N,dabigatran etexilate,2.0,2
dtbind,KWGRBVOPPLSCSI-WCBMZHEXSA-N,pseudoephedrine,2.0,2
dtbind,KWGRBVOPPLSCSI-WPRPVWTQSA-N,ephedrine,2.0,2
dtbind,LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,2.0,2
dtbind,LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,2.0,2
dtbind,MCGSCOLBFJQGHM-SCZZXKLOSA-N,abacavir,2.0,2
dtbind,METQSPRSQINEEU-HXCATZOESA-N,drospirenone,2.0,2
dtbind,MLBVMOWEQCZNCC-OEMFJLHTSA-N,fosamprenavir,2.0,2
dtbind,MQOBSOSZFYZQOK-UHFFFAOYSA-N,choline fenofibrate;fenofibrate,2.0,2
dtbind,NCNRHFGMJRPRSK-MDZDMXLPSA-N,belinostat,2.0,2
dtbind,NUKYPUAOHBNCPY-UHFFFAOYSA-N,dalfampridine,2.0,2
dtbind,OLNTVTPDXPETLC-XPWALMASSA-N,ezetimibe,2.0,2
dtbind,OUBCNLGXQFSTLU-UHFFFAOYSA-N,nitisinone,2.0,2
dtbind,OYTKINVCDFNREN-UHFFFAOYSA-N,amifampridine,2.0,2
dtbind,OZWKMVRBQXNZKK-UHFFFAOYSA-N,ketorolac,2.0,2
dtbind,PBAPPPCECJKMCM-IBGZPJMESA-N,mirabegron,2.0,2
dtbind,PURKAOJPTOLRMP-UHFFFAOYSA-N,deutivacaftor;ivacaftor,2.0,2
dtbind,QADPYRIHXKWUSV-UHFFFAOYSA-N,infigratinib,2.0,2
dtbind,QDGZDCVAUDNJFG-FXQIFTODSA-N,entecavir,2.0,2
dtbind,RZVAJINKPMORJF-UHFFFAOYSA-N,acetaminophen,2.0,2
dtbind,SJZRECIVHVDYJC-UHFFFAOYSA-N,oxybate,2.0,2
dtbind,UBPYILGKFZZVDX-UHFFFAOYSA-N,bosutinib,2.0,2
dtbind,UCTWMZQNUQWSLP-VIFPVBQESA-N,epinephrine,2.0,2
dtbind,UGJMXCAKCUNAIE-UHFFFAOYSA-N,gabapentin,2.0,2
dtbind,ULXXDDBFHOBEHA-CWDCEQMOSA-N,afatinib,2.0,2
dtbind,UZHSEJADLWPNLE-GRGSLBFTSA-N,naloxone,2.0,2
dtbind,VGYFMXBACGZSIL-MCBHFWOFSA-N,pitavastatin,2.0,2
dtbind,VYFYYTLLBUKUHU-UHFFFAOYSA-N,levodopa,2.0,2
dtbind,XPOQHMRABVBWPR-ZDUSSCGKSA-N,efavirenz,2.0,2
dtbind,XUKUURHRXDUEBC-KAYWLYCHSA-N,atorvastatin,2.0,2
dtbind,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,hydroxychloroquine,2.0,2
dtbind,YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,2.0,2
dtbind,AAOVKJBEBIDNHE-UHFFFAOYSA-N,diazepam,1.0,1
dtbind,ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,1.0,1
dtbind,AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,1.0,1
dtbind,BISPBXFUKNXOQY-RITPCOANSA-N,durlobactam,1.0,1
dtbind,BMEARIQHWSVDBS-SNVBAGLBSA-N,cipepofol,1.0,1
dtbind,BMPDWHIDQYTSHX-AWEZNQCLSA-N,eslicarbazepine,1.0,1
dtbind,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,1.0,1
dtbind,BQSJTQLCZDPROO-UHFFFAOYSA-N,febuxostat,1.0,1
dtbind,CAVRKWRKTNINFF-UHFFFAOYSA-N,tradipitant,1.0,1
dtbind,CMHHMUWAYWTMGS-UHFFFAOYSA-N,benoxinate,1.0,1
dtbind,CSKDFZIMJXRJGH-VWLPUNTISA-N,tecovirimat,1.0,1
dtbind,CTRLABGOLIVAIY-UHFFFAOYSA-N,oxcarbazepine,1.0,1
dtbind,CXOXHMZGEKVPMT-UHFFFAOYSA-N,clobazam,1.0,1
dtbind,CYQFCXCEBYINGO-IAGOWNOFSA-N,dronabinol,1.0,1
dtbind,DCCSDBARQIPTGU-HSZRJFAPSA-N,fesoterodine,1.0,1
dtbind,DCOPUUMXTXDBNB-UHFFFAOYSA-N,diclofenac,1.0,1
dtbind,DDOOFTLHJSMHLN-ZQHRPCGSSA-N,ubrogepant,1.0,1
dtbind,DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,1.0,1
dtbind,DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,1.0,1
dtbind,DYKFCLLONBREIL-KVUCHLLUSA-N,minocycline,1.0,1
dtbind,FFGPTBGBLSHEPO-UHFFFAOYSA-N,carbamazepine,1.0,1
dtbind,FKENQMMABCRJMK-RITPCOANSA-N,sulbactam,1.0,1
dtbind,GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide,1.0,1
dtbind,GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,1.0,1
dtbind,GOTYRUGSSMKFNF-UHFFFAOYSA-N,lenalidomide,1.0,1
dtbind,HNPFPERDNWXAGS-NFVOFSAMSA-N,latanoprost,1.0,1
dtbind,HPNSFSBZBAHARI-RUDMXATFSA-N,mycophenolate mofetil,1.0,1
dtbind,HTIQEAQVCYTUBX-UHFFFAOYSA-N,amlodipine,1.0,1
dtbind,IPVQLZZIHOAWMC-QXKUPLGCSA-N,perindopril,1.0,1
dtbind,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,amiodarone,1.0,1
dtbind,JEECQCWWSTZDCK-IQZGDKDPSA-N,omadacycline,1.0,1
dtbind,JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,1.0,1
dtbind,JUZYLCPPVHEVSV-LJQANCHMSA-N,elvitegravir,1.0,1
dtbind,KDLRVYVGXIQJDK-AWPVFWJPSA-N,clindamycin,1.0,1
dtbind,KIQXRQVVYTYYAZ-VKVYFNERSA-N,tafluprost,1.0,1
dtbind,KKGQTZUTZRNORY-UHFFFAOYSA-N,fingolimod,1.0,1
dtbind,LDCRTTXIJACKKU-ONEGZZNKSA-N,dimethyl fumarate,1.0,1
dtbind,LDEKQSIMHVQZJK-CAQYMETFSA-N,tenofovir alafenamide,1.0,1
dtbind,LIENCHBZNNMNKG-OJFNHCPVSA-N,nirmatrelvir,1.0,1
dtbind,LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,1.0,1
dtbind,LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,1.0,1
dtbind,LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,1.0,1
dtbind,LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,1.0,1
dtbind,MEJLVLMAJJRLCR-GCCNXGTGSA-N,romidepsin,1.0,1
dtbind,MFFMDFFZMYYVKS-SECBINFHSA-N,sitagliptin,1.0,1
dtbind,MKUXAQIIEYXACX-UHFFFAOYSA-N,acyclovir,1.0,1
dtbind,MSYKRHVOOPPJKU-BDAKNGLRSA-N,brivaracetam,1.0,1
dtbind,MVGWUTBTXDYMND-QGZVFWFLSA-N,etrasimod,1.0,1
dtbind,MXAYKZJJDUDWDS-LBPRGKRZSA-N,ixazomib,1.0,1
dtbind,NGBFQHCMQULJNZ-UHFFFAOYSA-N,torsemide,1.0,1
dtbind,NOZIJMHMKORZBA-KJCUYJGMSA-N,lusutrombopag,1.0,1
dtbind,ODAIHABQVKJNIY-PEDHHIEDSA-N,perindopril,1.0,1
dtbind,PDWUPXJEEYOOTR-UHFFFAOYSA-N,3-iodobenzylguanidine,1.0,1
dtbind,POGQSBRIGCQNEG-UHFFFAOYSA-N,rufinamide,1.0,1
dtbind,PURKAOJPTOLRMP-ASMGOKTBSA-N,deutivacaftor,1.0,1
dtbind,PYNXFZCZUAOOQC-UTKZUKDTSA-N,sacubitril,1.0,1
dtbind,QCHFTSOMWOSFHM-WPRPVWTQSA-N,pilocarpine,1.0,1
dtbind,QFNHIDANIVGXPE-FNZWTVRRSA-N,eluxadoline,1.0,1
dtbind,QIVUCLWGARAQIO-OLIXTKCUSA-N,atogepant,1.0,1
dtbind,QRPZBKAMSFHVRW-UHFFFAOYSA-N,fostemsavir,1.0,1
dtbind,QXWZQTURMXZVHJ-UHFFFAOYSA-N,selexipag,1.0,1
dtbind,QYSXJUFSXHHAJI-YRZJJWOYSA-N,cholecalciferol,1.0,1
dtbind,RITAVMQDGBJQJZ-FMIVXFBMSA-N,axitinib,1.0,1
dtbind,RNOAOAWBMHREKO-QFIPXVFZSA-N,zanubrutinib,1.0,1
dtbind,RUDATBOHQWOJDD-BSWAIDMHSA-N,chenodiol,1.0,1
dtbind,RYIDHLJADOKWFM-MAODMQOUSA-N,samidorphan,1.0,1
dtbind,SDUQYLNIPVEERB-QPPQHZFASA-N,gemcitabine,1.0,1
dtbind,SGUAFYQXFOLMHL-UHFFFAOYSA-N,labetalol,1.0,1
dtbind,TTWJBBZEZQICBI-UHFFFAOYSA-N,metoclopramide,1.0,1
dtbind,TTZHDVOVKQGIBA-IQWMDFIBSA-N,sofosbuvir,1.0,1
dtbind,UHSKFQJFRQCDBE-UHFFFAOYSA-N,ropinirole,1.0,1
dtbind,UQRORFVVSGFNRO-UTINFBMNSA-N,miglustat,1.0,1
dtbind,UVSMNLNDYGZFPF-UHFFFAOYSA-N,pomalidomide,1.0,1
dtbind,VNFPBHJOKIVQEB-UHFFFAOYSA-N,clotrimazole,1.0,1
dtbind,VPJXQGSRWJZDOB-UHFFFAOYSA-O,carbachol,1.0,1
dtbind,VPPJLAIAVCUEMN-GFCCVEGCSA-N,lacosamide,1.0,1
dtbind,VREFGVBLTWBCJP-UHFFFAOYSA-N,alprazolam,1.0,1
dtbind,WVLOADHCBXTIJK-YNHQPCIGSA-N,hydrocodone;hydromorphone,1.0,1
dtbind,WWSWYXNVCBLWNZ-QIZQQNKQSA-N,travoprost,1.0,1
dtbind,WYWIFABBXFUGLM-UHFFFAOYSA-N,oxymetazoline,1.0,1
dtbind,XGALLCVXEZPNRQ-UHFFFAOYSA-N,gefitinib,1.0,1
dtbind,XJGVXQDUIWGIRW-UHFFFAOYSA-N,loxapine,1.0,1
dtbind,XQSPYNMVSIKCOC-NTSWFWBYSA-N,emtricitabine,1.0,1
dtbind,XRQDFNLINLXZLB-CKIKVBCHSA-N,peramivir,1.0,1
dtbind,XWLUWCNOOVRFPX-UHFFFAOYSA-N,fosphenytoin,1.0,1
dtbind,YBSJFWOBGCMAKL-UHFFFAOYSA-N,dabigatran etexilate,1.0,1
dtbind,YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,1.0,1
dtbind,YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,1.0,1
dtbind,YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,1.0,1
dtbind,ZISJNXNHJRQYJO-CMDGGOBGSA-N,tapinarof,1.0,1
dtbind,BMKDZUISNHGIBY-ZETCQYMHSA-N,dexrazoxane,0.5,1
dtbind,QZUDBNBUXVUHMW-UHFFFAOYSA-N,clozapine,0.5,1
dtiam,IIXWYSCJSQVBQM-LLVKDONJSA-N,lorlatinib,38.0,38
dtiam,PEMUGDMSUDYLHU-ZEQRLZLVSA-N,adagrasib,31.0,31
dtiam,MVRHVFSOIWFBTE-INIZCTEOSA-N,elexacaftor,30.0,30
dtiam,AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,24.0,24
dtiam,FIKPXCOQUIZNHB-WDEREUQCSA-N,repotrectinib,24.0,24
dtiam,OZVBMTJYIDMWIL-AYFBDAFISA-N,bromocriptine,24.0,24
dtiam,VCSUIBJKYCVWNF-NRFANRHFSA-N,vanzacaftor,22.0,22
dtiam,OFZJKCQENFPZBH-UHFFFAOYSA-N,avatrombopag,16.0,16
dtiam,UWKQSNNFCGGAFS-XIFFEERXSA-N,irinotecan,15.0,15
dtiam,MDSQOJYHHZBZKA-GBXCKJPGSA-N,telotristat etiprate,11.0,11
dtiam,NXQKSXLFSAEQCZ-SFHVURJKSA-N,sotorasib,11.0,11
dtiam,XRVDGNKRPOAQTN-FQEVSTJZSA-N,ozanimod,11.0,11
dtiam,LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,10.0,10
dtiam,PQXKDMSYBGKCJA-CVTJIBDQSA-N,lurasidone,10.0,10
dtiam,BZZKEPGENYLQSC-FIBGUPNXSA-N,deucravacitinib,9.0,9
dtiam,BZZKEPGENYLQSC-UHFFFAOYSA-N,deucravacitinib,9.0,9
dtiam,GHILNKWBALQPDP-UHFFFAOYSA-N,paltusotine,9.0,9
dtiam,PMXMIIMHBWHSKN-UHFFFAOYSA-N,paliperidone,8.0,8
dtiam,SHGAZHPCJJPHSC-XFYACQKRSA-N,isotretinoin,6.5,8
dtiam,SHGAZHPCJJPHSC-YCNIQYBTSA-N,tretinoin,6.5,8
dtiam,BTBHLEZXCOBLCY-QGZVFWFLSA-N,finerenone,6.0,6
dtiam,FRVSRBKUQZKTOW-YOCNBXQISA-N,revumenib,6.0,6
dtiam,IEAKXXNRGSLYTQ-DEOSSOPVSA-N,crinecerfont,6.0,6
dtiam,QYSXJUFSXHHAJI-YRZJJWOYSA-N,cholecalciferol,6.0,6
dtiam,YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,5.0,5
dtiam,DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,4.0,4
dtiam,LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,4.0,4
dtiam,MFBCDACCJCDGBA-UHFFFAOYSA-N,trifarotene,4.0,4
dtiam,NCLGDOBQAWBXRA-PGRDOPGGSA-N,telotristat etiprate,4.0,4
dtiam,VSWBSWWIRNCQIJ-HUUCEWRRSA-N,asenapine,4.0,4
dtiam,ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,3.0,3
dtiam,BLIJXOOIHRSQRB-PXYINDEMSA-N,darolutamide,3.0,3
dtiam,DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,3.0,3
dtiam,HCRKCZRJWPKOAR-JTQLQIEISA-N,brinzolamide,3.0,3
dtiam,IKENVDNFQMCRTR-UHFFFAOYSA-N,conivaptan,3.0,3
dtiam,JYTNQNCOQXFQPK-MRXNPFEDSA-N,suvorexant,3.0,3
dtiam,JZUFKLXOESDKRF-UHFFFAOYSA-N,hydrochlorothiazide,3.0,3
dtiam,NDDAHWYSQHTHNT-UHFFFAOYSA-N,indapamide,3.0,3
dtiam,RZEKVGVHFLEQIL-UHFFFAOYSA-N,celecoxib,3.0,3
dtiam,STPKWKPURVSAJF-LJEWAXOPSA-N,maralixibat,3.0,3
dtiam,VWUXBMIQPBEWFH-WCCTWKNTSA-N,fulvestrant,3.0,3
dtiam,XJGVXQDUIWGIRW-UHFFFAOYSA-N,loxapine,3.0,3
dtiam,DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,2.0,2
dtiam,GBLBJPZSROAGMF-RWYJCYHVSA-N,pralsetinib,2.0,2
dtiam,GZOSMCIZMLWJML-VJLLXTKPSA-N,abiraterone,2.0,2
dtiam,IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,2.0,2
dtiam,JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,2.0,2
dtiam,JJVAPHYEOZSKJZ-JGCGQSQUSA-N,zavegepant,2.0,2
dtiam,KRNAOFGYEFKHPB-ANJVHQHFSA-N,rimegepant,2.0,2
dtiam,KSGXQBZTULBEEQ-UHFFFAOYSA-N,dabigatran etexilate,2.0,2
dtiam,LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,2.0,2
dtiam,NYDCDZSEEAUOHN-IZHYLOQSSA-N,tamoxifen,2.0,2
dtiam,NYNZQNWKBKUAII-KBXCAEBGSA-N,larotrectinib,2.0,2
dtiam,PDGKHKMBHVFCMG-UHFFFAOYSA-N,trilaciclib,2.0,2
dtiam,PYGWGZALEOIKDF-UHFFFAOYSA-N,etravirine,2.0,2
dtiam,QIVUCLWGARAQIO-OLIXTKCUSA-N,atogepant,2.0,2
dtiam,RZVPBGBYGMDSBG-GGAORHGYSA-N,baloxavir marboxil,2.0,2
dtiam,VOVZXURTCKPRDQ-CQSZACIVSA-N,asciminib,2.0,2
dtiam,XUFQPHANEAPEMJ-UHFFFAOYSA-N,famotidine,2.0,2
dtiam,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,furosemide,2.0,2
dtiam,ACWZRVQXLIRSDF-UHFFFAOYSA-N,binimetinib,1.0,1
dtiam,AHOUBRCZNHFOSL-YOEHRIQHSA-N,paroxetine,1.0,1
dtiam,AILRADAXUVEEIR-UHFFFAOYSA-N,brigatinib,1.0,1
dtiam,BFPYWIDHMRZLRN-SLHNCBLASA-N,ethinyl estradiol,1.0,1
dtiam,BMGQWWVMWDBQGC-IIFHNQTCSA-N,midostaurin,1.0,1
dtiam,BSMCAPRUBJMWDF-KRWDZBQOSA-N,cobimetinib,1.0,1
dtiam,CYOHGALHFOKKQC-UHFFFAOYSA-N,selumetinib,1.0,1
dtiam,DHMTURDWPRKSOA-RUZDIDTESA-N,lonafarnib,1.0,1
dtiam,FJHBVJOVLFPMQE-QFIPXVFZSA-N,irinotecan,1.0,1
dtiam,FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,1.0,1
dtiam,FWZAWAUZXYCBKZ-NSHDSACASA-N,pirtobrutinib,1.0,1
dtiam,GGCSSNBKKAUURC-UHFFFAOYSA-N,sufentanil,1.0,1
dtiam,GKHIVNAUVKXIIY-UHFFFAOYSA-N,belumosudil,1.0,1
dtiam,GYHCTFXIZSNGJT-UHFFFAOYSA-N,tolvaptan,1.0,1
dtiam,HKDLNTKNLJPAIY-WKWWZUSTSA-N,ulipristal,1.0,1
dtiam,HOIIHACBCFLJET-SFTDATJTSA-N,lumateperone,1.0,1
dtiam,JEECQCWWSTZDCK-IQZGDKDPSA-N,omadacycline,1.0,1
dtiam,JURKNVYFZMSNLP-UHFFFAOYSA-N,cyclobenzaprine,1.0,1
dtiam,JWJOTENAMICLJG-QWBYCMEYSA-N,dutasteride,1.0,1
dtiam,JWUBBDSIWDLEOM-DTOXIADCSA-N,calcifediol,1.0,1
dtiam,KDLRVYVGXIQJDK-AWPVFWJPSA-N,clindamycin,1.0,1
dtiam,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,trametinib,1.0,1
dtiam,LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,1.0,1
dtiam,MEJLVLMAJJRLCR-GCCNXGTGSA-N,romidepsin,1.0,1
