model,drug_id,drug_name,top10_weight,targets_with_top10_weight
dtiam,MJIHNNLFOKEZEW-RUZDIDTESA-N,dexlansoprazole,1.0,1
dtiam,MJIHNNLFOKEZEW-UHFFFAOYSA-N,lansoprazole,1.0,1
dtiam,MUGXRYIUWFITCP-PGRDOPGGSA-N,lemborexant,1.0,1
dtiam,MVWVFYHBGMAFLY-UHFFFAOYSA-N,ziprasidone,1.0,1
dtiam,NBGABHGMJVIVBW-QHCPKHFHSA-N,daridorexant,1.0,1
dtiam,NCNRHFGMJRPRSK-MDZDMXLPSA-N,belinostat,1.0,1
dtiam,NHHQJBCNYHBUSI-UHFFFAOYSA-N,fostamatinib,1.0,1
dtiam,OHRURASPPZQGQM-GCCNXGTGSA-N,romidepsin,1.0,1
dtiam,PIBARDGJJAGJAJ-NQIIRXRSSA-N,danicopan,1.0,1
dtiam,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,cannabidiol,1.0,1
dtiam,QOIGKGMMAGJZNZ-UHFFFAOYSA-N,gepirone,1.0,1
dtiam,QTWZICCBKBYHDM-UHFFFAOYSA-N,methylene blue,1.0,1
dtiam,QZFHIXARHDBPBY-UHFFFAOYSA-N,vericiguat,1.0,1
dtiam,QZUDBNBUXVUHMW-UHFFFAOYSA-N,clozapine,1.0,1
dtiam,RJKFOVLPORLFTN-LEKSSAKUSA-N,progesterone,1.0,1
dtiam,RMRJXGBAOAMLHD-IHFGGWKQSA-N,buprenorphine,1.0,1
dtiam,SNUDIPVBUUXCDG-QHSBEEBCSA-N,tebipenem pivoxil,1.0,1
dtiam,TTZHDVOVKQGIBA-IQWMDFIBSA-N,sofosbuvir,1.0,1
dtiam,UBPYILGKFZZVDX-UHFFFAOYSA-N,bosutinib,1.0,1
dtiam,UCFGDBYHRUNTLO-QHCPKHFHSA-N,topotecan,1.0,1
dtiam,URKOMYMAXPYINW-UHFFFAOYSA-N,quetiapine,1.0,1
dtiam,VFBILHPIHUPBPZ-UHFFFAOYSA-N,difamilast,1.0,1
dtiam,WANIDIGFXJFFEL-SANMLTNESA-N,relacorilant,1.0,1
dtiam,WINHZLLDWRZWRT-ATVHPVEESA-N,sunitinib,1.0,1
dtiam,WOSKHXYHFSIKNG-UHFFFAOYSA-N,lenvatinib,1.0,1
dtiam,WYQFJHHDOKWSHR-MNOVXSKESA-N,upadacitinib,1.0,1
dtiam,XHOLNRLADUSQLD-UHFFFAOYSA-N,betrixaban,1.0,1
dtiam,YALNUENQHAQXEA-UHFFFAOYSA-N,givinostat,1.0,1
dtiam,YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,1.0,1
dtiam,ZBGXUVOIWDMMJE-QHNZEKIYSA-N,vorapaxar,1.0,1
nesso,VNFPBHJOKIVQEB-UHFFFAOYSA-N,clotrimazole,14.0,14
nesso,AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,13.0,13
nesso,WAEXFXRVDQXREF-UHFFFAOYSA-N,vorinostat,13.0,13
nesso,OPXLLQIJSORQAM-UHFFFAOYSA-N,mebendazole,9.0,9
nesso,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,momelotinib,9.0,9
nesso,YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,8.0,8
nesso,FDTZUTSGGSRHQF-UHFFFAOYSA-N,nitazoxanide,7.0,7
nesso,QTWZICCBKBYHDM-UHFFFAOYSA-N,methylene blue,7.0,7
nesso,SHGAZHPCJJPHSC-XFYACQKRSA-N,isotretinoin,7.0,7
nesso,SNIOPGDIGTZGOP-UHFFFAOYSA-N,nitroglycerin,7.0,7
nesso,CEFJVGZHQAGLHS-UHFFFAOYSA-N,ripretinib,6.0,6
nesso,FWLMVFUGMHIOAA-UHFFFAOYSA-N,defactinib,6.0,6
nesso,HFZITXBUTWITPT-YWVKMMECSA-N,enmetazobactam,6.0,6
nesso,RZVAJINKPMORJF-UHFFFAOYSA-N,acetaminophen,6.0,6
nesso,SHGAZHPCJJPHSC-YCNIQYBTSA-N,tretinoin,6.0,6
nesso,WINHZLLDWRZWRT-ATVHPVEESA-N,sunitinib,6.0,6
nesso,DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,5.0,5
nesso,GMRQFYUYWCNGIN-NKMMMXOESA-N,calcitriol,5.0,5
nesso,RBTBFTRPCNLSDE-UHFFFAOYSA-N,methylene blue,5.0,5
nesso,RZEKVGVHFLEQIL-UHFFFAOYSA-N,celecoxib,5.0,5
nesso,UZWDCWONPYILKI-UHFFFAOYSA-N,abemaciclib,5.0,5
nesso,XUFQPHANEAPEMJ-UHFFFAOYSA-N,famotidine,5.0,5
nesso,YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,5.0,5
nesso,BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,4.0,4
nesso,IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,4.0,4
nesso,JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,4.0,4
nesso,JZUFKLXOESDKRF-UHFFFAOYSA-N,hydrochlorothiazide,4.0,4
nesso,KJADKKWYZYXHBB-XBWDGYHZSA-N,topiramate,4.0,4
nesso,NHHQJBCNYHBUSI-UHFFFAOYSA-N,fostamatinib,4.0,4
nesso,PDGKHKMBHVFCMG-UHFFFAOYSA-N,trilaciclib,4.0,4
nesso,UBQNRHZMVUUOMG-UHFFFAOYSA-N,zonisamide,4.0,4
nesso,XZWYZXLIPXDOLR-UHFFFAOYSA-N,metformin,4.0,4
nesso,ZGLHBRQAEXKACO-XJRQOBMKSA-N,doxercalciferol,4.0,4
nesso,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,furosemide,4.0,4
nesso,AFLFKFHDSCQHOL-IZZDOVSWSA-N,elafibranor,3.0,3
nesso,ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,3.0,3
nesso,CBRJPFGIXUFMTM-WDEREUQCSA-N,ritlecitinib,3.0,3
nesso,FJHBVJOVLFPMQE-QFIPXVFZSA-N,irinotecan,3.0,3
nesso,HCRKCZRJWPKOAR-JTQLQIEISA-N,brinzolamide,3.0,3
nesso,HPNSFSBZBAHARI-RUDMXATFSA-N,mycophenolate mofetil,3.0,3
nesso,HWXVIOGONBBTBY-ONEGZZNKSA-N,pacritinib,3.0,3
nesso,IPOKCKJONYRRHP-FMQUCBEESA-N,balsalazide,3.0,3
nesso,LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,3.0,3
nesso,MEJLVLMAJJRLCR-GCCNXGTGSA-N,romidepsin,3.0,3
nesso,MLYYVTUWGNIJIB-BXKDBHETSA-N,cefazolin,3.0,3
nesso,MOYKHGMNXAOIAT-JGWLITMVSA-N,isosorbide dinitrate,3.0,3
nesso,NDDAHWYSQHTHNT-UHFFFAOYSA-N,indapamide,3.0,3
nesso,NIJJYAXOARWZEE-UHFFFAOYSA-N,valproate,3.0,3
nesso,NKANXQFJJICGDU-QPLCGJKRSA-N,tamoxifen,3.0,3
nesso,PDWUPXJEEYOOTR-UHFFFAOYSA-N,3-iodobenzylguanidine,3.0,3
nesso,PYNXFZCZUAOOQC-UTKZUKDTSA-N,sacubitril,3.0,3
nesso,QADPYRIHXKWUSV-UHFFFAOYSA-N,infigratinib,3.0,3
nesso,RTGDFNSFWBGLEC-SYZQJQIISA-N,mycophenolate mofetil,3.0,3
nesso,UTNUDOFZCWSZMS-YFHOEESVSA-N,teriflunomide,3.0,3
nesso,VJJPUSNTGOMMGY-MRVIYFEKSA-N,etoposide,3.0,3
nesso,VKHAHZOOUSRJNA-GCNJZUOMSA-N,mifepristone,3.0,3
nesso,AILRADAXUVEEIR-UHFFFAOYSA-N,brigatinib,2.0,2
nesso,BFPYWIDHMRZLRN-SLHNCBLASA-N,ethinyl estradiol,2.0,2
nesso,BMGQWWVMWDBQGC-IIFHNQTCSA-N,midostaurin,2.0,2
nesso,BPKAHTKRCLCHEA-UBFJEZKGSA-N,paricalcitol,2.0,2
nesso,CGIGDMFJXJATDK-UHFFFAOYSA-N,indomethacin,2.0,2
nesso,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,encorafenib,2.0,2
nesso,CSKDFZIMJXRJGH-VWLPUNTISA-N,tecovirimat,2.0,2
nesso,CXOFVDLJLONNDW-UHFFFAOYSA-N,fosphenytoin,2.0,2
nesso,FLSUCZWOEMTFAQ-PRBGKLEPSA-N,sulopenem,2.0,2
nesso,FWZAWAUZXYCBKZ-NSHDSACASA-N,pirtobrutinib,2.0,2
nesso,GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,2.0,2
nesso,HKDLNTKNLJPAIY-WKWWZUSTSA-N,ulipristal,2.0,2
nesso,HKXBNHCUPKIYDM-CGMHZMFXSA-N,doxercalciferol,2.0,2
nesso,IQIBKLWBVJPOQO-UHFFFAOYSA-N,tazarotene,2.0,2
nesso,JGRXMPYUTJLTKT-UHFFFAOYSA-N,vadadustat,2.0,2
nesso,JOOXLOJCABQBSG-UHFFFAOYSA-N,fedratinib,2.0,2
nesso,JWHYSEDOYMYMNM-QGZVFWFLSA-N,seladelpar,2.0,2
nesso,JWUBBDSIWDLEOM-DTOXIADCSA-N,calcifediol,2.0,2
nesso,KJFBVJALEQWJBS-XUXIUFHCSA-N,maribavir,2.0,2
nesso,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,2.0,2
nesso,LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,2.0,2
nesso,MFBCDACCJCDGBA-UHFFFAOYSA-N,trifarotene,2.0,2
nesso,MKUXAQIIEYXACX-UHFFFAOYSA-N,acyclovir,2.0,2
nesso,MQOBSOSZFYZQOK-UHFFFAOYSA-N,choline fenofibrate;fenofibrate,2.0,2
nesso,MWLSOWXNZPKENC-UHFFFAOYSA-N,zileuton,2.0,2
nesso,NYDCDZSEEAUOHN-IZHYLOQSSA-N,tamoxifen,2.0,2
nesso,OHRURASPPZQGQM-GCCNXGTGSA-N,romidepsin,2.0,2
nesso,OZOMQRBLCMDCEG-VIZOYTHASA-N,dantrolene,2.0,2
nesso,PHXJVRSECIGDHY-UHFFFAOYSA-N,ponatinib,2.0,2
nesso,PPSNFPASKFYPMN-SECBINFHSA-N,fezolinetant,2.0,2
nesso,RHXHGRAEPCAFML-UHFFFAOYSA-N,ribociclib,2.0,2
nesso,SJZRECIVHVDYJC-UHFFFAOYSA-N,oxybate,2.0,2
nesso,SNUDIPVBUUXCDG-QHSBEEBCSA-N,tebipenem pivoxil,2.0,2
nesso,TXEIIPDJKFWEEC-UHFFFAOYSA-N,tafamidis,2.0,2
nesso,XFYDIVBRZNQMJC-UHFFFAOYSA-N,tizanidine,2.0,2
nesso,XHOLNRLADUSQLD-UHFFFAOYSA-N,betrixaban,2.0,2
nesso,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,canagliflozin,2.0,2
nesso,XWLUWCNOOVRFPX-UHFFFAOYSA-N,fosphenytoin,2.0,2
nesso,XZXHXSATPCNXJR-ZIADKAODSA-N,nintedanib,2.0,2
nesso,YASAKCUCGLMORW-UHFFFAOYSA-N,rosiglitazone,2.0,2
nesso,YBSJFWOBGCMAKL-UHFFFAOYSA-N,dabigatran etexilate,2.0,2
nesso,YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,2.0,2
nesso,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dasatinib,2.0,2
nesso,ACWBQPMHZXGDFX-QFIPXVFZSA-N,valsartan,1.0,1
nesso,ACWZRVQXLIRSDF-UHFFFAOYSA-N,binimetinib,1.0,1
nesso,AHJRHEGDXFFMBM-UHFFFAOYSA-N,palbociclib,1.0,1
nesso,BFSMGDJOXZAERB-UHFFFAOYSA-N,dabrafenib,1.0,1
nesso,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,1.0,1
nesso,BPZSYCZIITTYBL-YJYMSZOUSA-N,arformoterol,1.0,1
nesso,BQEJAAIPKDQEPV-MXHGPKCJSA-N,difluprednate,1.0,1
nesso,BRUQQQPBMZOVGD-XFKAJCMBSA-N,oxycodone,1.0,1
nesso,BSMCAPRUBJMWDF-KRWDZBQOSA-N,cobimetinib,1.0,1
nesso,BTBHLEZXCOBLCY-QGZVFWFLSA-N,finerenone,1.0,1
nesso,BTCRKOKVYTVOLU-SJSRKZJXSA-N,bexagliflozin,1.0,1
nesso,CSOBIBXVIYAXFM-BYNJWEBRSA-N,ensifentrine,1.0,1
nesso,CUIHSIWYWATEQL-UHFFFAOYSA-N,pazopanib,1.0,1
nesso,CYOHGALHFOKKQC-UHFFFAOYSA-N,selumetinib,1.0,1
nesso,DHSUYTOATWAVLW-WFVMDLQDSA-N,cilastatin,1.0,1
nesso,DIWRORZWFLOCLC-UHFFFAOYSA-N,lorazepam,1.0,1
nesso,DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,1.0,1
nesso,DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,1.0,1
nesso,DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,1.0,1
nesso,DYLUUSLLRIQKOE-UHFFFAOYSA-N,enasidenib,1.0,1
nesso,FGQFOYHRJSUHMR-UHFFFAOYSA-N,lesinurad,1.0,1
nesso,FNHKPVJBJVTLMP-UHFFFAOYSA-N,regorafenib,1.0,1
nesso,FNKQXYHWGSIFBK-RPDRRWSUSA-N,sapropterin,1.0,1
nesso,FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,1.0,1
nesso,FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,1.0,1
nesso,GBLBJPZSROAGMF-RWYJCYHVSA-N,pralsetinib,1.0,1
nesso,GCKFUYQCUCGESZ-BPIQYHPVSA-N,etonogestrel,1.0,1
nesso,GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide,1.0,1
nesso,GFNANZIMVAIWHM-OBYCQNJPSA-N,triamcinolone,1.0,1
nesso,GPNHMOZDMYNCPO-PDUMRIMRSA-N,clascoterone,1.0,1
nesso,GYQYAJJFPNQOOW-UHFFFAOYSA-N,gilteritinib,1.0,1
nesso,GZOSMCIZMLWJML-VJLLXTKPSA-N,abiraterone,1.0,1
nesso,GZUITABIAKMVPG-UHFFFAOYSA-N,raloxifene,1.0,1
nesso,HARRKNSQXBRBGZ-GVKWWOCJSA-N,zuranolone,1.0,1
nesso,HAYYBYPASCDWEQ-UHFFFAOYSA-N,entrectinib,1.0,1
nesso,HCDMJFOHIXMBOV-UHFFFAOYSA-N,pemigatinib,1.0,1
nesso,HEFNNWSXXWATRW-UHFFFAOYSA-N,ibuprofen,1.0,1
nesso,HEVHTYMYEMEBPX-HZPDHXFCSA-N,taletrectinib,1.0,1
nesso,HHZIURLSWUIHRB-UHFFFAOYSA-N,nilotinib,1.0,1
nesso,HIFJCPQKFCZDDL-ACWOEMLNSA-N,iloprost,1.0,1
nesso,HNPFPERDNWXAGS-NFVOFSAMSA-N,latanoprost,1.0,1
nesso,HYAFETHFCAUJAY-UHFFFAOYSA-N,pioglitazone,1.0,1
nesso,IIXWYSCJSQVBQM-LLVKDONJSA-N,lorlatinib,1.0,1
nesso,IKENVDNFQMCRTR-UHFFFAOYSA-N,conivaptan,1.0,1
nesso,IPVQLZZIHOAWMC-QXKUPLGCSA-N,perindopril,1.0,1
nesso,IQFYYKKMVGJFEH-CSMHCCOUSA-N,telbivudine,1.0,1
nesso,IRSCQMHQWWYFCW-UHFFFAOYSA-N,ganciclovir,1.0,1
nesso,JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,1.0,1
nesso,JVHXJTBJCFBINQ-ADAARDCZSA-N,dapagliflozin,1.0,1
nesso,JWJOTENAMICLJG-QWBYCMEYSA-N,dutasteride,1.0,1
nesso,JWNPDZNEKVCWMY-VQHVLOKHSA-N,neratinib,1.0,1
nesso,KAQKFAOMNZTLHT-OZUDYXHBSA-N,epoprostenol,1.0,1
nesso,KBOPZPXVLCULAV-UHFFFAOYSA-N,balsalazide;mesalamine,1.0,1
nesso,KENSGCYKTRNIST-RVUAFKSESA-N,deflazacort,1.0,1
nesso,KKGQTZUTZRNORY-UHFFFAOYSA-N,fingolimod,1.0,1
nesso,KPVIXBKIJXZQJX-CSOZIWFHSA-N,lefamulin,1.0,1
nesso,KTUFNOKKBVMGRW-UHFFFAOYSA-N,imatinib,1.0,1
nesso,LDEKQSIMHVQZJK-CAQYMETFSA-N,tenofovir alafenamide,1.0,1
nesso,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,trametinib,1.0,1
nesso,LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,1.0,1
nesso,LLPOLZWFYMWNKH-CMKMFDCUSA-N,hydrocodone,1.0,1
nesso,LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,1.0,1
nesso,LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,1.0,1
nesso,LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,1.0,1
nesso,LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,1.0,1
nesso,MCGSCOLBFJQGHM-SCZZXKLOSA-N,abacavir,1.0,1
nesso,MCIACXAZCBVDEE-CUUWFGFTSA-N,ertugliflozin,1.0,1
nesso,MJUVRTYWUMPBTR-MRXNPFEDSA-N,tezacaftor,1.0,1
nesso,MLBVMOWEQCZNCC-OEMFJLHTSA-N,fosamprenavir,1.0,1
nesso,MQJKPEGWNLWLTK-UHFFFAOYSA-N,dapsone,1.0,1
nesso,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,testosterone,1.0,1
nesso,NBGABHGMJVIVBW-QHCPKHFHSA-N,daridorexant,1.0,1
nesso,NCNRHFGMJRPRSK-MDZDMXLPSA-N,belinostat,1.0,1
nesso,NDAUXUAQIAJITI-UHFFFAOYSA-N,albuterol,1.0,1
nesso,NEQYWYXGTJDAKR-JTQLQIEISA-N,olutasidenib,1.0,1
nesso,NOZIJMHMKORZBA-KJCUYJGMSA-N,lusutrombopag,1.0,1
nesso,NXQKSXLFSAEQCZ-SFHVURJKSA-N,sotorasib,1.0,1
nesso,OBWASQILIWPZMG-QZMOQZSNSA-N,empagliflozin,1.0,1
nesso,ODAIHABQVKJNIY-PEDHHIEDSA-N,perindopril,1.0,1
nesso,OEKWJQXRCDYSHL-FNOIDJSQSA-N,ticagrelor,1.0,1
nesso,OEXHQOGQTVQTAT-JRNQLAHRSA-N,ipratropium,1.0,1
nesso,OFZJKCQENFPZBH-UHFFFAOYSA-N,avatrombopag,1.0,1
nesso,OLNTVTPDXPETLC-XPWALMASSA-N,ezetimibe,1.0,1
nesso,OUBCNLGXQFSTLU-UHFFFAOYSA-N,nitisinone,1.0,1
nesso,OYTKINVCDFNREN-UHFFFAOYSA-N,amifampridine,1.0,1
nesso,OYYDSUSKLWTMMQ-JKHIJQBDSA-N,trospium,1.0,1
nesso,PEMUGDMSUDYLHU-ZEQRLZLVSA-N,adagrasib,1.0,1
nesso,PQXKDMSYBGKCJA-CVTJIBDQSA-N,lurasidone,1.0,1
nesso,PRMWGUBFXWROHD-UHFFFAOYSA-N,perampanel,1.0,1
nesso,PURKAOJPTOLRMP-ASMGOKTBSA-N,deutivacaftor,1.0,1
nesso,PURKAOJPTOLRMP-UHFFFAOYSA-N,deutivacaftor;ivacaftor,1.0,1
nesso,PYGWGZALEOIKDF-UHFFFAOYSA-N,etravirine,1.0,1
nesso,PYZRQGJRPPTADH-UHFFFAOYSA-N,lamotrigine,1.0,1
nesso,QCZAWDGAVJMPTA-RNFRBKRXSA-N,vorasidenib,1.0,1
nesso,QEFAQIPZVLVERP-UHFFFAOYSA-N,nepafenac,1.0,1
nesso,QQHMKNYGKVVGCZ-UHFFFAOYSA-N,tipiracil,1.0,1
nesso,QXWYKJLNLSIPIN-JGVFFNPUSA-N,droxidopa,1.0,1
nesso,QYSXJUFSXHHAJI-YRZJJWOYSA-N,cholecalciferol,1.0,1
nesso,RAPZEAPATHNIPO-UHFFFAOYSA-N,risperidone,1.0,1
nesso,RITAVMQDGBJQJZ-FMIVXFBMSA-N,axitinib,1.0,1
nesso,RMMXLENWKUUMAY-UHFFFAOYSA-N,telmisartan,1.0,1
nesso,RNOAOAWBMHREKO-QFIPXVFZSA-N,zanubrutinib,1.0,1
nesso,RRMJMHOQSALEJJ-UHFFFAOYSA-N,lazertinib,1.0,1
nesso,RUEYEZADQJCKGV-UHFFFAOYSA-N,daprodustat,1.0,1
nesso,RYMZZMVNJRMUDD-HGQWONQESA-N,simvastatin,1.0,1
nesso,SDUQYLNIPVEERB-QPPQHZFASA-N,gemcitabine,1.0,1
nesso,SFNSLLSYNZWZQG-VQIMIIECSA-N,glasdegib,1.0,1
nesso,SIFNOOUKXBRGGB-AREMUKBSSA-N,elacestrant,1.0,1
nesso,SUDAHWBOROXANE-SECBINFHSA-N,mirdametinib,1.0,1
nesso,TTZHDVOVKQGIBA-IQWMDFIBSA-N,sofosbuvir,1.0,1
nesso,UBPYILGKFZZVDX-UHFFFAOYSA-N,bosutinib,1.0,1
nesso,UQCNKQCJZOAFTQ-ISWURRPUSA-N,oxymorphone,1.0,1
nesso,UZHSEJADLWPNLE-GRGSLBFTSA-N,naloxone,1.0,1
nesso,VIKNJXKGJWUCNN-XGXHKTLJSA-N,norethindrone,1.0,1
nesso,VMWNQDUVQKEIOC-CYBMUJFWSA-N,apomorphine,1.0,1
nesso,VPJXQGSRWJZDOB-UHFFFAOYSA-O,carbachol,1.0,1
nesso,VUDZSIYXZUYWSC-DBRKOABJSA-N,cedazuridine,1.0,1
nesso,VWMJHAFYPMOMGF-ZCFIWIBFSA-N,tovorafenib,1.0,1
nesso,VWVSBHGCDBMOOT-IIEHVVJPSA-N,desoximetasone,1.0,1
nesso,WBFUHHBPNXWNCC-UHFFFAOYSA-N,acoramidis,1.0,1
nesso,WGFOBBZOWHGYQH-MXHNKVEKSA-N,lubiprostone,1.0,1
nesso,WJOHZNCJWYWUJD-IUGZLZTKSA-N,fluocinonide,1.0,1
nesso,WOSKHXYHFSIKNG-UHFFFAOYSA-N,lenvatinib,1.0,1
nesso,WPVFJKSGQUFQAP-GKAPJAKFSA-N,valganciclovir,1.0,1
nesso,WVLOADHCBXTIJK-YNHQPCIGSA-N,hydrocodone;hydromorphone,1.0,1
nesso,WWYNJERNGUHSAO-XUDSTZEESA-N,levonorgestrel,1.0,1
nesso,WYQFJHHDOKWSHR-MNOVXSKESA-N,upadacitinib,1.0,1
nesso,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,cefoxitin,1.0,1
nesso,XPOQHMRABVBWPR-ZDUSSCGKSA-N,efavirenz,1.0,1
nesso,XRQDFNLINLXZLB-CKIKVBCHSA-N,peramivir,1.0,1
nesso,XYFPWWZEPKGCCK-GOSISDBHSA-N,ibrutinib,1.0,1
nesso,YALNUENQHAQXEA-UHFFFAOYSA-N,givinostat,1.0,1
nesso,YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,1.0,1
nesso,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,1.0,1
nesso,YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,1.0,1
nesso,YTFHCXIPDIHOIA-DHZHZOJOSA-N,palovarotene,1.0,1
nesso,ZAFYATHCZYHLPB-UHFFFAOYSA-N,zolpidem,1.0,1
nesso,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,meloxicam,1.0,1
nesso,ZSWMIFNWDQEXDT-ZESJGQACSA-N,zoliflodacin,1.0,1
probematch,CYOHGALHFOKKQC-UHFFFAOYSA-N,selumetinib,34.666666666666664,35
probematch,ACWZRVQXLIRSDF-UHFFFAOYSA-N,binimetinib,27.666666666666668,28
probematch,BFSMGDJOXZAERB-UHFFFAOYSA-N,dabrafenib,15.666666666666666,16
probematch,DDFOUSQFMYRUQK-RCDICMHDSA-N,isavuconazonium,15.666666666666666,16
probematch,HEVHTYMYEMEBPX-HZPDHXFCSA-N,taletrectinib,15.666666666666666,16
probematch,VCSUIBJKYCVWNF-NRFANRHFSA-N,vanzacaftor,14.575757575757576,15
probematch,UBQNRHZMVUUOMG-UHFFFAOYSA-N,zonisamide,14.0,14
probematch,KQKPFRSPSRPDEB-UHFFFAOYSA-N,sumatriptan,13.0,13
probematch,MKJIEFSOBYUXJB-WEZHFFAMSA-N,deutetrabenazine,13.0,13
probematch,ALWKGYPQUAPLQC-UHFFFAOYSA-N,neostigmine,10.0,10
probematch,MVRHVFSOIWFBTE-INIZCTEOSA-N,elexacaftor,9.952380952380953,11
probematch,KJADKKWYZYXHBB-XBWDGYHZSA-N,topiramate,9.0,9
probematch,LDEKQSIMHVQZJK-CAQYMETFSA-N,tenofovir alafenamide,9.0,9
probematch,WRFHGDPIDHPWIQ-UHFFFAOYSA-N,sparsentan,8.666666666666666,9
probematch,BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,8.0,8
probematch,BUGYDGFZZOZRHP-UHFFFAOYSA-N,memantine,7.909090909090909,8
probematch,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,encorafenib,7.285714285714286,9
probematch,GBLBJPZSROAGMF-RWYJCYHVSA-N,pralsetinib,7.0,7
probematch,OFZJKCQENFPZBH-UHFFFAOYSA-N,avatrombopag,7.0,7
probematch,WSEQXVZVJXJVFP-UHFFFAOYSA-N,citalopram,7.0,7
probematch,DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,6.909090909090909,7
probematch,QXWYKJLNLSIPIN-JGVFFNPUSA-N,droxidopa,6.0,6
probematch,HHZIURLSWUIHRB-UHFFFAOYSA-N,nilotinib,5.9523809523809526,7
probematch,OLAHOMJCDNXHFI-UHFFFAOYSA-N,erdafitinib,5.666666666666666,6
probematch,BYBLEWFAAKGYCD-UHFFFAOYSA-N,miconazole,5.0,5
probematch,OFCNXPDARWKPPY-UHFFFAOYSA-N,allopurinol,5.0,5
probematch,OZVBMTJYIDMWIL-AYFBDAFISA-N,bromocriptine,5.0,5
probematch,XUZMWHLSFXCVMG-UHFFFAOYSA-N,baricitinib,5.0,5
probematch,DCCSDBARQIPTGU-HSZRJFAPSA-N,fesoterodine,4.0,4
probematch,JAUOIFJMECXRGI-UHFFFAOYSA-N,desloratadine;loratadine,4.0,4
probematch,KDGFLJKFZUIJMX-UHFFFAOYSA-N,alectinib,4.0,4
probematch,KTEIFNKAUNYNJU-GFCCVEGCSA-N,crizotinib,4.0,4
probematch,LEZWWPYKPKIXLL-UHFFFAOYSA-N,econazole,4.0,4
probematch,NOZIJMHMKORZBA-KJCUYJGMSA-N,lusutrombopag,4.0,4
probematch,QTWZICCBKBYHDM-UHFFFAOYSA-N,methylene blue,4.0,4
probematch,VZZJRYRQSPEMTK-CALCHBBNSA-N,sonidegib,4.0,4
probematch,BLIJXOOIHRSQRB-PXYINDEMSA-N,darolutamide,3.0,3
probematch,DYKFCLLONBREIL-KVUCHLLUSA-N,minocycline,3.0,3
probematch,FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,3.0,3
probematch,GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,3.0,3
probematch,IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,3.0,3
probematch,JEECQCWWSTZDCK-IQZGDKDPSA-N,omadacycline,3.0,3
probematch,MLYYVTUWGNIJIB-BXKDBHETSA-N,cefazolin,3.0,3
probematch,OHRURASPPZQGQM-GCCNXGTGSA-N,romidepsin,3.0,3
probematch,QZZUEBNBZAPZLX-QFIPXVFZSA-N,indacaterol,3.0,3
probematch,SOYKEARSMXGVTM-UHFFFAOYSA-N,chlorpheniramine,3.0,3
probematch,VNFPBHJOKIVQEB-UHFFFAOYSA-N,clotrimazole,3.0,3
