target_id,nominator,receiver,mean_receiver_rank,receiver_top100_fraction,receiver_bottom_half_fraction
CHEMBL202,probematch,dtbind,265.5,0.4,0.4
CHEMBL202,dtbind,biomaster,216.9,0.2,0.2
CHEMBL202,dtbind,drugclip,271.7,0.1,0.2
CHEMBL202,dtbind,dtiam,331.3,0.2,0.4
CHEMBL202,dtbind,conplex,420.8,0.1,0.6
CHEMBL202,dtbind,nesso,289.4,0.4,0.4
CHEMBL202,dtbind,probematch,239.4,0.3,0.3
CHEMBL2023,biomaster,drugclip,522.0,0.0,0.8
CHEMBL2023,biomaster,dtiam,265.4,0.3,0.3
CHEMBL2023,biomaster,conplex,361.3,0.4,0.5
CHEMBL2023,biomaster,nesso,303.6,0.3,0.4
CHEMBL2023,biomaster,probematch,353.9,0.3,0.6
CHEMBL2023,biomaster,dtbind,329.9,0.2,0.5
CHEMBL2023,drugclip,biomaster,286.5,0.2,0.4
CHEMBL2023,drugclip,dtiam,411.6,0.1,0.6
CHEMBL2023,drugclip,conplex,367.0,0.2,0.6
CHEMBL2023,drugclip,nesso,367.0,0.3,0.6
CHEMBL2023,drugclip,probematch,413.1,0.0,0.6
CHEMBL2023,drugclip,dtbind,410.6,0.1,0.6
CHEMBL2023,dtiam,biomaster,286.6,0.3,0.5
CHEMBL2023,dtiam,drugclip,403.0,0.1,0.6
CHEMBL2023,dtiam,conplex,440.4,0.2,0.8
CHEMBL2023,dtiam,nesso,419.2,0.1,0.6
CHEMBL2023,dtiam,probematch,133.7,0.5,0.0
CHEMBL2023,dtiam,dtbind,404.9,0.0,0.5
CHEMBL2023,conplex,biomaster,329.5,0.1,0.4
CHEMBL2023,conplex,drugclip,498.3,0.0,0.8
CHEMBL2023,conplex,dtiam,289.5,0.3,0.4
CHEMBL2023,conplex,nesso,343.9,0.3,0.4
CHEMBL2023,conplex,probematch,289.15,0.1,0.3
CHEMBL2023,conplex,dtbind,431.0,0.0,0.5
CHEMBL2023,nesso,biomaster,141.5,0.5,0.1
CHEMBL2023,nesso,drugclip,385.9,0.1,0.5
CHEMBL2023,nesso,dtiam,424.7,0.1,0.8
CHEMBL2023,nesso,conplex,345.5,0.3,0.4
CHEMBL2023,nesso,probematch,430.9,0.1,0.7
CHEMBL2023,nesso,dtbind,201.5,0.5,0.2
CHEMBL2023,probematch,biomaster,392.4,0.2,0.7333333333333332
CHEMBL2023,probematch,drugclip,389.8666666666666,0.13333333333333333,0.6
CHEMBL2023,probematch,dtiam,324.4666666666666,0.26666666666666666,0.4666666666666667
CHEMBL2023,probematch,conplex,531.0,0.06666666666666667,0.8666666666666666
CHEMBL2023,probematch,nesso,585.2,0.06666666666666667,0.9333333333333332
CHEMBL2023,probematch,dtbind,576.8,0.0,0.8666666666666666
CHEMBL2023,dtbind,biomaster,232.0,0.4,0.3
CHEMBL2023,dtbind,drugclip,242.0,0.0,0.2
CHEMBL2023,dtbind,dtiam,390.2,0.2,0.6
CHEMBL2023,dtbind,conplex,394.45,0.1,0.6
CHEMBL2023,dtbind,nesso,258.5,0.3,0.3
CHEMBL2023,dtbind,probematch,419.75,0.0,0.8
CHEMBL2055,biomaster,drugclip,161.3,0.7,0.2
CHEMBL2055,biomaster,dtiam,271.0,0.3,0.3
CHEMBL2055,biomaster,conplex,255.7,0.5,0.4
CHEMBL2055,biomaster,nesso,132.4,0.6,0.1
CHEMBL2055,biomaster,probematch,176.8,0.5,0.2
CHEMBL2055,biomaster,dtbind,221.7,0.3,0.2
CHEMBL2055,drugclip,biomaster,219.0,0.5,0.2
CHEMBL2055,drugclip,dtiam,196.7,0.4,0.2
CHEMBL2055,drugclip,conplex,284.2,0.4,0.4
CHEMBL2055,drugclip,nesso,136.6,0.4,0.0
CHEMBL2055,drugclip,probematch,245.45,0.5,0.3
CHEMBL2055,drugclip,dtbind,195.6,0.4,0.2
CHEMBL2055,dtiam,biomaster,263.8,0.3,0.5
CHEMBL2055,dtiam,drugclip,185.8,0.5,0.1
CHEMBL2055,dtiam,conplex,246.75,0.5,0.3
CHEMBL2055,dtiam,nesso,275.0,0.3,0.5
CHEMBL2055,dtiam,probematch,256.0,0.4,0.2
CHEMBL2055,dtiam,dtbind,369.3,0.2,0.6
CHEMBL2055,conplex,biomaster,207.9,0.5,0.2
CHEMBL2055,conplex,drugclip,143.0,0.6,0.0
CHEMBL2055,conplex,dtiam,259.0,0.3,0.5
CHEMBL2055,conplex,nesso,71.7,0.8,0.0
CHEMBL2055,conplex,probematch,230.1,0.3,0.2
CHEMBL2055,conplex,dtbind,63.0,0.8,0.0
CHEMBL2055,nesso,biomaster,178.8,0.6,0.2
CHEMBL2055,nesso,drugclip,192.7,0.5,0.2
CHEMBL2055,nesso,dtiam,154.2,0.5,0.1
CHEMBL2055,nesso,conplex,217.75,0.6,0.3
CHEMBL2055,nesso,probematch,128.6,0.6,0.1
CHEMBL2055,nesso,dtbind,185.0,0.5,0.2
CHEMBL2055,probematch,biomaster,434.3,0.1,0.7
CHEMBL2055,probematch,drugclip,262.6,0.2,0.3
CHEMBL2055,probematch,dtiam,394.65,0.0,0.5
CHEMBL2055,probematch,conplex,318.45,0.2,0.5
CHEMBL2055,probematch,nesso,227.3,0.2,0.1
CHEMBL2055,probematch,dtbind,348.65,0.2,0.6
CHEMBL2055,dtbind,biomaster,300.0,0.3,0.4
CHEMBL2055,dtbind,drugclip,120.1,0.8,0.1
CHEMBL2055,dtbind,dtiam,291.5,0.3,0.4
CHEMBL2055,dtbind,conplex,221.6,0.4,0.2
CHEMBL2055,dtbind,nesso,154.5,0.6,0.1
CHEMBL2055,dtbind,probematch,212.6,0.5,0.3
CHEMBL2063,biomaster,drugclip,355.8,0.2,0.6
CHEMBL2063,biomaster,dtiam,263.1,0.0,0.2
CHEMBL2063,biomaster,conplex,249.1,0.3,0.3
CHEMBL2063,biomaster,nesso,179.1,0.4,0.1
CHEMBL2063,biomaster,probematch,356.1,0.2,0.4
CHEMBL2063,biomaster,dtbind,185.9,0.4,0.1
CHEMBL2063,drugclip,biomaster,327.1,0.1,0.4
CHEMBL2063,drugclip,dtiam,450.4,0.2,0.6
CHEMBL2063,drugclip,conplex,367.7,0.2,0.4
CHEMBL2063,drugclip,nesso,411.6,0.0,0.7
CHEMBL2063,drugclip,probematch,369.5,0.0,0.5
CHEMBL2063,drugclip,dtbind,406.2,0.0,0.6
CHEMBL2063,dtiam,biomaster,430.8,0.0,0.6
CHEMBL2063,dtiam,drugclip,470.4,0.1,0.7
CHEMBL2063,dtiam,conplex,443.7,0.1,0.7
CHEMBL2063,dtiam,nesso,416.9,0.1,0.6
CHEMBL2063,dtiam,probematch,541.6,0.0,0.9
CHEMBL2063,dtiam,dtbind,438.1,0.1,0.7
CHEMBL2063,conplex,biomaster,326.5,0.2,0.5
CHEMBL2063,conplex,drugclip,295.7,0.1,0.3
CHEMBL2063,conplex,dtiam,418.3,0.1,0.7
CHEMBL2063,conplex,nesso,293.7,0.1,0.3
CHEMBL2063,conplex,probematch,490.8,0.1,0.8
CHEMBL2063,conplex,dtbind,258.8,0.0,0.3
CHEMBL2063,nesso,biomaster,298.8,0.3,0.4
CHEMBL2063,nesso,drugclip,470.1,0.0,0.6
CHEMBL2063,nesso,dtiam,266.0,0.3,0.3
CHEMBL2063,nesso,conplex,405.3,0.0,0.6
CHEMBL2063,nesso,probematch,218.0,0.2,0.2
CHEMBL2063,nesso,dtbind,220.3,0.2,0.2
CHEMBL2063,probematch,biomaster,298.3,0.1,0.2
CHEMBL2063,probematch,drugclip,309.4,0.1,0.3
CHEMBL2063,probematch,dtiam,480.65,0.1,0.8
CHEMBL2063,probematch,conplex,386.55,0.0,0.7
CHEMBL2063,probematch,nesso,260.8,0.2,0.3
CHEMBL2063,probematch,dtbind,277.45,0.3,0.3
CHEMBL2063,dtbind,biomaster,238.8,0.2,0.1
CHEMBL2063,dtbind,drugclip,352.4,0.1,0.6
CHEMBL2063,dtbind,dtiam,558.2,0.0,1.0
CHEMBL2063,dtbind,conplex,387.7,0.0,0.6
CHEMBL2063,dtbind,nesso,218.8,0.1,0.1
CHEMBL2063,dtbind,probematch,189.2,0.5,0.2
CHEMBL2085,biomaster,drugclip,352.0,0.2,0.5
CHEMBL2085,biomaster,dtiam,261.7,0.2,0.3
CHEMBL2085,biomaster,conplex,445.6,0.1,0.7
CHEMBL2085,biomaster,nesso,351.1,0.2,0.5
CHEMBL2085,biomaster,probematch,367.5,0.1,0.6
CHEMBL2085,biomaster,dtbind,316.0,0.2,0.4
CHEMBL2085,drugclip,biomaster,346.7,0.0,0.3
CHEMBL2085,drugclip,dtiam,304.3,0.2,0.4
CHEMBL2085,drugclip,conplex,358.1,0.0,0.4
CHEMBL2085,drugclip,nesso,354.6,0.0,0.5
CHEMBL2085,drugclip,probematch,403.2,0.1,0.6
CHEMBL2085,drugclip,dtbind,513.4,0.0,0.9
CHEMBL2085,dtiam,biomaster,333.2,0.2,0.5
CHEMBL2085,dtiam,drugclip,343.7,0.1,0.5
CHEMBL2085,dtiam,conplex,466.05,0.1,0.7
CHEMBL2085,dtiam,nesso,619.5,0.0,1.0
CHEMBL2085,dtiam,probematch,454.8,0.0,0.8
CHEMBL2085,dtiam,dtbind,245.0,0.1,0.2
CHEMBL2085,conplex,biomaster,385.6,0.1,0.5
CHEMBL2085,conplex,drugclip,371.6,0.1,0.5
CHEMBL2085,conplex,dtiam,423.6,0.0,0.7
CHEMBL2085,conplex,nesso,266.7,0.3,0.3
CHEMBL2085,conplex,probematch,223.4,0.3,0.2
CHEMBL2085,conplex,dtbind,424.7,0.1,0.6
CHEMBL2085,nesso,biomaster,256.2,0.3,0.3
CHEMBL2085,nesso,drugclip,331.0,0.0,0.4
CHEMBL2085,nesso,dtiam,384.2,0.1,0.7
CHEMBL2085,nesso,conplex,408.7,0.1,0.6
CHEMBL2085,nesso,probematch,194.2,0.3,0.1
CHEMBL2085,nesso,dtbind,103.0,0.5,0.0
CHEMBL2085,probematch,biomaster,307.8,0.1,0.5
CHEMBL2085,probematch,drugclip,442.4,0.0,0.7
CHEMBL2085,probematch,dtiam,327.8,0.1,0.4
CHEMBL2085,probematch,conplex,391.1,0.0,0.6
CHEMBL2085,probematch,nesso,202.4,0.3,0.2
CHEMBL2085,probematch,dtbind,355.3,0.2,0.5
CHEMBL2085,dtbind,biomaster,348.3,0.3,0.4
CHEMBL2085,dtbind,drugclip,451.9,0.2,0.7
CHEMBL2085,dtbind,dtiam,400.5,0.1,0.5
CHEMBL2085,dtbind,conplex,361.65,0.1,0.4
CHEMBL2085,dtbind,nesso,334.8,0.4,0.6
CHEMBL2085,dtbind,probematch,194.3,0.4,0.0
CHEMBL2185,biomaster,drugclip,130.4,0.7,0.1
CHEMBL2185,biomaster,dtiam,211.1,0.6,0.3
CHEMBL2185,biomaster,conplex,440.05,0.1,0.6702127659574468
CHEMBL2185,biomaster,nesso,25.2,1.0,0.0
CHEMBL2185,biomaster,probematch,139.2,0.4,0.0
CHEMBL2185,biomaster,dtbind,147.3,0.6,0.2
CHEMBL2185,drugclip,biomaster,271.6,0.3,0.4
CHEMBL2185,drugclip,dtiam,261.3,0.4,0.3
CHEMBL2185,drugclip,conplex,348.1,0.3,0.574468085106383
CHEMBL2185,drugclip,nesso,291.6,0.3,0.3
CHEMBL2185,drugclip,probematch,169.0,0.1,0.0
CHEMBL2185,drugclip,dtbind,229.9,0.2,0.1
CHEMBL2185,dtiam,biomaster,134.8,0.4,0.0
CHEMBL2185,dtiam,drugclip,195.8,0.3,0.1
CHEMBL2185,dtiam,conplex,240.2,0.6,0.3829787234042553
CHEMBL2185,dtiam,nesso,113.1,0.6,0.1
CHEMBL2185,dtiam,probematch,152.2,0.5,0.1
CHEMBL2185,dtiam,dtbind,152.9,0.4,0.1
CHEMBL2185,conplex,biomaster,311.6,0.3,0.5
CHEMBL2185,conplex,drugclip,226.6,0.4,0.3
CHEMBL2185,conplex,dtiam,198.4,0.4,0.2
CHEMBL2185,conplex,nesso,259.5,0.4,0.4
CHEMBL2185,conplex,probematch,269.2,0.2,0.2
CHEMBL2185,conplex,dtbind,145.3,0.3,0.0
CHEMBL2185,nesso,biomaster,44.9,0.9,0.0
CHEMBL2185,nesso,drugclip,160.3,0.7,0.2
CHEMBL2185,nesso,dtiam,161.9,0.7,0.2
CHEMBL2185,nesso,conplex,232.75,0.4,0.2872340425531915
CHEMBL2185,nesso,probematch,190.8,0.4,0.1
CHEMBL2185,nesso,dtbind,95.4,0.7,0.0
CHEMBL2185,probematch,biomaster,132.65,0.6,0.0
CHEMBL2185,probematch,drugclip,242.9,0.4,0.3
CHEMBL2185,probematch,dtiam,440.9,0.3,0.6
CHEMBL2185,probematch,conplex,330.8,0.4,0.574468085106383
CHEMBL2185,probematch,nesso,127.7,0.5,0.1
CHEMBL2185,probematch,dtbind,92.4,0.7,0.1
CHEMBL2185,dtbind,biomaster,127.75,0.7,0.0
CHEMBL2185,dtbind,drugclip,293.4,0.3,0.4
CHEMBL2185,dtbind,dtiam,359.2,0.2,0.4
CHEMBL2185,dtbind,conplex,456.1,0.1,0.7659574468085106
CHEMBL2185,dtbind,nesso,108.6,0.6,0.1
CHEMBL2185,dtbind,probematch,202.2,0.4,0.1
CHEMBL2189121,biomaster,drugclip,253.1,0.2,0.3
CHEMBL2189121,biomaster,dtiam,350.0,0.1,0.5
CHEMBL2189121,biomaster,conplex,330.5,0.2,0.46252676659528913
CHEMBL2189121,biomaster,nesso,162.1,0.4,0.0
CHEMBL2189121,biomaster,probematch,344.9,0.2,0.5
CHEMBL2189121,biomaster,dtbind,431.5,0.1,0.7
CHEMBL2189121,drugclip,biomaster,309.3,0.0,0.2
CHEMBL2189121,drugclip,dtiam,180.6,0.6,0.2
CHEMBL2189121,drugclip,conplex,447.5,0.0,0.6937901498929337
CHEMBL2189121,drugclip,nesso,180.2,0.4,0.2
CHEMBL2189121,drugclip,probematch,403.8,0.1,0.8
CHEMBL2189121,drugclip,dtbind,654.1,0.0,1.0
CHEMBL2189121,dtiam,biomaster,299.3,0.0,0.3
CHEMBL2189121,dtiam,drugclip,160.2,0.6,0.1
CHEMBL2189121,dtiam,conplex,327.0,0.2,0.46252676659528913
CHEMBL2189121,dtiam,nesso,235.2,0.3,0.2
CHEMBL2189121,dtiam,probematch,308.0,0.2,0.6
CHEMBL2189121,dtiam,dtbind,510.6,0.0,1.0
CHEMBL2189121,conplex,biomaster,468.8,0.0,0.9
CHEMBL2189121,conplex,drugclip,584.7,0.0,0.9
CHEMBL2189121,conplex,dtiam,217.5,0.3,0.2
CHEMBL2189121,conplex,nesso,223.2,0.6,0.3
CHEMBL2189121,conplex,probematch,422.5,0.1,0.8
CHEMBL2189121,conplex,dtbind,424.4,0.1,0.7
CHEMBL2189121,nesso,biomaster,418.8,0.1,0.6
CHEMBL2189121,nesso,drugclip,281.7,0.3,0.4
CHEMBL2189121,nesso,dtiam,275.5,0.3,0.4
CHEMBL2189121,nesso,conplex,160.3,0.5,0.15417558886509636
CHEMBL2189121,nesso,probematch,414.2,0.1,0.6
CHEMBL2189121,nesso,dtbind,357.5,0.2,0.7
CHEMBL2189121,probematch,biomaster,351.6,0.1,0.4
CHEMBL2189121,probematch,drugclip,298.0,0.2,0.4
CHEMBL2189121,probematch,dtiam,424.5,0.1,0.6
CHEMBL2189121,probematch,conplex,336.3,0.0,0.3854389721627409
CHEMBL2189121,probematch,nesso,250.1,0.4,0.3
CHEMBL2189121,probematch,dtbind,243.9,0.3,0.3
CHEMBL2189121,dtbind,biomaster,359.8,0.1,0.6
CHEMBL2189121,dtbind,drugclip,413.4,0.0,0.5
CHEMBL2189121,dtbind,dtiam,509.7,0.0,0.8
CHEMBL2189121,dtbind,conplex,415.9,0.0,0.6167023554603854
CHEMBL2189121,dtbind,nesso,477.9,0.1,0.7
CHEMBL2189121,dtbind,probematch,374.2,0.2,0.4
CHEMBL2208,biomaster,drugclip,210.9,0.3,0.2
CHEMBL2208,biomaster,dtiam,368.7,0.2,0.5
CHEMBL2208,biomaster,conplex,398.9,0.1,0.5793103448275863
CHEMBL2208,biomaster,nesso,40.7,0.9,0.0
CHEMBL2208,biomaster,probematch,166.2,0.4,0.1
CHEMBL2208,biomaster,dtbind,20.9,1.0,0.0
CHEMBL2208,drugclip,biomaster,118.3,0.6,0.1
CHEMBL2208,drugclip,dtiam,381.2,0.2,0.4
CHEMBL2208,drugclip,conplex,315.1,0.1,0.4137931034482759
CHEMBL2208,drugclip,nesso,181.4,0.4,0.1
CHEMBL2208,drugclip,probematch,160.2,0.5,0.1
CHEMBL2208,drugclip,dtbind,135.1,0.3,0.0
CHEMBL2208,dtiam,biomaster,344.1,0.2,0.5
CHEMBL2208,dtiam,drugclip,160.4,0.3,0.1
CHEMBL2208,dtiam,conplex,344.9,0.2,0.496551724137931
CHEMBL2208,dtiam,nesso,526.3,0.0,0.7
CHEMBL2208,dtiam,probematch,297.1,0.2,0.4
CHEMBL2208,dtiam,dtbind,359.3,0.1,0.6
CHEMBL2208,conplex,biomaster,197.9,0.4,0.2
CHEMBL2208,conplex,drugclip,243.9,0.3,0.3
CHEMBL2208,conplex,dtiam,254.2,0.3,0.3
CHEMBL2208,conplex,nesso,319.2,0.3,0.4
CHEMBL2208,conplex,probematch,325.2,0.3,0.5
CHEMBL2208,conplex,dtbind,135.3,0.5,0.1
CHEMBL2208,nesso,biomaster,166.7,0.6,0.2
CHEMBL2208,nesso,drugclip,367.4,0.2,0.6
CHEMBL2208,nesso,dtiam,372.3,0.2,0.5
CHEMBL2208,nesso,conplex,400.6,0.0,0.5793103448275863
CHEMBL2208,nesso,probematch,233.9,0.1,0.2
CHEMBL2208,nesso,dtbind,129.8,0.6,0.1
CHEMBL2208,probematch,biomaster,419.7,0.1,0.6
CHEMBL2208,probematch,drugclip,313.3,0.2,0.5
CHEMBL2208,probematch,dtiam,433.7,0.0,0.6
CHEMBL2208,probematch,conplex,424.4,0.1,0.6620689655172415
CHEMBL2208,probematch,nesso,241.7,0.2,0.3
CHEMBL2208,probematch,dtbind,187.2,0.4,0.1
CHEMBL2208,dtbind,biomaster,61.5,0.8,0.0
CHEMBL2208,dtbind,drugclip,210.8,0.2,0.1
CHEMBL2208,dtbind,dtiam,419.2,0.2,0.6
CHEMBL2208,dtbind,conplex,452.0,0.1,0.7448275862068966
CHEMBL2208,dtbind,nesso,160.6,0.5,0.2
CHEMBL2208,dtbind,probematch,125.9,0.6,0.0
CHEMBL2321614,biomaster,drugclip,172.2,0.6,0.1
CHEMBL2321614,biomaster,dtiam,206.6,0.3,0.1
CHEMBL2321614,biomaster,conplex,283.1,0.3,0.4
CHEMBL2321614,biomaster,nesso,174.2,0.5,0.2
CHEMBL2321614,biomaster,probematch,258.4,0.1,0.2
CHEMBL2321614,biomaster,dtbind,272.6,0.2,0.4
CHEMBL2321614,drugclip,biomaster,308.1,0.3,0.3
CHEMBL2321614,drugclip,dtiam,223.3,0.4,0.2
CHEMBL2321614,drugclip,conplex,377.0,0.0,0.3
CHEMBL2321614,drugclip,nesso,463.5,0.1,0.7
CHEMBL2321614,drugclip,probematch,229.9,0.3,0.2
CHEMBL2321614,drugclip,dtbind,438.0,0.0,0.7
CHEMBL2321614,dtiam,biomaster,389.7,0.1,0.5
CHEMBL2321614,dtiam,drugclip,368.9,0.2,0.5
CHEMBL2321614,dtiam,conplex,322.5,0.1,0.3
CHEMBL2321614,dtiam,nesso,285.7,0.3,0.3
CHEMBL2321614,dtiam,probematch,294.1,0.2,0.4
CHEMBL2321614,dtiam,dtbind,194.6,0.5,0.3
CHEMBL2321614,conplex,biomaster,488.3,0.0,0.7
CHEMBL2321614,conplex,drugclip,429.7,0.0,0.7
CHEMBL2321614,conplex,dtiam,238.3,0.0,0.1
CHEMBL2321614,conplex,nesso,518.1,0.0,0.9
CHEMBL2321614,conplex,probematch,293.4,0.1,0.4
CHEMBL2321614,conplex,dtbind,70.8,0.7,0.0
CHEMBL2321614,nesso,biomaster,383.5,0.1,0.4
CHEMBL2321614,nesso,drugclip,354.5,0.1,0.4
CHEMBL2321614,nesso,dtiam,193.2,0.5,0.2
CHEMBL2321614,nesso,conplex,270.3,0.3,0.3
CHEMBL2321614,nesso,probematch,237.4,0.3,0.2
CHEMBL2321614,nesso,dtbind,375.65,0.0,0.3
CHEMBL2321614,probematch,biomaster,379.0,0.1,0.5
CHEMBL2321614,probematch,drugclip,275.7,0.1,0.2
CHEMBL2321614,probematch,dtiam,266.0,0.2,0.3
CHEMBL2321614,probematch,conplex,323.8,0.2,0.5
CHEMBL2321614,probematch,nesso,399.9,0.2,0.7
CHEMBL2321614,probematch,dtbind,199.5,0.3,0.1
CHEMBL2321614,dtbind,biomaster,471.0,0.1,0.8
CHEMBL2321614,dtbind,drugclip,455.0,0.1,0.8
CHEMBL2321614,dtbind,dtiam,518.6,0.1,0.7
CHEMBL2321614,dtbind,conplex,202.8,0.2,0.1
CHEMBL2321614,dtbind,nesso,508.6,0.0,0.8
CHEMBL2321614,dtbind,probematch,280.6,0.1,0.1
CHEMBL2326,biomaster,drugclip,300.4,0.1,0.3
CHEMBL2326,biomaster,dtiam,157.8,0.6,0.2
CHEMBL2326,biomaster,conplex,94.3,0.7,0.1
CHEMBL2326,biomaster,nesso,44.4,0.9,0.0
CHEMBL2326,biomaster,probematch,101.4,0.7,0.1
CHEMBL2326,biomaster,dtbind,128.5,0.7,0.2
CHEMBL2326,drugclip,biomaster,429.6,0.0,0.7
CHEMBL2326,drugclip,dtiam,306.5,0.0,0.2
CHEMBL2326,drugclip,conplex,255.1,0.2,0.3
CHEMBL2326,drugclip,nesso,371.7,0.1,0.6
CHEMBL2326,drugclip,probematch,353.4,0.0,0.3
CHEMBL2326,drugclip,dtbind,446.7,0.0,0.6
CHEMBL2326,dtiam,biomaster,61.2,0.8,0.0
CHEMBL2326,dtiam,drugclip,253.5,0.1,0.2
CHEMBL2326,dtiam,conplex,155.3,0.7,0.3
CHEMBL2326,dtiam,nesso,141.0,0.8,0.2
CHEMBL2326,dtiam,probematch,38.6,0.8,0.0
CHEMBL2326,dtiam,dtbind,44.5,0.8,0.0
CHEMBL2326,conplex,biomaster,91.5,0.7,0.1
CHEMBL2326,conplex,drugclip,293.7,0.1,0.3
CHEMBL2326,conplex,dtiam,124.6,0.6,0.1
CHEMBL2326,conplex,nesso,109.6,0.7,0.1
CHEMBL2326,conplex,probematch,194.4,0.6,0.3
CHEMBL2326,conplex,dtbind,175.9,0.7,0.3
CHEMBL2326,nesso,biomaster,10.2,1.0,0.0
CHEMBL2326,nesso,drugclip,291.9,0.1,0.3
CHEMBL2326,nesso,dtiam,35.5,0.9,0.0
CHEMBL2326,nesso,conplex,41.9,0.9,0.0
CHEMBL2326,nesso,probematch,16.6,1.0,0.0
CHEMBL2326,nesso,dtbind,12.8,1.0,0.0
CHEMBL2326,probematch,biomaster,179.6,0.5,0.2
CHEMBL2326,probematch,drugclip,383.6,0.1,0.6
CHEMBL2326,probematch,dtiam,203.6,0.5,0.2
CHEMBL2326,probematch,conplex,250.4,0.5,0.4
CHEMBL2326,probematch,nesso,182.0,0.4,0.3
CHEMBL2326,probematch,dtbind,165.1,0.4,0.1
CHEMBL2326,dtbind,biomaster,55.8,0.8,0.0
CHEMBL2326,dtbind,drugclip,361.8,0.1,0.4
CHEMBL2326,dtbind,dtiam,231.4,0.5,0.3
CHEMBL2326,dtbind,conplex,145.6,0.7,0.2
CHEMBL2326,dtbind,nesso,81.6,0.8,0.1
CHEMBL2326,dtbind,probematch,149.2,0.7,0.2
CHEMBL2508,biomaster,drugclip,52.2,0.9,0.1
CHEMBL2508,biomaster,dtiam,290.2,0.5,0.4
CHEMBL2508,biomaster,conplex,312.95,0.3,0.45652173913043476
CHEMBL2508,biomaster,nesso,47.7,0.9,0.0
CHEMBL2508,biomaster,probematch,95.4,0.6,0.0
CHEMBL2508,biomaster,dtbind,157.3,0.5,0.1
CHEMBL2508,drugclip,biomaster,24.6,1.0,0.0
CHEMBL2508,drugclip,dtiam,357.0,0.3,0.5
CHEMBL2508,drugclip,conplex,281.8,0.3,0.391304347826087
CHEMBL2508,drugclip,nesso,92.1,0.7,0.1
CHEMBL2508,drugclip,probematch,102.2,0.5,0.0
CHEMBL2508,drugclip,dtbind,142.2,0.4,0.0
CHEMBL2508,dtiam,biomaster,216.6,0.4,0.3
CHEMBL2508,dtiam,drugclip,297.6,0.3,0.4
CHEMBL2508,dtiam,conplex,320.95,0.2,0.45652173913043476
CHEMBL2508,dtiam,nesso,378.7,0.3,0.7
CHEMBL2508,dtiam,probematch,288.7,0.1,0.2
CHEMBL2508,dtiam,dtbind,342.5,0.1,0.5
CHEMBL2508,conplex,biomaster,254.1,0.6,0.4
CHEMBL2508,conplex,drugclip,221.7,0.5,0.4
CHEMBL2508,conplex,dtiam,288.6,0.4,0.4
CHEMBL2508,conplex,nesso,263.8,0.2,0.3
CHEMBL2508,conplex,probematch,195.0,0.5,0.2
CHEMBL2508,conplex,dtbind,212.0,0.3,0.1
CHEMBL2508,nesso,biomaster,83.0,0.8,0.1
CHEMBL2508,nesso,drugclip,94.6,0.8,0.2
CHEMBL2508,nesso,dtiam,213.0,0.5,0.2
CHEMBL2508,nesso,conplex,322.85,0.2,0.45652173913043476
CHEMBL2508,nesso,probematch,135.1,0.6,0.1
CHEMBL2508,nesso,dtbind,176.6,0.5,0.1
CHEMBL2508,probematch,biomaster,242.2,0.2,0.4
CHEMBL2508,probematch,drugclip,230.2,0.5,0.3
CHEMBL2508,probematch,dtiam,467.6,0.2,0.7
CHEMBL2508,probematch,conplex,443.5,0.0,0.6521739130434783
CHEMBL2508,probematch,nesso,283.9,0.1,0.2
CHEMBL2508,probematch,dtbind,238.7,0.2,0.2
CHEMBL2508,dtbind,biomaster,187.8,0.7,0.3
CHEMBL2508,dtbind,drugclip,324.6,0.3,0.5
CHEMBL2508,dtbind,dtiam,407.7,0.1,0.5
CHEMBL2508,dtbind,conplex,410.65,0.0,0.5869565217391305
CHEMBL2508,dtbind,nesso,235.4,0.4,0.3
CHEMBL2508,dtbind,probematch,123.7,0.4,0.1
CHEMBL261,biomaster,drugclip,425.0,0.0,0.7
CHEMBL261,biomaster,dtiam,214.0,0.4,0.2
CHEMBL261,biomaster,conplex,114.2,0.7,0.1
CHEMBL261,biomaster,nesso,53.2,0.9,0.1
CHEMBL261,biomaster,probematch,122.1,0.6,0.1
CHEMBL261,biomaster,dtbind,146.0,0.7,0.2
CHEMBL261,drugclip,biomaster,436.9,0.0,0.7
CHEMBL261,drugclip,dtiam,348.3,0.0,0.3
CHEMBL261,drugclip,conplex,258.8,0.2,0.3
CHEMBL261,drugclip,nesso,412.7,0.0,0.6
CHEMBL261,drugclip,probematch,386.8,0.1,0.6
CHEMBL261,drugclip,dtbind,518.2,0.0,0.8
CHEMBL261,dtiam,biomaster,295.2,0.3,0.6
CHEMBL261,dtiam,drugclip,372.0,0.3,0.6
CHEMBL261,dtiam,conplex,413.55,0.0,0.7
CHEMBL261,dtiam,nesso,443.9,0.2,0.8
CHEMBL261,dtiam,probematch,248.0,0.4,0.3
CHEMBL261,dtiam,dtbind,269.1,0.2,0.3
CHEMBL261,conplex,biomaster,164.3,0.6,0.2
CHEMBL261,conplex,drugclip,295.2,0.1,0.4
CHEMBL261,conplex,dtiam,312.9,0.2,0.4
CHEMBL261,conplex,nesso,163.9,0.6,0.2
CHEMBL261,conplex,probematch,269.8,0.4,0.3
CHEMBL261,conplex,dtbind,254.4,0.5,0.4
CHEMBL261,nesso,biomaster,24.0,0.9,0.0
CHEMBL261,nesso,drugclip,377.5,0.0,0.6
CHEMBL261,nesso,dtiam,191.2,0.4,0.1
CHEMBL261,nesso,conplex,108.1,0.7,0.1
