scope,query,entity,model,n,ordered_comparisons,correct_fraction,tie_fraction,auc,ap
AB_UNSEEN_141,drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,nesso,20,36,0.9444444444444444,0.0,0.9444444444444444,0.75
AB_UNSEEN_141,drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,probematch,20,36,0.5555555555555556,0.0,0.5555555555555556,0.15476190476190477
AB_UNSEEN_141,drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,dtbind,20,36,0.5,0.0,0.5,0.55
AB_UNSEEN_141,drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,nesso_pic50,20,36,0.7222222222222222,0.0,0.7222222222222222,0.5833333333333334
AB_UNSEEN_141,drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,biomaster,25,114,0.8245614035087719,0.0,0.8245614035087719,0.5876623376623377
AB_UNSEEN_141,drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,drugclip,25,114,0.5964912280701754,0.0,0.5964912280701754,0.32688940310423686
AB_UNSEEN_141,drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dtiam,25,114,0.40350877192982454,0.0,0.40350877192982454,0.22220842453040596
AB_UNSEEN_141,drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,conplex,25,114,0.42105263157894735,0.3157894736842105,0.5789473684210527,0.4047222222222222
AB_UNSEEN_141,drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,nesso,25,114,0.8859649122807017,0.0,0.8859649122807017,0.6716269841269841
AB_UNSEEN_141,drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,probematch,25,114,0.6842105263157895,0.0,0.6842105263157895,0.38076923076923075
AB_UNSEEN_141,drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dtbind,25,114,0.6842105263157895,0.0,0.6842105263157895,0.39451192082771025
AB_UNSEEN_141,drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,nesso_pic50,25,114,0.8333333333333334,0.0,0.8333333333333334,0.6203703703703703
AB_UNSEEN_141,target_id,CHEMBL1844,biomaster,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL1844,drugclip,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL1844,dtiam,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL1844,conplex,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,target_id,CHEMBL1844,nesso,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL1844,probematch,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL1844,dtbind,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL1844,nesso_pic50,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2007,biomaster,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2007,drugclip,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2007,dtiam,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2007,conplex,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2007,nesso,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2007,probematch,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,target_id,CHEMBL2007,dtbind,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2007,nesso_pic50,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL203,biomaster,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL203,drugclip,3,2,0.5,0.0,0.5,0.5
AB_UNSEEN_141,target_id,CHEMBL203,dtiam,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL203,conplex,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL203,nesso,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL203,probematch,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL203,dtbind,3,2,0.5,0.0,0.5,0.5
AB_UNSEEN_141,target_id,CHEMBL203,nesso_pic50,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL205,biomaster,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL205,drugclip,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL205,dtiam,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL205,conplex,3,2,0.5,0.5,0.75,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL205,nesso,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL205,probematch,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL205,dtbind,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL205,nesso_pic50,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL220,biomaster,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL220,drugclip,3,2,0.0,0.0,0.0,0.5833333333333333
AB_UNSEEN_141,target_id,CHEMBL220,dtiam,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL220,conplex,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL220,nesso,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL220,probematch,3,2,0.0,0.0,0.0,0.5833333333333333
AB_UNSEEN_141,target_id,CHEMBL220,dtbind,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL220,nesso_pic50,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL228,biomaster,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,target_id,CHEMBL228,drugclip,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL228,dtiam,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL228,conplex,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL228,nesso,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL228,probematch,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL228,dtbind,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,target_id,CHEMBL228,nesso_pic50,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL238,biomaster,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL238,drugclip,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL238,dtiam,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,target_id,CHEMBL238,conplex,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,target_id,CHEMBL238,nesso,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL238,probematch,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,target_id,CHEMBL238,dtbind,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL238,nesso_pic50,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2527,biomaster,4,4,0.5,0.0,0.5,0.5833333333333333
AB_UNSEEN_141,target_id,CHEMBL2527,drugclip,4,4,0.25,0.0,0.25,0.5
AB_UNSEEN_141,target_id,CHEMBL2527,dtiam,4,4,0.0,0.0,0.0,0.41666666666666663
AB_UNSEEN_141,target_id,CHEMBL2527,conplex,4,4,0.0,1.0,0.5,0.5
AB_UNSEEN_141,target_id,CHEMBL2527,nesso,4,4,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2527,probematch,4,4,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL2527,dtbind,4,4,0.0,0.0,0.0,0.41666666666666663
AB_UNSEEN_141,target_id,CHEMBL2527,nesso_pic50,4,4,0.75,0.0,0.75,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL279,biomaster,4,3,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL279,drugclip,4,3,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL279,dtiam,4,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
AB_UNSEEN_141,target_id,CHEMBL279,conplex,4,3,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL279,nesso,4,3,0.6666666666666666,0.0,0.6666666666666666,0.5
AB_UNSEEN_141,target_id,CHEMBL279,probematch,4,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
AB_UNSEEN_141,target_id,CHEMBL279,dtbind,4,3,0.0,0.0,0.0,0.25
AB_UNSEEN_141,target_id,CHEMBL279,nesso_pic50,4,3,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL3009,biomaster,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL3009,drugclip,3,2,0.0,0.0,0.0,0.5833333333333333
AB_UNSEEN_141,target_id,CHEMBL3009,dtiam,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL3009,conplex,3,2,0.5,0.0,0.5,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL3009,nesso,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL3009,probematch,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL3009,dtbind,3,2,0.0,0.0,0.0,0.5833333333333333
AB_UNSEEN_141,target_id,CHEMBL3009,nesso_pic50,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL4247,biomaster,5,6,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL4247,drugclip,5,6,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333333
AB_UNSEEN_141,target_id,CHEMBL4247,dtiam,5,6,0.6666666666666666,0.0,0.6666666666666666,0.75
AB_UNSEEN_141,target_id,CHEMBL4247,conplex,5,6,0.6666666666666666,0.0,0.6666666666666666,0.5833333333333333
AB_UNSEEN_141,target_id,CHEMBL4247,nesso,5,6,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL4247,probematch,5,6,0.16666666666666666,0.0,0.16666666666666666,0.3666666666666667
AB_UNSEEN_141,target_id,CHEMBL4247,dtbind,5,6,0.6666666666666666,0.0,0.6666666666666666,0.75
AB_UNSEEN_141,target_id,CHEMBL4247,nesso_pic50,5,6,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL5331,biomaster,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL5331,drugclip,3,2,0.5,0.0,0.5,0.5
AB_UNSEEN_141,target_id,CHEMBL5331,dtiam,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL5331,conplex,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL5331,nesso,3,2,1.0,0.0,1.0,1.0
AB_UNSEEN_141,target_id,CHEMBL5331,probematch,3,2,0.5,0.0,0.5,0.5
AB_UNSEEN_141,target_id,CHEMBL5331,dtbind,3,2,0.5,0.0,0.5,0.5
AB_UNSEEN_141,target_id,CHEMBL5331,nesso_pic50,3,2,1.0,0.0,1.0,1.0
