target_id,gene,comparator,total_pairs,zero_pairs,conplex_top10_cutoff,conplex_top10_zero_weight,full_spearman,nonzero_pairs,nonzero_spearman
CHEMBL3587,MAP2K1,nesso,719,329,0.48631215,0.0,-0.011618396097121432,390,0.15903028307029676
CHEMBL3587,MAP2K1,probematch,719,329,0.48631215,0.0,-0.22847640242327313,390,-0.06118355552170727
CHEMBL3587,MAP2K1,dtbind,719,329,0.48631215,0.0,-0.28744345408974264,390,-0.005517462371903979
CHEMBL3629,CSNK2A1,biomaster,719,285,0.25631765,0.0,-0.10904668531327326,434,-0.006665716651333424
CHEMBL3629,CSNK2A1,drugclip,719,285,0.25631765,0.0,0.07876281195402277,434,0.16363880779119294
CHEMBL3629,CSNK2A1,dtiam,719,285,0.25631765,0.0,0.1712985238395201,434,0.25068491401196885
CHEMBL3629,CSNK2A1,nesso,719,285,0.25631765,0.0,-0.09397831217207561,434,-0.0560639205938889
CHEMBL3629,CSNK2A1,probematch,719,285,0.25631765,0.0,-0.24857213386457208,434,-0.2010497975645256
CHEMBL3629,CSNK2A1,dtbind,719,285,0.25631765,0.0,-0.297808422247376,434,-0.1777773585933238
CHEMBL3729,CA4,biomaster,719,23,0.23709515,0.0,0.08323117982814544,696,0.0815952987156952
CHEMBL3729,CA4,drugclip,719,23,0.23709515,0.0,0.016642323007793627,696,0.002582478869885263
CHEMBL3729,CA4,dtiam,719,23,0.23709515,0.0,0.03746885070283562,696,0.021763172561053878
CHEMBL3729,CA4,nesso,719,23,0.23709515,0.0,0.22604050035477483,696,0.2246292850825957
CHEMBL3729,CA4,probematch,719,23,0.23709515,0.0,-0.22670441544110778,696,-0.21615869061102724
CHEMBL3729,CA4,dtbind,719,23,0.23709515,0.0,0.22613044153701278,696,0.2016995208661912
CHEMBL3778,IRAK4,biomaster,719,528,0.45567,0.0,0.010657726969050874,191,0.14803001520760312
CHEMBL3778,IRAK4,drugclip,719,528,0.45567,0.0,0.20344946524426902,191,0.20506028702890536
CHEMBL3778,IRAK4,dtiam,719,528,0.45567,0.0,0.21440541765266924,191,0.1263541139229606
CHEMBL3778,IRAK4,nesso,719,528,0.45567,0.0,-0.05856707720800036,191,0.06607375667162711
CHEMBL3778,IRAK4,probematch,719,528,0.45567,0.0,-0.1760821487824937,191,0.09790678889996074
CHEMBL3778,IRAK4,dtbind,719,528,0.45567,0.0,-0.12611111419690085,191,0.1093012732109982
CHEMBL3902,GSTP1,biomaster,719,104,0.24236417,0.0,-0.09350948380727045,615,-0.11606302163733005
CHEMBL3902,GSTP1,drugclip,719,104,0.24236417,0.0,0.03542620177950307,615,-0.02984807942539166
CHEMBL3902,GSTP1,dtiam,719,104,0.24236417,0.0,-0.08239101406245614,615,-0.04737031491218906
CHEMBL3902,GSTP1,nesso,719,104,0.24236417,0.0,0.24174664031624862,615,0.18941956056232684
CHEMBL3902,GSTP1,probematch,719,104,0.24236417,0.0,-0.3285345317015231,615,-0.18430227192283702
CHEMBL3902,GSTP1,dtbind,719,104,0.24236417,0.0,0.21346233439602036,615,0.15177600622576112
CHEMBL3961,MAPK11,biomaster,719,482,0.46615595,0.0,-0.048410358977973834,237,0.15606855389403604
CHEMBL3961,MAPK11,drugclip,719,482,0.46615595,0.0,-0.09798217252645053,237,0.014632877707640466
CHEMBL3961,MAPK11,dtiam,719,482,0.46615595,0.0,0.1681680862258866,237,0.1506072210262901
CHEMBL3961,MAPK11,nesso,719,482,0.46615595,0.0,-0.1306209526936937,237,-0.044391729325359675
CHEMBL3961,MAPK11,probematch,719,482,0.46615595,0.0,-0.11830081359937263,237,0.10152868837315734
CHEMBL3961,MAPK11,dtbind,719,482,0.46615595,0.0,-0.14507486449334364,237,-0.009191247311125444
CHEMBL3979,PPARD,biomaster,719,151,0.47954425,0.0,0.12492771208659835,568,0.15280565251926728
CHEMBL3979,PPARD,drugclip,719,151,0.47954425,0.0,0.05356422996514827,568,0.0845142607525802
CHEMBL3979,PPARD,dtiam,719,151,0.47954425,0.0,0.10549638033001894,568,0.19258849060231978
CHEMBL3979,PPARD,nesso,719,151,0.47954425,0.0,0.052665532566775336,568,0.024819067909536436
CHEMBL3979,PPARD,probematch,719,151,0.47954425,0.0,0.11269942696277306,568,0.1402211606950973
CHEMBL3979,PPARD,dtbind,719,151,0.47954425,0.0,0.18456058701161412,568,0.25855396643706346
CHEMBL3991,F7,biomaster,719,198,0.23365794,0.0,-0.027963512354936833,521,0.02722066328665528
CHEMBL3991,F7,drugclip,719,198,0.23365794,0.0,-0.13403570054233288,521,0.006903341320805519
CHEMBL3991,F7,dtiam,719,198,0.23365794,0.0,-0.18910577546110607,521,-0.1078926455378866
CHEMBL3991,F7,nesso,719,198,0.23365794,0.0,0.1738760737661723,521,0.1371162975125794
CHEMBL3991,F7,probematch,719,198,0.23365794,0.0,-0.22928437683820543,521,-0.08434051785794025
CHEMBL3991,F7,dtbind,719,198,0.23365794,0.0,0.14327153669885886,521,0.11780343884534636
CHEMBL4040,MAPK1,biomaster,719,491,0.1869775,0.0,-0.046133798477178925,228,0.19767560473389562
CHEMBL4040,MAPK1,drugclip,719,491,0.1869775,0.0,-0.008033964959235534,228,0.12060682840154789
CHEMBL4040,MAPK1,dtiam,719,491,0.1869775,0.0,0.1349747881529398,228,0.1268893477665488
CHEMBL4040,MAPK1,nesso,719,491,0.1869775,0.0,-0.05886794823464049,228,-0.021812815687332978
CHEMBL4040,MAPK1,probematch,719,491,0.1869775,0.0,-0.13439715518556214,228,0.07578141116587706
CHEMBL4040,MAPK1,dtbind,719,491,0.1869775,0.0,-0.1260357142922079,228,0.1324857879724233
CHEMBL4073,MMP7,biomaster,719,16,0.241862,0.0,0.03733418466205079,703,0.05673765834390822
CHEMBL4073,MMP7,drugclip,719,16,0.241862,0.0,-0.07081706943910222,703,-0.07357256164627157
CHEMBL4073,MMP7,dtiam,719,16,0.241862,0.0,-0.0454797679421825,703,-0.06459592143939007
CHEMBL4073,MMP7,nesso,719,16,0.241862,0.0,0.3397131799174122,703,0.31841119076028146
CHEMBL4073,MMP7,probematch,719,16,0.241862,0.0,-0.13552721438109686,703,-0.13299340467164394
CHEMBL4073,MMP7,dtbind,719,16,0.241862,0.0,0.018287989182423896,703,0.04576041678692538
CHEMBL4179,MAPK9,biomaster,719,485,0.37796974,0.0,-0.051954707995322036,234,0.12358843658875425
CHEMBL4179,MAPK9,drugclip,719,485,0.37796974,0.0,-0.05593139106802291,234,0.03596022838360322
CHEMBL4179,MAPK9,dtiam,719,485,0.37796974,0.0,0.0990773932312602,234,0.0686453377289926
CHEMBL4179,MAPK9,nesso,719,485,0.37796974,0.0,-0.13198744714990146,234,-0.04971100837417666
CHEMBL4179,MAPK9,probematch,719,485,0.37796974,0.0,-0.17070444828207262,234,0.008487233910541923
CHEMBL4179,MAPK9,dtbind,719,485,0.37796974,0.0,-0.13520149159657774,234,0.07834447310884185
CHEMBL4245,ESRRG,biomaster,719,231,0.51819277,0.0,0.2629283836457794,488,0.24938789303576842
