scope,query,entity,model_a,model_b,n,ordered_comparisons,both_correct,only_a_correct,only_b_correct,both_wrong,any_tie
COMMON_378,drug_id,DBABZHXKTCFAPX-UHFFFAOYSA-N,dtbind,nesso_pic50,4,3,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,biomaster,drugclip,26,88,0.5681818181818182,0.375,0.011363636363636364,0.045454545454545456,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,biomaster,dtiam,26,88,0.9431818181818182,0.0,0.056818181818181816,0.0,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,biomaster,conplex,26,88,0.6931818181818182,0.10227272727272728,0.011363636363636364,0.045454545454545456,0.14772727272727273
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,biomaster,nesso,26,88,0.9204545454545454,0.022727272727272728,0.022727272727272728,0.03409090909090909,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,biomaster,probematch,26,88,0.5909090909090909,0.3522727272727273,0.022727272727272728,0.03409090909090909,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,biomaster,dtbind,26,88,0.6022727272727273,0.3409090909090909,0.011363636363636364,0.045454545454545456,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,biomaster,nesso_pic50,26,88,0.7727272727272727,0.17045454545454544,0.022727272727272728,0.03409090909090909,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,drugclip,dtiam,26,88,0.5795454545454546,0.0,0.42045454545454547,0.0,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,drugclip,conplex,26,88,0.4772727272727273,0.045454545454545456,0.22727272727272727,0.10227272727272728,0.14772727272727273
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,drugclip,nesso,26,88,0.5568181818181818,0.022727272727272728,0.38636363636363635,0.03409090909090909,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,drugclip,probematch,26,88,0.3522727272727273,0.22727272727272727,0.26136363636363635,0.1590909090909091,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,drugclip,dtbind,26,88,0.36363636363636365,0.2159090909090909,0.25,0.17045454545454544,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,drugclip,nesso_pic50,26,88,0.4659090909090909,0.11363636363636363,0.32954545454545453,0.09090909090909091,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,dtiam,conplex,26,88,0.7045454545454546,0.14772727272727273,0.0,0.0,0.14772727272727273
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,dtiam,nesso,26,88,0.9431818181818182,0.056818181818181816,0.0,0.0,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,dtiam,probematch,26,88,0.6136363636363636,0.38636363636363635,0.0,0.0,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,dtiam,dtbind,26,88,0.6136363636363636,0.38636363636363635,0.0,0.0,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,dtiam,nesso_pic50,26,88,0.7954545454545454,0.20454545454545456,0.0,0.0,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,conplex,nesso,26,88,0.6818181818181818,0.022727272727272728,0.11363636363636363,0.03409090909090909,0.14772727272727273
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,conplex,probematch,26,88,0.36363636363636365,0.3409090909090909,0.125,0.022727272727272728,0.14772727272727273
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,conplex,dtbind,26,88,0.5,0.20454545454545456,0.03409090909090909,0.11363636363636363,0.14772727272727273
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,conplex,nesso_pic50,26,88,0.6363636363636364,0.06818181818181818,0.07954545454545454,0.06818181818181818,0.14772727272727273
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,nesso,probematch,26,88,0.5909090909090909,0.3522727272727273,0.022727272727272728,0.03409090909090909,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,nesso,dtbind,26,88,0.6022727272727273,0.3409090909090909,0.011363636363636364,0.045454545454545456,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,nesso,nesso_pic50,26,88,0.7840909090909091,0.1590909090909091,0.011363636363636364,0.045454545454545456,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,probematch,dtbind,26,88,0.3181818181818182,0.29545454545454547,0.29545454545454547,0.09090909090909091,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,probematch,nesso_pic50,26,88,0.5,0.11363636363636363,0.29545454545454547,0.09090909090909091,0.0
COMMON_378,drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,dtbind,nesso_pic50,26,88,0.5227272727272727,0.09090909090909091,0.2727272727272727,0.11363636363636363,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,biomaster,drugclip,23,112,0.39285714285714285,0.5178571428571429,0.008928571428571428,0.08035714285714286,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,biomaster,dtiam,23,112,0.9017857142857143,0.008928571428571428,0.08928571428571429,0.0,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,biomaster,conplex,23,112,0.1875,0.11607142857142858,0.0,0.0,0.6964285714285714
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,biomaster,nesso,23,112,0.8660714285714286,0.044642857142857144,0.08928571428571429,0.0,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,biomaster,probematch,23,112,0.5625,0.3482142857142857,0.017857142857142856,0.07142857142857142,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,biomaster,dtbind,23,112,0.7946428571428571,0.11607142857142858,0.07142857142857142,0.017857142857142856,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,biomaster,nesso_pic50,23,112,0.9107142857142857,0.0,0.08928571428571429,0.0,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,drugclip,dtiam,23,112,0.4017857142857143,0.0,0.5892857142857143,0.008928571428571428,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,drugclip,conplex,23,112,0.044642857142857144,0.07142857142857142,0.14285714285714285,0.044642857142857144,0.6964285714285714
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,drugclip,nesso,23,112,0.39285714285714285,0.008928571428571428,0.5625,0.03571428571428571,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,drugclip,probematch,23,112,0.25,0.15178571428571427,0.33035714285714285,0.26785714285714285,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,drugclip,dtbind,23,112,0.35714285714285715,0.044642857142857144,0.5089285714285714,0.08928571428571429,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,drugclip,nesso_pic50,23,112,0.4017857142857143,0.0,0.5982142857142857,0.0,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,dtiam,conplex,23,112,0.1875,0.11607142857142858,0.0,0.0,0.6964285714285714
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,dtiam,nesso,23,112,0.9464285714285714,0.044642857142857144,0.008928571428571428,0.0,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,dtiam,probematch,23,112,0.5803571428571429,0.4107142857142857,0.0,0.008928571428571428,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,dtiam,dtbind,23,112,0.8571428571428571,0.13392857142857142,0.008928571428571428,0.0,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,dtiam,nesso_pic50,23,112,0.9910714285714286,0.0,0.008928571428571428,0.0,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,conplex,nesso,23,112,0.1875,0.0,0.11607142857142858,0.0,0.6964285714285714
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,conplex,probematch,23,112,0.125,0.0625,0.03571428571428571,0.08035714285714286,0.6964285714285714
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,conplex,dtbind,23,112,0.16964285714285715,0.017857142857142856,0.11607142857142858,0.0,0.6964285714285714
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,conplex,nesso_pic50,23,112,0.1875,0.0,0.11607142857142858,0.0,0.6964285714285714
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,nesso,probematch,23,112,0.5446428571428571,0.4107142857142857,0.03571428571428571,0.008928571428571428,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,nesso,dtbind,23,112,0.8303571428571429,0.125,0.03571428571428571,0.008928571428571428,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,nesso,nesso_pic50,23,112,0.9553571428571429,0.0,0.044642857142857144,0.0,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,probematch,dtbind,23,112,0.4732142857142857,0.10714285714285714,0.39285714285714285,0.026785714285714284,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,probematch,nesso_pic50,23,112,0.5803571428571429,0.0,0.41964285714285715,0.0,0.0
COMMON_378,drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,dtbind,nesso_pic50,23,112,0.8660714285714286,0.0,0.13392857142857142,0.0,0.0
COMMON_378,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,biomaster,drugclip,22,40,0.55,0.45,0.0,0.0,0.0
COMMON_378,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,biomaster,dtiam,22,40,0.8,0.2,0.0,0.0,0.0
COMMON_378,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,biomaster,conplex,22,40,0.5,0.225,0.0,0.0,0.275
