target_id,model_a,model_b,k,expected_overlap,overlap_fraction,chance_fraction
CHEMBL1782,biomaster,drugclip,10,0.0,0.0,0.013908205841446454
CHEMBL1782,biomaster,dtiam,10,0.0,0.0,0.013908205841446454
CHEMBL1782,biomaster,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1782,biomaster,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1782,biomaster,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1782,biomaster,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1782,drugclip,dtiam,10,1.0,0.1,0.013908205841446454
CHEMBL1782,drugclip,conplex,10,2.0,0.2,0.013908205841446454
CHEMBL1782,drugclip,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1782,drugclip,probematch,10,1.0,0.1,0.013908205841446454
CHEMBL1782,drugclip,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1782,dtiam,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1782,dtiam,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1782,dtiam,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1782,dtiam,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1782,conplex,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1782,conplex,probematch,10,1.0,0.1,0.013908205841446454
CHEMBL1782,conplex,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1782,nesso,probematch,10,1.0,0.1,0.013908205841446454
CHEMBL1782,nesso,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1782,probematch,dtbind,10,3.0,0.3,0.013908205841446454
CHEMBL1782,biomaster,drugclip,20,0.0,0.0,0.027816411682892908
CHEMBL1782,biomaster,dtiam,20,1.0,0.05,0.027816411682892908
CHEMBL1782,biomaster,conplex,20,1.0,0.05,0.027816411682892908
CHEMBL1782,biomaster,nesso,20,2.0,0.1,0.027816411682892908
CHEMBL1782,biomaster,probematch,20,2.0,0.1,0.027816411682892908
CHEMBL1782,biomaster,dtbind,20,2.0,0.1,0.027816411682892908
CHEMBL1782,drugclip,dtiam,20,2.0,0.1,0.027816411682892908
CHEMBL1782,drugclip,conplex,20,3.0,0.15,0.027816411682892908
CHEMBL1782,drugclip,nesso,20,1.0,0.05,0.027816411682892908
CHEMBL1782,drugclip,probematch,20,1.0,0.05,0.027816411682892908
CHEMBL1782,drugclip,dtbind,20,1.0,0.05,0.027816411682892908
CHEMBL1782,dtiam,conplex,20,0.0,0.0,0.027816411682892908
CHEMBL1782,dtiam,nesso,20,0.0,0.0,0.027816411682892908
CHEMBL1782,dtiam,probematch,20,0.0,0.0,0.027816411682892908
CHEMBL1782,dtiam,dtbind,20,0.0,0.0,0.027816411682892908
CHEMBL1782,conplex,nesso,20,0.0,0.0,0.027816411682892908
CHEMBL1782,conplex,probematch,20,2.0,0.1,0.027816411682892908
CHEMBL1782,conplex,dtbind,20,2.0,0.1,0.027816411682892908
CHEMBL1782,nesso,probematch,20,4.0,0.2,0.027816411682892908
CHEMBL1782,nesso,dtbind,20,2.0,0.1,0.027816411682892908
CHEMBL1782,probematch,dtbind,20,4.0,0.2,0.027816411682892908
CHEMBL1782,biomaster,drugclip,50,1.0,0.02,0.06954102920723226
CHEMBL1782,biomaster,dtiam,50,3.0,0.06,0.06954102920723226
CHEMBL1782,biomaster,conplex,50,7.0,0.14,0.06954102920723226
CHEMBL1782,biomaster,nesso,50,6.0,0.12,0.06954102920723226
CHEMBL1782,biomaster,probematch,50,5.0,0.1,0.06954102920723226
CHEMBL1782,biomaster,dtbind,50,8.0,0.16,0.06954102920723226
CHEMBL1782,drugclip,dtiam,50,3.0,0.06,0.06954102920723226
CHEMBL1782,drugclip,conplex,50,3.0,0.06,0.06954102920723226
CHEMBL1782,drugclip,nesso,50,3.0,0.06,0.06954102920723226
CHEMBL1782,drugclip,probematch,50,5.0,0.1,0.06954102920723226
CHEMBL1782,drugclip,dtbind,50,6.0,0.12,0.06954102920723226
CHEMBL1782,dtiam,conplex,50,3.0,0.06,0.06954102920723226
CHEMBL1782,dtiam,nesso,50,2.0,0.04,0.06954102920723226
CHEMBL1782,dtiam,probematch,50,1.0,0.02,0.06954102920723226
CHEMBL1782,dtiam,dtbind,50,2.0,0.04,0.06954102920723226
CHEMBL1782,conplex,nesso,50,4.0,0.08,0.06954102920723226
CHEMBL1782,conplex,probematch,50,6.0,0.12,0.06954102920723226
CHEMBL1782,conplex,dtbind,50,6.0,0.12,0.06954102920723226
CHEMBL1782,nesso,probematch,50,12.0,0.24,0.06954102920723226
CHEMBL1782,nesso,dtbind,50,8.0,0.16,0.06954102920723226
CHEMBL1782,probematch,dtbind,50,18.0,0.36,0.06954102920723226
CHEMBL1782,biomaster,drugclip,100,8.0,0.08,0.13908205841446453
CHEMBL1782,biomaster,dtiam,100,11.0,0.11,0.13908205841446453
CHEMBL1782,biomaster,conplex,100,14.0,0.14,0.13908205841446453
CHEMBL1782,biomaster,nesso,100,22.0,0.22,0.13908205841446453
CHEMBL1782,biomaster,probematch,100,20.0,0.2,0.13908205841446453
CHEMBL1782,biomaster,dtbind,100,18.0,0.18,0.13908205841446453
CHEMBL1782,drugclip,dtiam,100,13.0,0.13,0.13908205841446453
CHEMBL1782,drugclip,conplex,100,17.0,0.17,0.13908205841446453
CHEMBL1782,drugclip,nesso,100,12.0,0.12,0.13908205841446453
CHEMBL1782,drugclip,probematch,100,22.0,0.22,0.13908205841446453
CHEMBL1782,drugclip,dtbind,100,27.0,0.27,0.13908205841446453
CHEMBL1782,dtiam,conplex,100,14.0,0.14,0.13908205841446453
CHEMBL1782,dtiam,nesso,100,10.0,0.1,0.13908205841446453
CHEMBL1782,dtiam,probematch,100,8.0,0.08,0.13908205841446453
CHEMBL1782,dtiam,dtbind,100,10.0,0.1,0.13908205841446453
CHEMBL1782,conplex,nesso,100,17.0,0.17,0.13908205841446453
CHEMBL1782,conplex,probematch,100,23.0,0.23,0.13908205841446453
CHEMBL1782,conplex,dtbind,100,23.0,0.23,0.13908205841446453
CHEMBL1782,nesso,probematch,100,29.0,0.29,0.13908205841446453
CHEMBL1782,nesso,dtbind,100,32.0,0.32,0.13908205841446453
CHEMBL1782,probematch,dtbind,100,42.0,0.42,0.13908205841446453
CHEMBL1829,biomaster,drugclip,10,0.0,0.0,0.013908205841446454
CHEMBL1829,biomaster,dtiam,10,5.0,0.5,0.013908205841446454
CHEMBL1829,biomaster,conplex,10,1.0,0.1,0.013908205841446454
CHEMBL1829,biomaster,nesso,10,4.0,0.4,0.013908205841446454
CHEMBL1829,biomaster,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1829,biomaster,dtbind,10,1.0,0.1,0.013908205841446454
CHEMBL1829,drugclip,dtiam,10,0.0,0.0,0.013908205841446454
CHEMBL1829,drugclip,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1829,drugclip,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1829,drugclip,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1829,drugclip,dtbind,10,1.0,0.1,0.013908205841446454
CHEMBL1829,dtiam,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1829,dtiam,nesso,10,4.0,0.4,0.013908205841446454
CHEMBL1829,dtiam,probematch,10,1.0,0.1,0.013908205841446454
CHEMBL1829,dtiam,dtbind,10,1.0,0.1,0.013908205841446454
CHEMBL1829,conplex,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1829,conplex,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1829,conplex,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1829,nesso,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1829,nesso,dtbind,10,1.0,0.1,0.013908205841446454
CHEMBL1829,probematch,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1829,biomaster,drugclip,20,0.0,0.0,0.027816411682892908
CHEMBL1829,biomaster,dtiam,20,5.0,0.25,0.027816411682892908
CHEMBL1829,biomaster,conplex,20,3.0,0.15,0.027816411682892908
CHEMBL1829,biomaster,nesso,20,5.0,0.25,0.027816411682892908
CHEMBL1829,biomaster,probematch,20,0.0,0.0,0.027816411682892908
CHEMBL1829,biomaster,dtbind,20,2.0,0.1,0.027816411682892908
CHEMBL1829,drugclip,dtiam,20,0.0,0.0,0.027816411682892908
CHEMBL1829,drugclip,conplex,20,0.0,0.0,0.027816411682892908
CHEMBL1829,drugclip,nesso,20,1.0,0.05,0.027816411682892908
CHEMBL1829,drugclip,probematch,20,0.0,0.0,0.027816411682892908
CHEMBL1829,drugclip,dtbind,20,1.0,0.05,0.027816411682892908
CHEMBL1829,dtiam,conplex,20,1.0,0.05,0.027816411682892908
CHEMBL1829,dtiam,nesso,20,4.0,0.2,0.027816411682892908
CHEMBL1829,dtiam,probematch,20,1.0,0.05,0.027816411682892908
CHEMBL1829,dtiam,dtbind,20,1.0,0.05,0.027816411682892908
CHEMBL1829,conplex,nesso,20,0.0,0.0,0.027816411682892908
CHEMBL1829,conplex,probematch,20,1.0,0.05,0.027816411682892908
CHEMBL1829,conplex,dtbind,20,1.0,0.05,0.027816411682892908
CHEMBL1829,nesso,probematch,20,0.0,0.0,0.027816411682892908
CHEMBL1829,nesso,dtbind,20,2.0,0.1,0.027816411682892908
CHEMBL1829,probematch,dtbind,20,0.0,0.0,0.027816411682892908
CHEMBL1829,biomaster,drugclip,50,3.0,0.06,0.06954102920723226
CHEMBL1829,biomaster,dtiam,50,8.0,0.16,0.06954102920723226
CHEMBL1829,biomaster,conplex,50,8.0,0.16,0.06954102920723226
CHEMBL1829,biomaster,nesso,50,7.0,0.14,0.06954102920723226
CHEMBL1829,biomaster,probematch,50,3.0,0.06,0.06954102920723226
CHEMBL1829,biomaster,dtbind,50,5.0,0.1,0.06954102920723226
CHEMBL1829,drugclip,dtiam,50,1.0,0.02,0.06954102920723226
CHEMBL1829,drugclip,conplex,50,6.0,0.12,0.06954102920723226
CHEMBL1829,drugclip,nesso,50,3.0,0.06,0.06954102920723226
CHEMBL1829,drugclip,probematch,50,4.0,0.08,0.06954102920723226
CHEMBL1829,drugclip,dtbind,50,6.0,0.12,0.06954102920723226
CHEMBL1829,dtiam,conplex,50,9.0,0.18,0.06954102920723226
CHEMBL1829,dtiam,nesso,50,7.0,0.14,0.06954102920723226
CHEMBL1829,dtiam,probematch,50,8.0,0.16,0.06954102920723226
CHEMBL1829,dtiam,dtbind,50,2.0,0.04,0.06954102920723226
CHEMBL1829,conplex,nesso,50,5.0,0.1,0.06954102920723226
CHEMBL1829,conplex,probematch,50,5.0,0.1,0.06954102920723226
CHEMBL1829,conplex,dtbind,50,6.0,0.12,0.06954102920723226
CHEMBL1829,nesso,probematch,50,1.0,0.02,0.06954102920723226
CHEMBL1829,nesso,dtbind,50,4.0,0.08,0.06954102920723226
CHEMBL1829,probematch,dtbind,50,8.0,0.16,0.06954102920723226
CHEMBL1829,biomaster,drugclip,100,12.0,0.12,0.13908205841446453
CHEMBL1829,biomaster,dtiam,100,15.0,0.15,0.13908205841446453
CHEMBL1829,biomaster,conplex,100,18.0,0.18,0.13908205841446453
CHEMBL1829,biomaster,nesso,100,20.0,0.2,0.13908205841446453
CHEMBL1829,biomaster,probematch,100,20.0,0.2,0.13908205841446453
CHEMBL1829,biomaster,dtbind,100,15.0,0.15,0.13908205841446453
CHEMBL1829,drugclip,dtiam,100,6.0,0.06,0.13908205841446453
CHEMBL1829,drugclip,conplex,100,16.0,0.16,0.13908205841446453
CHEMBL1829,drugclip,nesso,100,19.0,0.19,0.13908205841446453
CHEMBL1829,drugclip,probematch,100,9.0,0.09,0.13908205841446453
CHEMBL1829,drugclip,dtbind,100,21.0,0.21,0.13908205841446453
CHEMBL1829,dtiam,conplex,100,22.0,0.22,0.13908205841446453
CHEMBL1829,dtiam,nesso,100,18.0,0.18,0.13908205841446453
CHEMBL1829,dtiam,probematch,100,21.0,0.21,0.13908205841446453
CHEMBL1829,dtiam,dtbind,100,9.0,0.09,0.13908205841446453
CHEMBL1829,conplex,nesso,100,15.0,0.15,0.13908205841446453
CHEMBL1829,conplex,probematch,100,15.0,0.15,0.13908205841446453
CHEMBL1829,conplex,dtbind,100,11.0,0.11,0.13908205841446453
CHEMBL1829,nesso,probematch,100,6.0,0.06,0.13908205841446453
CHEMBL1829,nesso,dtbind,100,16.0,0.16,0.13908205841446453
CHEMBL1829,probematch,dtbind,100,17.0,0.17,0.13908205841446453
CHEMBL1871,biomaster,drugclip,10,1.0,0.1,0.013908205841446454
CHEMBL1871,biomaster,dtiam,10,0.0,0.0,0.013908205841446454
CHEMBL1871,biomaster,conplex,10,1.0,0.1,0.013908205841446454
CHEMBL1871,biomaster,nesso,10,2.0,0.2,0.013908205841446454
CHEMBL1871,biomaster,probematch,10,2.727272727272727,0.2727272727272727,0.013908205841446454
CHEMBL1871,biomaster,dtbind,10,1.0,0.1,0.013908205841446454
CHEMBL1871,drugclip,dtiam,10,0.0,0.0,0.013908205841446454
CHEMBL1871,drugclip,conplex,10,1.0,0.1,0.013908205841446454
CHEMBL1871,drugclip,nesso,10,2.0,0.2,0.013908205841446454
CHEMBL1871,drugclip,probematch,10,0.9090909090909091,0.09090909090909091,0.013908205841446454
CHEMBL1871,drugclip,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1871,dtiam,conplex,10,3.0,0.3,0.013908205841446454
CHEMBL1871,dtiam,nesso,10,2.0,0.2,0.013908205841446454
CHEMBL1871,dtiam,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1871,dtiam,dtbind,10,1.0,0.1,0.013908205841446454
CHEMBL1871,conplex,nesso,10,6.0,0.6,0.013908205841446454
CHEMBL1871,conplex,probematch,10,3.6363636363636362,0.36363636363636365,0.013908205841446454
CHEMBL1871,conplex,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1871,nesso,probematch,10,3.6363636363636362,0.36363636363636365,0.013908205841446454
CHEMBL1871,nesso,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1871,probematch,dtbind,10,0.9090909090909091,0.09090909090909091,0.013908205841446454
CHEMBL1871,biomaster,drugclip,20,8.0,0.4,0.027816411682892908
CHEMBL1871,biomaster,dtiam,20,4.0,0.2,0.027816411682892908
CHEMBL1871,biomaster,conplex,20,8.0,0.4,0.027816411682892908
CHEMBL1871,biomaster,nesso,20,11.0,0.55,0.027816411682892908
CHEMBL1871,biomaster,probematch,20,8.0,0.4,0.027816411682892908
CHEMBL1871,biomaster,dtbind,20,2.0,0.1,0.027816411682892908
CHEMBL1871,drugclip,dtiam,20,1.0,0.05,0.027816411682892908
CHEMBL1871,drugclip,conplex,20,5.0,0.25,0.027816411682892908
CHEMBL1871,drugclip,nesso,20,10.0,0.5,0.027816411682892908
CHEMBL1871,drugclip,probematch,20,4.0,0.2,0.027816411682892908
CHEMBL1871,drugclip,dtbind,20,4.0,0.2,0.027816411682892908
CHEMBL1871,dtiam,conplex,20,6.0,0.3,0.027816411682892908
CHEMBL1871,dtiam,nesso,20,4.0,0.2,0.027816411682892908
CHEMBL1871,dtiam,probematch,20,4.0,0.2,0.027816411682892908
CHEMBL1871,dtiam,dtbind,20,3.0,0.15,0.027816411682892908
CHEMBL1871,conplex,nesso,20,12.0,0.6,0.027816411682892908
CHEMBL1871,conplex,probematch,20,7.5,0.375,0.027816411682892908
CHEMBL1871,conplex,dtbind,20,4.0,0.2,0.027816411682892908
CHEMBL1871,nesso,probematch,20,7.0,0.35,0.027816411682892908
CHEMBL1871,nesso,dtbind,20,3.0,0.15,0.027816411682892908
CHEMBL1871,probematch,dtbind,20,4.0,0.2,0.027816411682892908
CHEMBL1871,biomaster,drugclip,50,25.0,0.5,0.06954102920723226
CHEMBL1871,biomaster,dtiam,50,17.0,0.34,0.06954102920723226
CHEMBL1871,biomaster,conplex,50,22.0,0.44,0.06954102920723226
CHEMBL1871,biomaster,nesso,50,30.0,0.6,0.06954102920723226
CHEMBL1871,biomaster,probematch,50,25.0,0.5,0.06954102920723226
CHEMBL1871,biomaster,dtbind,50,18.0,0.36,0.06954102920723226
CHEMBL1871,drugclip,dtiam,50,13.0,0.26,0.06954102920723226
CHEMBL1871,drugclip,conplex,50,26.0,0.52,0.06954102920723226
CHEMBL1871,drugclip,nesso,50,29.0,0.58,0.06954102920723226
CHEMBL1871,drugclip,probematch,50,25.0,0.5,0.06954102920723226
CHEMBL1871,drugclip,dtbind,50,20.0,0.4,0.06954102920723226
CHEMBL1871,dtiam,conplex,50,19.0,0.38,0.06954102920723226
CHEMBL1871,dtiam,nesso,50,14.0,0.28,0.06954102920723226
CHEMBL1871,dtiam,probematch,50,15.0,0.3,0.06954102920723226
CHEMBL1871,dtiam,dtbind,50,15.0,0.3,0.06954102920723226
CHEMBL1871,conplex,nesso,50,24.0,0.48,0.06954102920723226
CHEMBL1871,conplex,probematch,50,26.0,0.52,0.06954102920723226
CHEMBL1871,conplex,dtbind,50,21.0,0.42,0.06954102920723226
CHEMBL1871,nesso,probematch,50,25.0,0.5,0.06954102920723226
CHEMBL1871,nesso,dtbind,50,17.0,0.34,0.06954102920723226
CHEMBL1871,probematch,dtbind,50,19.0,0.38,0.06954102920723226
CHEMBL1871,biomaster,drugclip,100,45.0,0.45,0.13908205841446453
CHEMBL1871,biomaster,dtiam,100,41.0,0.41,0.13908205841446453
CHEMBL1871,biomaster,conplex,100,45.0,0.45,0.13908205841446453
CHEMBL1871,biomaster,nesso,100,49.0,0.49,0.13908205841446453
CHEMBL1871,biomaster,probematch,100,39.0,0.39,0.13908205841446453
CHEMBL1871,biomaster,dtbind,100,38.0,0.38,0.13908205841446453
CHEMBL1871,drugclip,dtiam,100,41.0,0.41,0.13908205841446453
CHEMBL1871,drugclip,conplex,100,56.0,0.56,0.13908205841446453
CHEMBL1871,drugclip,nesso,100,56.0,0.56,0.13908205841446453
CHEMBL1871,drugclip,probematch,100,42.0,0.42,0.13908205841446453
CHEMBL1871,drugclip,dtbind,100,66.0,0.66,0.13908205841446453
CHEMBL1871,dtiam,conplex,100,44.0,0.44,0.13908205841446453
CHEMBL1871,dtiam,nesso,100,40.0,0.4,0.13908205841446453
CHEMBL1871,dtiam,probematch,100,40.0,0.4,0.13908205841446453
CHEMBL1871,dtiam,dtbind,100,39.0,0.39,0.13908205841446453
CHEMBL1871,conplex,nesso,100,47.0,0.47,0.13908205841446453
CHEMBL1871,conplex,probematch,100,38.0,0.38,0.13908205841446453
CHEMBL1871,conplex,dtbind,100,50.0,0.5,0.13908205841446453
CHEMBL1871,nesso,probematch,100,41.0,0.41,0.13908205841446453
CHEMBL1871,nesso,dtbind,100,51.0,0.51,0.13908205841446453
CHEMBL1871,probematch,dtbind,100,38.0,0.38,0.13908205841446453
CHEMBL1902,biomaster,drugclip,10,1.0,0.1,0.013908205841446454
CHEMBL1902,biomaster,dtiam,10,0.0,0.0,0.013908205841446454
CHEMBL1902,biomaster,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1902,biomaster,nesso,10,1.0,0.1,0.013908205841446454
CHEMBL1902,biomaster,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1902,biomaster,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1902,drugclip,dtiam,10,1.0,0.1,0.013908205841446454
CHEMBL1902,drugclip,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1902,drugclip,nesso,10,2.0,0.2,0.013908205841446454
CHEMBL1902,drugclip,probematch,10,1.0,0.1,0.013908205841446454
CHEMBL1902,drugclip,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1902,dtiam,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1902,dtiam,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1902,dtiam,probematch,10,1.0,0.1,0.013908205841446454
CHEMBL1902,dtiam,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1902,conplex,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1902,conplex,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1902,conplex,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1902,nesso,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1902,nesso,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1902,probematch,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1902,biomaster,drugclip,20,2.0,0.1,0.027816411682892908
CHEMBL1902,biomaster,dtiam,20,2.0,0.1,0.027816411682892908
CHEMBL1902,biomaster,conplex,20,1.0,0.05,0.027816411682892908
CHEMBL1902,biomaster,nesso,20,1.0,0.05,0.027816411682892908
CHEMBL1902,biomaster,probematch,20,0.0,0.0,0.027816411682892908
CHEMBL1902,biomaster,dtbind,20,2.0,0.1,0.027816411682892908
CHEMBL1902,drugclip,dtiam,20,3.0,0.15,0.027816411682892908
CHEMBL1902,drugclip,conplex,20,0.0,0.0,0.027816411682892908
CHEMBL1902,drugclip,nesso,20,2.0,0.1,0.027816411682892908
CHEMBL1902,drugclip,probematch,20,1.0,0.05,0.027816411682892908
CHEMBL1902,drugclip,dtbind,20,0.0,0.0,0.027816411682892908
CHEMBL1902,dtiam,conplex,20,0.0,0.0,0.027816411682892908
CHEMBL1902,dtiam,nesso,20,1.0,0.05,0.027816411682892908
CHEMBL1902,dtiam,probematch,20,2.0,0.1,0.027816411682892908
CHEMBL1902,dtiam,dtbind,20,0.0,0.0,0.027816411682892908
CHEMBL1902,conplex,nesso,20,0.0,0.0,0.027816411682892908
CHEMBL1902,conplex,probematch,20,0.0,0.0,0.027816411682892908
CHEMBL1902,conplex,dtbind,20,0.0,0.0,0.027816411682892908
CHEMBL1902,nesso,probematch,20,0.0,0.0,0.027816411682892908
CHEMBL1902,nesso,dtbind,20,2.0,0.1,0.027816411682892908
CHEMBL1902,probematch,dtbind,20,0.0,0.0,0.027816411682892908
CHEMBL1902,biomaster,drugclip,50,8.0,0.16,0.06954102920723226
CHEMBL1902,biomaster,dtiam,50,7.0,0.14,0.06954102920723226
CHEMBL1902,biomaster,conplex,50,1.0,0.02,0.06954102920723226
CHEMBL1902,biomaster,nesso,50,6.0,0.12,0.06954102920723226
CHEMBL1902,biomaster,probematch,50,6.0,0.12,0.06954102920723226
CHEMBL1902,biomaster,dtbind,50,4.0,0.08,0.06954102920723226
CHEMBL1902,drugclip,dtiam,50,8.0,0.16,0.06954102920723226
CHEMBL1902,drugclip,conplex,50,1.0,0.02,0.06954102920723226
CHEMBL1902,drugclip,nesso,50,9.0,0.18,0.06954102920723226
CHEMBL1902,drugclip,probematch,50,5.0,0.1,0.06954102920723226
CHEMBL1902,drugclip,dtbind,50,3.0,0.06,0.06954102920723226
CHEMBL1902,dtiam,conplex,50,3.0,0.06,0.06954102920723226
CHEMBL1902,dtiam,nesso,50,2.0,0.04,0.06954102920723226
CHEMBL1902,dtiam,probematch,50,7.0,0.14,0.06954102920723226
CHEMBL1902,dtiam,dtbind,50,2.0,0.04,0.06954102920723226
CHEMBL1902,conplex,nesso,50,4.0,0.08,0.06954102920723226
CHEMBL1902,conplex,probematch,50,3.0,0.06,0.06954102920723226
CHEMBL1902,conplex,dtbind,50,3.0,0.06,0.06954102920723226
CHEMBL1902,nesso,probematch,50,5.0,0.1,0.06954102920723226
CHEMBL1902,nesso,dtbind,50,9.0,0.18,0.06954102920723226
CHEMBL1902,probematch,dtbind,50,1.0,0.02,0.06954102920723226
CHEMBL1902,biomaster,drugclip,100,26.0,0.26,0.13908205841446453
CHEMBL1902,biomaster,dtiam,100,18.0,0.18,0.13908205841446453
CHEMBL1902,biomaster,conplex,100,11.0,0.11,0.13908205841446453
CHEMBL1902,biomaster,nesso,100,20.0,0.2,0.13908205841446453
CHEMBL1902,biomaster,probematch,100,20.0,0.2,0.13908205841446453
CHEMBL1902,biomaster,dtbind,100,13.0,0.13,0.13908205841446453
CHEMBL1902,drugclip,dtiam,100,23.0,0.23,0.13908205841446453
CHEMBL1902,drugclip,conplex,100,11.0,0.11,0.13908205841446453
CHEMBL1902,drugclip,nesso,100,21.0,0.21,0.13908205841446453
CHEMBL1902,drugclip,probematch,100,14.0,0.14,0.13908205841446453
CHEMBL1902,drugclip,dtbind,100,21.0,0.21,0.13908205841446453
CHEMBL1902,dtiam,conplex,100,16.0,0.16,0.13908205841446453
CHEMBL1902,dtiam,nesso,100,3.0,0.03,0.13908205841446453
CHEMBL1902,dtiam,probematch,100,18.0,0.18,0.13908205841446453
CHEMBL1902,dtiam,dtbind,100,9.0,0.09,0.13908205841446453
CHEMBL1902,conplex,nesso,100,19.0,0.19,0.13908205841446453
CHEMBL1902,conplex,probematch,100,9.0,0.09,0.13908205841446453
CHEMBL1902,conplex,dtbind,100,15.0,0.15,0.13908205841446453
CHEMBL1902,nesso,probematch,100,13.0,0.13,0.13908205841446453
CHEMBL1902,nesso,dtbind,100,22.0,0.22,0.13908205841446453
CHEMBL1902,probematch,dtbind,100,9.0,0.09,0.13908205841446453
CHEMBL1930,biomaster,drugclip,10,0.0,0.0,0.013908205841446454
CHEMBL1930,biomaster,dtiam,10,0.0,0.0,0.013908205841446454
CHEMBL1930,biomaster,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1930,biomaster,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1930,biomaster,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1930,biomaster,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1930,drugclip,dtiam,10,0.0,0.0,0.013908205841446454
CHEMBL1930,drugclip,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1930,drugclip,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1930,drugclip,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1930,drugclip,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1930,dtiam,conplex,10,0.0,0.0,0.013908205841446454
CHEMBL1930,dtiam,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1930,dtiam,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1930,dtiam,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1930,conplex,nesso,10,0.0,0.0,0.013908205841446454
CHEMBL1930,conplex,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1930,conplex,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1930,nesso,probematch,10,0.0,0.0,0.013908205841446454
CHEMBL1930,nesso,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1930,probematch,dtbind,10,0.0,0.0,0.013908205841446454
CHEMBL1930,biomaster,drugclip,20,2.0,0.1,0.027816411682892908
CHEMBL1930,biomaster,dtiam,20,0.0,0.0,0.027816411682892908
CHEMBL1930,biomaster,conplex,20,0.0,0.0,0.027816411682892908
CHEMBL1930,biomaster,nesso,20,0.0,0.0,0.027816411682892908
CHEMBL1930,biomaster,probematch,20,1.0,0.05,0.027816411682892908
CHEMBL1930,biomaster,dtbind,20,0.0,0.0,0.027816411682892908
CHEMBL1930,drugclip,dtiam,20,0.0,0.0,0.027816411682892908
CHEMBL1930,drugclip,conplex,20,1.0,0.05,0.027816411682892908
CHEMBL1930,drugclip,nesso,20,2.0,0.1,0.027816411682892908
CHEMBL1930,drugclip,probematch,20,0.0,0.0,0.027816411682892908
CHEMBL1930,drugclip,dtbind,20,2.0,0.1,0.027816411682892908
CHEMBL1930,dtiam,conplex,20,0.0,0.0,0.027816411682892908
CHEMBL1930,dtiam,nesso,20,1.0,0.05,0.027816411682892908
CHEMBL1930,dtiam,probematch,20,0.0,0.0,0.027816411682892908
CHEMBL1930,dtiam,dtbind,20,0.0,0.0,0.027816411682892908
CHEMBL1930,conplex,nesso,20,0.0,0.0,0.027816411682892908
CHEMBL1930,conplex,probematch,20,1.0,0.05,0.027816411682892908
