ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,assay_lane,pair_pocket_evidence_source,pocket_evidence_tier,conplex_score,conplex_rank_within_target,conplex_percentile_within_target,drugclip_cosine_mean,drugclip_rank_within_target,drugclip_percentile_within_target,receptor_protocol_status,redock_status,conplex_rank_within_ligand_384,conplex_percentile_within_ligand_384,drugclip_rank_within_ligand_382,drugclip_percentile_within_ligand_382,dta_bidirectional_top10pct_concordant_384,is_any_frozen_known_relationship,pair_novelty_class_384,target_route_family,unified_target_route,gnina_target_qualification,boltz_target_qualification,pairId,mainline_boltz_completed,mainline_gnina_completed,gnina_remote_model_required,boltz_remote_model_required,gnina_increment_required,boltz_increment_required,max_tanimoto_to_target_measured_positive,murcko_scaffold,measured_positive_reference_count,novelty_lane,dta_priority_score_384
RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,axitinib,UNII:C9LVQ0YUXG,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.39248133,31.0,0.9582754,0.3939629,33.0,0.95549375,FROZEN_PASS,PASS,9.0,0.97911227,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,RITAVMQDGBJQJZ-FMIVXFBMSA-N__CHEMBL2041,False,False,False,True,False,True,1.0,C(=C\c1n[nH]c2cc(Sc3ccccc3)ccc12)/c1ccccn1,3004,N1_LOCAL_ANALOG,1.0830345675
RRMJMHOQSALEJJ-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,lazertinib,UNII:4A2Y23XK11,CHEMBL1824,ERBB2,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.31083202,10.0,0.9874826,0.48545036,2.0,0.9986092,FROZEN_PASS,PASS,10.0,0.9765013,23.0,0.9422572,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,RRMJMHOQSALEJJ-UHFFFAOYSA-N__CHEMBL1824,False,False,False,True,False,True,1.0,c1ccc(-c2ccn(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)n2)cc1,1369,N1_LOCAL_ANALOG,1.0734672500000002
RZEKVGVHFLEQIL-UHFFFAOYSA-N,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,celecoxib,UNII:JCX84Q7J1L,CHEMBL3242,CA12,ENZYME_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.27213857,8.0,0.99026424,0.30534413,43.0,0.94158554,FROZEN_PASS,PASS,11.0,0.97389036,9.0,0.9790026,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,RZEKVGVHFLEQIL-UHFFFAOYSA-N__CHEMBL3242,False,False,False,True,False,True,1.0,c1ccc(-c2ccnn2-c2ccccc2)cc1,4249,N1_LOCAL_ANALOG,1.08053995
SDEAXTCZPQIFQM-UHFFFAOYSA-N,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,tucatinib,UNII:234248D0HH,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.32227972,40.0,0.945758,0.44536564,18.0,0.976356,FROZEN_PASS,PASS,8.0,0.98172325,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,SDEAXTCZPQIFQM-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.3333333333333333,c1nc(Nc2ccc(Oc3ccn4ncnc4c3)cc2)c2cc(NC3=NCCO3)ccc2n1,3004,N3_REMOTE,1.0882074625
SPMVMDHWKHCIDT-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,tivozanib,UNII:172030934T,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.85644776,7.0,0.99165505,0.4497484,17.0,0.97774684,FROZEN_PASS,PASS,6.0,0.98694515,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,SPMVMDHWKHCIDT-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,1.0,O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)Nc1ccon1,3004,N1_LOCAL_ANALOG,1.0933377
UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,bosutinib,UNII:5018V4AEZ0,CHEMBL1841,FYN,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.86779875,2.0,0.9986092,0.29619685,40.0,0.945758,FROZEN_PASS,PASS,3.0,0.9947781,21.0,0.94750655,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1841,False,False,False,True,False,True,1.0,c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1,83,N1_LOCAL_ANALOG,1.0839179875
UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,bosutinib,UNII:5018V4AEZ0,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.49585927,21.0,0.9721836,0.3852209,36.0,0.9513213,FROZEN_PASS,PASS,17.0,0.95822453,5.0,0.9895013,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.4457831325301205,c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1,3004,N2_SCAFFOLD_HOP,1.0773526825000002
ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,afatinib,UNII:41UD74L59M,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.64762074,14.0,0.98191935,0.27212203,36.0,0.9513213,FROZEN_PASS,PASS,4.0,0.9921671,12.0,0.9711286,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL1974,False,False,False,True,False,True,0.32075471698113206,c1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)ccc23)cc1,1744,N3_REMOTE,1.0843455375
ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,afatinib,UNII:41UD74L59M,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.48654443,23.0,0.96940196,0.3446668,49.0,0.9332406,FROZEN_PASS,PASS,7.0,0.98433423,3.0,0.9947507,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2041,False,False,False,True,False,True,0.6853932584269663,c1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)ccc23)cc1,3004,N1_LOCAL_ANALOG,1.0858093975
VKHAHZOOUSRJNA-GCNJZUOMSA-N,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,mifepristone,UNII:320T6RNW1F,CHEMBL206,ESR1,NUCLEAR_EPIGENETIC_DOMAIN,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.63519776,10.0,0.9874826,0.4732935,20.0,0.9735744,FROZEN_PASS,PASS,7.0,0.98433423,7.0,0.984252,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,VKHAHZOOUSRJNA-GCNJZUOMSA-N__CHEMBL206,False,False,False,True,False,True,0.7142857142857143,O=C1C=C2CC[C@@H]3C(=C2CC1)[C@@H](c1ccccc1)CC1CCC[C@H]13,2000,N1_LOCAL_ANALOG,1.085100765
WOSKHXYHFSIKNG-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,lenvatinib,UNII:EE083865G2,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5313154,18.0,0.976356,0.5298414,6.0,0.9930459,FROZEN_PASS,PASS,5.0,0.98955613,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,WOSKHXYHFSIKNG-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,1.0,O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)NC1CC1,3004,N1_LOCAL_ANALOG,1.0943381575
WXCXUHSOUPDCQV-UHFFFAOYSA-N,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,enzalutamide,UNII:93T0T9GKNU,CHEMBL2034,NR3C1,NUCLEAR_EPIGENETIC_DOMAIN,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.518791,20.0,0.9735744,0.37845764,55.0,0.9248957,FROZEN_PASS,PASS,8.0,0.98172325,12.0,0.9711286,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2034,False,False,False,True,False,True,0.2222222222222222,O=C1CN(c2ccccc2)C(=S)N1c1ccccc1,1553,N3_REMOTE,1.077037375
XGALLCVXEZPNRQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,gefitinib,UNII:S65743JHBS,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.59351516,14.0,0.98191935,0.39937642,30.0,0.9596662,FROZEN_PASS,PASS,6.0,0.98694515,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.6944444444444444,c1ccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)cc1,3004,N1_LOCAL_ANALOG,1.092216125
XYFPWWZEPKGCCK-GOSISDBHSA-N,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ibrutinib,UNII:1X70OSD4VX,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.33529407,39.0,0.9471488,0.31419027,63.0,0.9137691,FROZEN_PASS,PASS,4.0,0.9921671,3.0,0.9947507,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041,False,False,False,True,False,True,0.4691358024691358,c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc1,3004,N2_SCAFFOLD_HOP,1.082204325
XZXHXSATPCNXJR-ZIADKAODSA-N,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,nintedanib,UNII:G6HRD2P839,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.9661159,2.0,0.9986092,0.46422324,9.0,0.9888734,FROZEN_PASS,PASS,1.0,1.0,6.0,0.98687667,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,XZXHXSATPCNXJR-ZIADKAODSA-N__CHEMBL1974,False,False,False,True,False,True,1.0,O=C(CN1CCNCC1)Nc1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1,1744,N1_LOCAL_ANALOG,1.0963714675
XZXHXSATPCNXJR-ZIADKAODSA-N,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,nintedanib,UNII:G6HRD2P839,CHEMBL203,EGFR,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.61439896,14.0,0.98191935,0.3091079,17.0,0.97774684,FROZEN_PASS,PASS,8.0,0.98172325,29.0,0.9265092,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,XZXHXSATPCNXJR-ZIADKAODSA-N__CHEMBL203,False,False,False,True,False,True,0.30927835051546393,O=C(CN1CCNCC1)Nc1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1,6255,N3_REMOTE,1.0679687625
XZXHXSATPCNXJR-ZIADKAODSA-N,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,nintedanib,UNII:G6HRD2P839,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.87908965,4.0,0.99582756,0.57000655,2.0,0.9986092,FROZEN_PASS,PASS,5.0,0.98955613,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,XZXHXSATPCNXJR-ZIADKAODSA-N__CHEMBL2041,False,False,False,True,False,True,1.0,O=C(CN1CCNCC1)Nc1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1,3004,N1_LOCAL_ANALOG,1.0970413325000001
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,dasatinib,UNII:RBZ1571X5H,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.42211273,26.0,0.9652295,0.53071743,4.0,0.99582756,FROZEN_PASS,PASS,21.0,0.94778067,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,1.0,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3004,N1_LOCAL_ANALOG,1.0859020575
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,dasatinib,UNII:RBZ1571X5H,CHEMBL2959,ITK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.6351562,1.0,1.0,0.24360555,61.0,0.91655076,FROZEN_PASS,PASS,13.0,0.9686684,16.0,0.96062994,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,REMOTE_STRONG,BOLTZ_LOCAL_QUALIFIED,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL2959,False,False,True,False,True,False,0.29292929292929293,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,1056,N3_REMOTE,1.074491685
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,momelotinib,UNII:6O01GMS00P,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.66406953,12.0,0.984701,0.40953553,26.0,0.9652295,FROZEN_PASS,PASS,6.0,0.98694515,7.0,0.984252,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.34146341463414637,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,3004,N3_REMOTE,1.085710825
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,momelotinib,UNII:6O01GMS00P,CHEMBL2959,ITK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.1484602,53.0,0.92767733,0.264656,56.0,0.9235049,FROZEN_PASS,PASS,25.0,0.9373368,36.0,0.9081365,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,REMOTE_STRONG,BOLTZ_LOCAL_QUALIFIED,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL2959,False,False,True,False,True,False,0.3563218390804598,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,1056,N3_REMOTE,1.0276218575
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,momelotinib,UNII:6O01GMS00P,CHEMBL3905,LYN,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.15711702,28.0,0.9624478,0.2640888,70.0,0.90403336,FROZEN_PASS,PASS,21.0,0.94778067,37.0,0.9055118,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL3905,False,False,False,True,False,True,0.34408602150537637,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,256,N3_REMOTE,1.0408802350000002
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,momelotinib,UNII:6O01GMS00P,CHEMBL5251,BTK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.16132118,30.0,0.9596662,0.2837805,16.0,0.9791377,FROZEN_PASS,PASS,18.0,0.95561355,29.0,0.9265092,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL5251,False,False,False,True,False,True,0.43902439024390244,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,9853,N2_SCAFFOLD_HOP,1.0542185000000002
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,furosemide,UNII:7LXU5N7ZO5,CHEMBL2326,CA7,ENZYME_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.20448998,11.0,0.9860918,0.30752978,59.0,0.9193324,FROZEN_PASS,PASS,9.0,0.97911227,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E1_DUAL_REMOTE_QUALIFIED,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL2326,False,False,True,True,True,True,1.0,c1ccc(NCc2ccco2)cc1,1206,N1_LOCAL_ANALOG,1.0899886675
