model,target_id,requested_drugs,reused_scored_drugs,missing_scores,next_action
DrugCLIP,CHEMBL1892,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1893,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1899,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1900,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1902,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1903,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1906,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1908,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1908389,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1909490,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1910,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1911,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1912,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1913,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1914,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1914276,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1918,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1919,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1927,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1929,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1930,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1935,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1936,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1937,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1938222,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1944,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1947,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1949,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1950,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1951,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1952,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1955,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1957,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1959,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1962,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1964,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1966,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1969,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1972,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1973,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1974,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1975,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1976,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1977,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1978,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1980,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1981,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1988,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1989,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1991,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1992,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1993,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1994,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1996,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL1997,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL1998,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2000,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2003,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2007,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2007625,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2008,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2009,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2010624,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2012,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2016,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2019,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL202,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2021748,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2023,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2027,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL203,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2033,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2034,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2039,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL204,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2040,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2041,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2044,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2045,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2046267,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2047,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2048,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL205,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2050,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2055,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2058,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2059,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL206,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2061,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2062,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2062356,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2063,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2068,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2069156,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2072,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2073,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2073677,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2074,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL208,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2084,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2085,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2099,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2118,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2120,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2121,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2146302,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2146346,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2148,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL215,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2157,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2176771,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2176839,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2176846,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2176855,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2179,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2185,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2189110,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2189121,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL220,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2208,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL221,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2216739,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL222,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2243,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2252,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2273,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2276,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL228,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2285,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2292,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL230,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2311236,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2321613,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2321614,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2321615,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2326,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2331041,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2331042,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2331059,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2331065,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2337,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2346492,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL235,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2362986,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2362990,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2362992,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364155,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364156,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364157,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364158,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364159,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364160,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364161,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364162,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364163,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2364164,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL238,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2384897,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL239,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL240,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2409,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL241,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL242,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2431,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2435,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2439,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL244,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2476,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL248,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2487,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2492,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2508,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2524,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2527,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2534,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL258,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2599,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL260,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2608,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL261,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL262,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2633,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2637,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL267,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL268,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2689,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2695,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2706,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2708,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2722,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2742,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2754,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2755,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2778,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL278,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2782,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL279,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL280,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2808,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2815,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2820,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2821,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL283,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2835,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL284,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2842,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2850,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL286,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL287,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2872,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2873,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL288,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2916,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2925,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2929,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2940,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2954,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2959,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2964,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2971,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2973,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL2979,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2996,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL2998,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3004,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3009,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL301,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3023,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3024,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3026,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3028,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3045,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3055,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3070,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3076,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL308,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3094,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3102,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3105,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3106,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3107,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3108633,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3116,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3117,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3119,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3130,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3142,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3143,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3145,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3161,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3172,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3192,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3194,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3201,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL321,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3217393,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3217394,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3217395,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3218,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3232692,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL3234,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3238,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3242,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3243,720,0,720,QUALIFY_POCKETS_AND_NATIVE_INPUTS_THEN_SCORE
DrugCLIP,CHEMBL325,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3267,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
DrugCLIP,CHEMBL3273,720,720,0,SCORES_PRESENT_FROM_FROZEN_VERSION
